,Price,Location,URL,Date,Title,condition,make / manufacturer,model name / number,part type,num image,text,bicycle frame material,bicycle type,frame size,wheel size,brake type,handlebar type,size / dimensions,electric assist,suspension,paint color,year manufactured
1222,250.0,flagstaff,https://flagstaff.craigslist.org/ptd/d/sedona-jeep-wrangler-and-jeep-gladiator/7469617484.html,2022-04-10 15:01,Jeep Wrangler and Jeep Gladiator Roof Rack Cross Bars, new,,,,16,"Jeep Wrangler and Jeep Gladiator Hardtop Roof Rack Cross Bars!  Easily upgrade your Jeeps capabilities with the new Antidote Jeep Crossbars. These are brand new and in-box directly from AntidoteOutdoors.com  It is one of their newest items and very well made. They mount in only a few minutes and can carry your roof basket, cargo box, snowboards, bikes, paddleboards, etc.  These come with everything needed to install them directly into the gutter/drip rails of your hardtop Jeep Wrangler or Jeep Gladiator. They are professionally powder coated and feature a T-slot on top of the rail.  YouTube installation video is coming soon  Similar racks like these go for well over $400 We have them for only $250!  Our shop is located in the city of Placentia, CA in Orange County. We can install these at the shop for you for $99. Just be sure to make an appointment   Dimensions: Rails: 64in x 3in x 1in  Weight: 17lbs Recommended Maximum Dynamic Weight Limit: 150lbs Max Static Weight Limit: 400lbs  Price is firm and is already a great deal, thank you for understanding Delivery is available if you are local to this ad. If you are out of the way you may be asked to pay a delivery fee or shipping costs  We sell lots of other roof rack items and even have Jeep Platform Racks if you are interested in a stronger rack system  Call us during business hours 10-5 weekdays for 10-4 weekends or text/email us anytime",,,,,,,,,,,
1223,120.0,flagstaff,https://flagstaff.craigslist.org/bik/d/flagstaff-giant-boulder/7469323433.html,2022-04-09 20:09,Giant Boulder,,,,,0,"Small Giant Boulder commuter/hybrid bike. Good for 5'4"" and smaller or a kid.    Lefty Loosey bikes is a community bicycle co-op. Lefty Loosey teaches folks how to work on bikes in an educational environment. Lefty Loosey is not a professional shop, but it's mechanic/founder has 6 years of professional shop experience and is a certified Barnet Bicycle Institute Mechanic. Every bike sold has been stripped down the bone, cleaned, all bearing systems overhauled, re-cabled, and safety checked before being posted. You will not need a tune up any time soon, we took care of that for you ; ) Every bike sold funds shop necessities such as inner tubes, tires, cables, housing, chains, tools, cleaning supplies, and outreach events that go right back into empowering Flagstaff community members.", aluminum, hybrid/comfort, Small, 26 in,,,,,,,
1224,1595.0,flagstaff,https://flagstaff.craigslist.org/bid/d/phoenix-full-suspension-750-watt-48v/7468935627.html,2022-04-08 23:17,Full Suspension 750 WATT 48v Ebike Electric Bike Fat Tire, new,,,,20,"WWW.COGEBIKES.COM   We can ship anywhere in the cont. U.S.A. for $125.00.We stock many different styles e bikes and have some of the best prices in the country.Brand new top of the line electric full suspension mountain or street bike .This has the newest technology 48 v with a powerful 750 watt motor and removable lithium ion 15 ah battery pack.Good for up to 1000 charges.Bike is aprox. 68 lbs. Fat tires for all terrain riding.Sand , snow , mud , gravel. Lots of power to get up those hills with 5 different pedal assist modes.Average top speed is 30 mph depending on rider weight.Will hold up to 300 lb rider.Average 50 miles on a single charge on level one assist.Medium aluminum frame.Call me for more specific details of the bike and to take a test ride.You won't be disappointed.They are a blast to ride and a great way to start getting exercising again. Commute to work and save gas.$ 1595.00 OTD We have many different e bike styles to choose from.    Atala Aventon Babboe Batavus Bearcraft Benno Beone BH Bianchi Bixs blix BMC Boardman Bottechia Budnitz Bulls Butchers & Bicycles Buzz Bicycles BTN BPN Cannondale Canyon CIOCC Civia Colnago Commencal Corratec Cube Bikes Dawes Day6 DCO De Rosa Del Sol Devinci Diamondback Dolan Ecells Electra Electric Bike Company EVO EUNORAU Factory Falkenjagd Felt Focus Frey Fuji Gazelle Gepida GHOST-bikes Giant Gitane Haibike Haro Hasa Head Hilite HP Juiced Rambo Quit Kat FLX Velotechnik IDWorx KHS Kildemoes Kona La Pierre Liv Look M2S Ebikes Marin Merida Micargi Miyata Montague Motobecane Moustache Olmo Olympia Omnium Opus Orbea Peugeot Pinarello PlanetX Polygon Priority Bicycles Pure Cycles R&A Cycles R+E Cycles Rad Power Bikes Raleigh Raymon Ribble Ridley Riese & Müller Rocky Mountain Roux Ruff Cycles S.A.M.’s Bike Company Saracen Savadeck Scapin Schindelhauer s Schwinn SCO Scott Specialized Stevens Sondor Storck Stradalli Taurus Tern Trek Trinx Univega Upland Urban Arrow Urwahn Van Dessel Vilano Walleräng WHEELER Whyte Wilier Winora Yuba Zinn Cycles Electric-Bike E-Bike ebike e bike bicycle", aluminum, mountain,,, disc (mechanical),,,,,,
1225,1295.0,flagstaff,https://flagstaff.craigslist.org/bid/d/phoenix-front-suspension-750-watt-48v/7468935493.html,2022-04-08 23:16,Front Suspension 750 WATT 48v Ebike Electric Bike Fat Tire, new,,,,20,"WWW.COGEBIKES.COM   Compare this to the RADD Rover.This is a much better value and comes with the rack.Also much faster. can ship for $125.00 anywhere in the Cont. U.S.A.We stock many different styles e bikes and have some of the best prices in the country.Brand new top of the line electric front suspension mountain or street bike .This has the newest technology 48v with a powerful 750 watt motor and removable lithium ion 13 ah battery pack.Good for up to 1000 charges.Bike is aprox. 65 lbs. Fat tires for all terrain riding.Sand , snow , mud , gravel. Lots of power to get up those hills with 5 different pedal assist modes.Average top speed is 30 mph depending on rider weight.Will hold up to 300 lb rider.Average 50 miles on a single charge on level one assist.Medium size aluminum frame.Call me for more specific details of the bike and to take a test ride.You won't be disappointed.They are a blast to ride and a great way to start getting exercising again. Commute to work and save gas.$ 1295.00 OTD We have many different e bike styles to choose from.    Atala Aventon Babboe Batavus Bearcraft Benno Beone BH Bianchi Bixs blix BMC Boardman Bottechia Budnitz Bulls Butchers & Bicycles Buzz Bicycles BTN BPN Cannondale Canyon CIOCC Civia Colnago Commencal Corratec Cube Bikes Dawes Day6 DCO De Rosa Del Sol Devinci Diamondback Dolan Ecells Electra Electric Bike Company EVO EUNORAU Factory Falkenjagd Felt Focus Frey Fuji Gazelle Gepida GHOST-bikes Giant Gitane Haibike Haro Hasa Head Hilite HP Juiced Rambo Quit Kat FLX Velotechnik IDWorx KHS Kildemoes Kona La Pierre Liv Look M2S Ebikes Marin Merida Micargi Miyata Montague Motobecane Moustache Olmo Olympia Omnium Opus Orbea Peugeot Pinarello PlanetX Polygon Priority Bicycles Pure Cycles R&A Cycles R+E Cycles Rad Power Bikes Raleigh Raymon Ribble Ridley Riese & Müller Rocky Mountain Roux Ruff Cycles S.A.M.’s Bike Company Saracen Savadeck Scapin Schindelhauer s Schwinn SCO Scott Specialized Stevens Sondor Storck Stradalli Taurus Tern Trek Trinx Univega Upland Urban Arrow Urwahn Van Dessel Vilano Walleräng WHEELER Whyte Wilier Winora Yuba Zinn Cycles Electric-Bike E-Bike ebike e bike bicycle", aluminum, mountain,,, disc (mechanical),,,,,,
1226,300.0,flagstaff,https://flagstaff.craigslist.org/bik/d/flagstaff-centurion-accordo-commuter/7468876961.html,2022-04-08 18:01,Centurion Accordo Commuter 52cm,,,,,12,"Centurion Accordo 52cm set up for commuting.   New Velo Orange handlebars New Brooks B67 saddle Fenders Rear bike rack Good condition Panaracer Pasela tires  Lefty Loosey bikes is a community bicycle co-op. Lefty Loosey teaches folks how to work on bikes in an educational environment. Lefty Loosey is not a professional shop, but it's mechanic/founder has 6 years of professional shop experience and is a certified Barnet Bicycle Institute Mechanic. Every bike sold has been stripped down the bone, cleaned, all bearing systems overhauled, re-cabled, and safety checked before being posted. You will not need a tune up any time soon, we took care of that for you ; ) Every bike sold funds shop necessities such as inner tubes, tires, cables, housing, chains, tools, cleaning supplies, and outreach events that go right back into empowering Flagstaff community members.", steel, other, 52, 27 in,,,,,,,
1227,100.0,flagstaff,https://flagstaff.craigslist.org/bik/d/flagstaff-schwinn-sidewinder-great/7468606282.html,2022-04-08 08:55,"Schwinn Sidewinder, great working condition",, Schwinn, Sidewinder,,3,"16 inch frame 3x6 gears Just received TLC at Lefty Loosey Bike Co-op! Freshly tuned! New cable and housing, all bearing surfaces repacked  Lefty Loosey bikes is a community bicycle co-op. Lefty Loosey teaches folks how to work on bikes in an educational environment. Lefty Loosey is not a professional shop, but it's mechanic/founder has 6 years of professional shop experience and is a certified Barnet Bicycle Institute Mechanic. Every bike sold has been stripped down the bone, cleaned, all bearing systems overhauled, re-cabled, and safety checked before being posted. You will not need a tune up any time soon, we took care of that for you ; ) Every bike sold funds shop necessities such as inner tubes, tires, cables, housing, chains, tools, cleaning supplies, and outreach events that go right back into empowering Flagstaff community members.", aluminum, mountain, 16 inches, 26 in,,,,,,,
1228,15.0,flagstaff,https://flagstaff.craigslist.org/bop/d/cornville-trunk-bike-rack/7468132069.html,2022-04-07 07:51,Trunk bike rack, good,,," racks, fenders, bags",0,Bike rack for sale.  Holds 2 bikes.  Meant for a trunk but i have used it on a small hatchback.  Works great but doesn't fit my new car.  Cash only and must be able to pick up.   Text or email only 6zero2 three one5three3one4  Please check out our other stuff for sale,,,,,,,,,,,
1229,2000.0,flagstaff,https://flagstaff.craigslist.org/bik/d/cornville-trek-fuel-ex-medium-mountain/7467835172.html,2022-04-06 12:07,Trek Fuel EX 5 Medium Mountain Bike, like new, Trek, Fuel Ex 5,,9,"Purchased new in January, with probably about a dozen rides on it. Perfect shape except for a few small scratches here and there. Original MSRP $2500.  https://www.trekbikes.com/us/en_US/bikes/mountain-bikes/trail-mountain-bikes/fuel-ex/fuel-ex-5/p/29459/", aluminum, mountain, Medium, 29 in, disc (hydraulic),,,, frame and fork (full suspension),,
1230,225.0,flagstaff,https://flagstaff.craigslist.org/bop/d/flagstaff-bike-travel-case/7460238365.html,2022-04-04 13:14,Bike travel case, like new, bike pro USA,,,0,Bike Pro USA. case for travel with high end bikes.  excellent protection. rolls.  zips. like new condition,,,,,,,,,,,
1231,167.0,flagstaff,https://flagstaff.craigslist.org/sgd/d/home-gym-setup-squat-rackfunctional/7466965279.html,2022-04-04 12:31,"Home Gym Setup-Squat Rack,Functional Trainer,Bench, Dumbbells, Weights", new, BodyKore,,,7,"Home Gym Setup- Squat Rack,Functional Trainer, Adjustable Bench, Olympic Weight Set, Dumbbell Set- Financing Available  _____________________________________________________________________________ Offered By: BodyKore Fitness Equipment- 949-503-9266- Text or call for more info _____________________________________________________________________________ Home Gym Equipment Package  Commercial Squat Cage Commercial Adjustable Bench Commercial Dual Adjustable Pulley System 300lb Rubber Olympic Grip Plate Set w/ Bar 5-50lb Rubber Hex Dumbbell Set w/ Rack  *Low Price of $6000! Or as low as $209/month *Monthly payment subject to approval through Bread Financing.  Term options include 12 month & 18 month no interest or up to 36 months interest variable.  Other financing options may be available if credit does not qualify.  IN STOCK READY TO SHIP! Check out the full package here: https://bodykore.com/product/garage-gym-package/ This package doesn't work for you? No problem, Equipment packages are fully customizable. We have plenty of stock! . Check out some of our other equipment for your home gym:       ____________________________________________________________________________ We have a huge inventory of Commercial Fitness Equipment. Most of our equipment have lifetime warranties and are built for health clubs and commercial gyms. The same equipment you will use at 24 Hour Fitness, LA Fitness, Anytime Fitness, Chuze Fitness, Planet Fitness, Gold's Gym and more! Our state of the art equipment is offered at low low prices and we even offer Easy Financing! Commercial Fitness Equipment: Smith Machines, Leg Press, Hack Squat, Squat Racks, Olympic Benches, Military Benches, Utility Benches, Flat Benches, Lat Machines, Seated Calf Raise, Back Hyperextension, Roman Chairs, Power Towers, Chin/Dip Tower, Vertical Knee Raises (VKR), Dual Adjustable Pulley Systems (DAPS), Plate Loaded Machines, Selectorized Strength Machines, Hip Abductor, Leg Extension, Cable Cross, Chest Press Functional Training Equipment: Group Training Rack Systems, Storage Racks, Crossfit Rigs, Olympic Lifting Platforms, Bumper Plates, Kettlebells, Wall Balls, Slam Balls, TRX, Suspension Trainers, Resistance Bands, Yoga Bands, Yoga Mats, Power Bags, Maces, Clubbells, Battle Ropes, Plyoboxes Cardio Equipment: Treadmills, Ellipticals, Steppers, Stepmills, Air runners, Manual Treadmills, Crosstrainers, Airbikes, Spin Bikes, Recumbant Bikes, Upright Bikes, Climbers, Rowers  _____________________________________________________________________ Financing available. 12 Months NO INTEREST on a 48 month term (on approved credit). Payments as low as $99 per month! FOR MORE PICTURES AND INFORMATION VISIT OUR WEBSITE www.bodykore.com PLEASE CONTACT US AT (949) 325-3088  Precor, Technogym, Rogue, Titan, lifefitness, woodway, star trac, nautilus, Deadlift, bumperplate, olympic bar, crossfit, cross fit, weightlifting, smith machine, squatrack, benchpress, gym equipment, treadmill, airdyne, assault, maces, clubbell, dumb bell, Concept 2, marpo BodyKore Fitness Equipment - QUALITY EQUIPMENT, BEST PRICES, EZ FINANCING! 💥💥💥 12 MONTH ZERO INTEREST WITH NO PRE-PAYMENT PENALTY apply online : https://bodykore.com/finance-application/ BodyKore Fitness Equipment Phone: (949) 325-3088 Website: www.bodykore.com 📲 ☎️ Call or text (949) 503-9266 for quick answers to your questions about this GARAGE GYM EQUIPMENT PACKAGE Check out some of our other equipment for your home gym:      Your message will always be answered by a real human — never an automated system. We have a huge inventory of Commercial Fitness Equipment. Most of our equipment have lifetime warranties and are built for health clubs and commercial gyms. The same equipment you will use at 24 Hour Fitness, LA Fitness, Anytime Fitness, Chuze Fitness, Planet Fitness, Gold's Gym and more! Our state of the art equipment is offered at low low prices and we even offer Easy Financing! Kettlebell, Kettlebells, Olympic, Weights, Bench, Press, Squat, Resistance, Bands, Spin, Bike, Bikes, Spinning, Karate, Kung-Fu, Jiu Jitsu, Judo, Kickboxing, BJJ, JiuJitsu, MMA, Muay Thai, Muaythai, Kickboxing, Boxing, Gloves, Flat, Incline, Decline, Cable Machine, Cardio, Treadmill, Elliptical, Oliptical, Pull-Ups, Chin-Ups, Push-Ups, Chest, Arm, Legs, Bicep, Tricep, Shoulder, Gym Bells, Yoga Mats, Aerobics, Quadriceps, Hamstrings, Glutes, Abs, Stomach, Waist, Fat, Muscle, Body, Calves, Gravity Boots, Extension, Lats, Pulldown, Training, Intense, Extreme, Strength, Endurance, Bumper Plates, Olympic Rings, Appearance, Physical, Sports, Baseball, Basketball, Football, Martial Arts, Soccer, Track & Field, Power, Bodybuilding, Nutrition, Heavy, Bars, Tension, Gympak, Bodykore, Kore, Core, Yoga, Foam, Roller, Brake Pads, Pedal, Exercise, Startrac, Star Trac, Precor, Life Fitness, Lifefitness, Lifestride, Soloflex, Jump Rope, Forarm, Power, Blaster, Aerobics, Swimming, Cross Fit, Cross Kick, Apollo, Bodymasters, Steppers, Climbers, Strength Circuit Machines, Cable Station System, Rubber Flooring, Rubber Floor Mats, Smith Machine, Treadmill Belts, Replacement Parts, Medicine Balls, Punching Bags, Barbells, Racks, Rope, Attachments, Dip Belt, Workout Belt, Ab Straps, Thai Pads, Banana Bag, Kick Pad, Headgear, Power Systems, BOSU, tapout,forearm, bicep, arms, soloflex, body by jake, boflex, ab slider, lower back extension, lat pull down, Olympic rings, squat stands, squat racks, training ropes, climbing ropes, Power Racks, Bumper Plates, Rubber Flooring, Rubber Dumbbells, Cushbell and more!!! Ab / Back Equipment Flat and Olympic Benches Hyperextension Bench & Roman Chair Abdominal Equipment Back Equipment Inversion Tables Fitness Accessories Gym Flooring / Equipment Mats Jump Ropes Weight Training Accessories Door Gym Pull Up Bar Hand Strength & Forearm Cable Attachments Collars & Adapters Heart Rate Monitors Wrist, Ankle and Body Weights Scales & Body Fat Testers Squat Bar Pads Foam Product and Rollers Parts Fitness Exercise Gym Equipment Pull Up Bar, Chin Up Bar, Push up Bar and Dip Bars Reading Racks & Water Bottle Holders Exercise Mats Bosu® Ball Exercise Balls and Accessories Exercise Balls Bars & Collars Resistance Training Weight Pins & Leashes As Seen On TV Back Equipment Inversion Tables Door Gym Pull Up Bar Foam Equipment Packages Olympic Bumper Plates Bars GHDs Kettlebells Free Weight Equipment Medicine Balls Concept 2 Rowers Gymnastics Equipment Dumbbells Sandbags Pull-up Bars Training Accessories Plyometric Boxes D-Balls Mats Jump Ropes Climbing Ropes Flooring Bar Holders Gift Certificates Weight Storage home commercial treadmill treadmills elliptical ellipticals exercise bike bikes stepper steppers abcoaster gym equipment new used refurbished free weight dumbbells circuit strength selectorized Orange Co. Riverside Co. Newport Beach Life Fitness parabody tuff stuff repair service Product and Rollers Benches Flat and Olympic Benches Hyperextension Bench & Roman Chair Abdominal Equipment Back Equipment Boxing / Martial Arts Balazs Boxing Chin and Pull Up Bars TKO Fitness Accessories TKO Medicine and Stability Balls TKO Skip Jump Ropes TKO Vest and Ankle Weights TKO Weightlifting Belts and Straps Pull Up Bar, Chin Up Bar, Push up Bar and Dip Bars treadmill Commercial Fitness Equipment Commercial Ellipticals Cross Trainers Commercial Steppers Commercial Exercise Bikes Commercial Treadmills Commercial Rowing Machines Dumbbell Dumbbells / Weights Used Fitness Equipment Physical Therapy, Medical & Rehabilitation Equipment Aquatics Cardio Equipment Indoor Cycling Bikes and Spin Bikes Dumbbells / Weights Plates Dumbbells Barbell Sets Weight Trees Weight Training Accessories Wrist, Ankle and Body Weights Bars & Collars Hand Strength & Forearm Elliptical Trainers / Cross Trainers",,,,,,,,,,,
1232,12500.0,flagstaff,https://flagstaff.craigslist.org/for/d/flagstaff-suzuki-strom-650/7457729971.html,2022-04-02 15:43,Suzuki V-Strom 650, new,,,,15,"Selling my practically brand new 2018 V-Strom 650, with Super low Miles 3323, (just past break-in) and one of the best extended warranties that's fully transferable! This bike has been meticulously maintained and is the best one you'll find for sale. I've put nearly 17 grand into it in parts and labor. Unfortunately, I just can't ride anymore so my loss is your gain. I've babied this bike and no expense has been spared on it. Below is a list of all the aftermarket parts, which are the best you can find for these bikes. If you have any questions please let me know. Test rides will only happen with cash in hand and a valid MC license. I also have some gear that I may throw in depending on the offer. I also have a ton of extra parts that go with it. This is the most comfortable and versatile bike I've owned that didn't cost 30k. I've had two of these and they are bulletproof I put over 100,000 miles on the last one without any major issues. It has plenty of power for cruising on the highway and is much sportier than it looks. Easily ride two-up, without a care. and it's comfortable on long-distance trips. I averaged around 60mpg on the highway and was much better in town. I'm sure there's something I'm missing but come and take a look and you'll agree it's a great bike. ABS Option, with Multiple traction control settings  Outback mototek crashbars  Outback mototek large skid plate  Oxford touring heated grips with an intelligent controller.  Rox anti-vibration bar risers  Paddle grip throttle controller  BMW wide grip off-road footpegs  Givi monokey top box large fits full-face helmet and jacket.  Givi mounting plate  Added third brake light  Eastern beaver brake light wiring harness  Happy trails center stand  Baha designs smart lighting controller, with dimmer functions, and a secondary relay.  Wired for auxiliary lights  Auxiliary light tube clamps  Cyclops led high beam and low beam  Cetek batter tender jump port  Extra sets front and rear brake pads  Heavy-duty outdoor-rated cover",,,,,,,,,,,
1233,2500.0,flagstaff,https://flagstaff.craigslist.org/mcy/d/cornville-ktm-300-exc/7465854814.html,2022-04-01 16:20,KTM 300 exc,,,,,4,"2000 KTM 300exc dirt bike/ enduro bike. Bike runs good and strong. One of the most fun bikes around! Just had oil change, carb overhaul, and forks rebuilt.  Brembo brakes and clutch. Comes with lots of extra parts including tail light kit, sprocket, frame protectors, etc.  Enduro, dirt bike, Honda, Yamaha, Suzuki, Husqvarna, supermoto,",,,,,,,,,,,
1234,50.0,flagstaff,https://flagstaff.craigslist.org/bop/d/flagstaff-bike-carrier/7465850716.html,2022-04-01 16:13,Bike carrier, good,,, other,0,"Attaches to 2"" ball.  Carries up to 2 bikes.  Collapses for storage.",,,,,,,,,,,
1235,225.0,flagstaff,https://flagstaff.craigslist.org/bik/d/flagstaff-used-26-bob-trailer/7459289961.html,2022-03-31 14:47,used 26” Bob Trailer,, Bob, Trailer,,0,"Hello, I have a nice Bob Trailer that I’m no longer in need of. This trailer is great and has served me well. The trailer comes with the rear wheel skewer but no flag or rear wheel fender. The trailer was made for 26” wheel bikes but fit my 700c gravel bike too.   Let me know if you’re interested or have any questions.", steel, other, 26”, 26 in,,,,, none (rigid),,
1236,160.0,flagstaff,https://flagstaff.craigslist.org/bik/d/flagstaff-specialized-sirrus-sm/7465258000.html,2022-03-31 11:42,Specialized Sirrus X-SM,,,,,6,"Specialized Sirrus hybrid X-Small (48cm) $160 OBO  Great for small rider, or teen.   Lefty Loosey bikes is a community bicycle co-op. Lefty Loosey teaches folks how to work on bikes in an educational environment. Lefty Loosey is not a professional shop, but it's mechanic/founder has 6 years of professional shop experience and is a certified Barnet Bicycle Institute Mechanic. Every bike sold has been stripped down the bone, cleaned, all bearing systems overhauled, re-cabled, and safety checked before being posted. You will not need a tune up any time soon, we took care of that for you ; ) Every bike sold funds shop necessities such as inner tubes, tires, cables, housing, chains, tools, cleaning supplies, and outreach events that go right back into empowering Flagstaff community members.", aluminum, other, X SMall, 700C,,,,,,,
1237,140.0,flagstaff,https://flagstaff.craigslist.org/bik/d/flagstaff-vilano-road-bike-54cm/7465254480.html,2022-03-31 10:24,Vilano Road Bike  54cm,,,,,14,"Vilano Road Bike - 56cm  $140 OBO  Lefty Loosey bikes is a community bicycle co-op. Lefty Loosey teaches folks how to work on bikes in an educational environment. Lefty Loosey is not a professional shop, but it's mechanic/founder has 6 years of professional shop experience and is a certified Barnet Bicycle Institute Mechanic. Every bike sold has been stripped down the bone, cleaned, all bearing systems overhauled, re-cabled, and safety checked before being posted. You will not need a tune up any time soon, we took care of that for you ; ) Every bike sold funds shop necessities such as inner tubes, tires, cables, housing, chains, tools, cleaning supplies, and outreach events that go right back into empowering Flagstaff community members.", aluminum, road, 54, 700C,,,,,,,
