,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,frame size,wheel size,num image,text,condition,make / manufacturer,model name / number,suspension,brake type,electric assist,handlebar type,paint color,part type,serial number,size / dimensions
30666,10.0,cleveland,https://cleveland.craigslist.org/for/d/maple-heights-two-school-chairs/7470013150.html,2022-04-11 16:12,Two School Chairs,,,,,3,"Two school chairs.  $20 for both..  *** For More Ads By This User, Click on the Link on the Right Side that Says "" MORE ADS BY THIS USER ""  *** I'll usually have some of the following items: pet cages, ladders, kids & adult bikes, Little Tikes & Step 2 items, strollers, yard tool and who knows what else.  *** Located in Bedford near Rockside / Broadway area  *** Cash only  *** Pick up only (unless it is a large item and I'll deliver close by)", good,,,,,,,,,,
30667,9999.0,cleveland,https://cleveland.craigslist.org/wad/d/cleveland-wanted-old-motorcycles/7469975266.html,2022-04-11 14:59,Wanted Old Motorcycles 📞1(800) 220-9683 www.wantedoldmotorcycles.com,,,,,24,"Wanted Old Motorcycles (1930's 1940's 1950's 1960's 1970's) For Private Collection. www.wantedoldmotorcycles.com  Buying ""as is"" condition, picking up and paying fair market value. One bike, a barn full or NOS part lots.  Contact for a CASH offer on your old motorcycle:  ✅ Call ☎ (800)220-9683  ✅ Visit the WEBSITE: www.wantedoldmotorcycles.com  In search of 1980 and older: Harley Davidson Knucklehead Panhead Shovelhead Flathead AMF Honda: CB CB750 FOUR Sandcast K0 K1 K2 K3 CBX 1000 CB400F CB450 CB550 CT70 Trail 70 CB400 Kawasaki: H2 750 Triple Z1 KZ 900 H1 500 KZ900 Z1R KZ1000 MK2 MKII LTD KZ1300 S2 S3 KH400 Norton: Commando Atlas P11 Ranger Manx Jubilee Navigator Dunstall Rotary 850 Dominator 900kz 900z BMW: R50 R50/2 R60 R65 R60/2 US R50/2 R27 R80 R90 R75/6 R90/6 R100 r100RS r90S R69s R69 R69US Triumph: X-75 Hurricane Bonneville Trident Tiger Daytona 650 t120 t140 t150 t160 Pre Unit X75 z1000 Yamaha: RD Rd350 Rd400 XS1 XS1B R5 XS650 Big Bear YA1 1973 1974 1975 1976 1977 1978 1979 Suzuki: GT750 Waterbuffalo RE5 GT380 GT500 GT550 T500 Titan Re-5 Indy Water Buffalo T350 BSA: Rocket 3 Gold Star Thunderbolt Lightning Spitfire Golden Flash B44 Victor Special A50 A65 Indian: Chief Junior Scout Arrow V Twin Factory Hillclimber Single Belt Drive Hendee Prince 1000kz Ducati: 750ss GT 860 Monza DM750 900ss GTS Darmah Desmo Mk3 Diana Elite DM450 SCR R/T RT  Husqvarna: 360 400 cross WR450 Sportsman Prototype 1965 1966 1967 1968 1969 1970 1971 1972 Moto Guzzi: Le Mans Eldorado Ambassador Falcone Lemans V7 Sport 750S T3 Airone El Dorado All other makes, RUNNING OR NOT, JUNK OR MINT. No GL1000 Goldwings or 1981 and newer  Paying you and picking up at your location, very safe, super easy. You won't have to bring your motorcycle anywhere.  Willing to purchase immediately in any condition: good or bad, complete, incomplete, restored or needing restoration.  If you lost your title or registration, not a problem.  Why not take a minute now go to website: www.wantedoldmotorcycles.com Find out what yours is worth in a couple minutes while relaxing in comfort on sitting on your sofa couch or desk chair.   Buying ""as is and where is"" means exactly as it sounds. Whatever shape it's in and wherever located, buried in cluttered basements or outside in a overgrown back yard. Excellent classic survivors, fixer upper winter projects, junker bikes too.  Get the details how to turn your motorcycle into the money you want the ez way at website: www.wantedoldmotorcycles.com   SELLING DOES NOT GET EASIER!  Call to get a offer, the number is a landline not a cell phone: (800)220-9683, please leave a message if no answer.   GET PAID THE IMMEDIATE MONEY YOU WANT! PAYING AND PICKING UP AT YOUR LOCATION.  Please dont contact if you are trying to buy, nothing is for sale, no trades or barter, everything is kept.  www.wantedoldmotorcycles.com  Own a antique motorcycle untouched the past 30 years? Sell it! Get paid the money you want. Make room in your garage, shed, building or reclaim the basement space. Regardless of condition, send a email with your asking price. If you don't know how much you want, attach a few pictures with your digital camera or iPhone and ask for an offer. Fast, simple and you don't have to get a basket case put together, clean it up or do anything to the motorcycle. Always buying things ""as is"", coming to you, at a time that works on your schedule, weekdays or weekends. Spending huge amounts for vtg dealership NEW OLD STOCK, fastest payment, speedy removal. www.wantedoldmotorcycles.com  Call (800)220-9683 please no text messages (This is a land line not a cellphone or smartphone) voicemails ok.  ALWAYS BUYING AS IS! You won't need to do a thing. Don't wash it, just count the cash. It can not get easier.  For an instant offer go to the website and include pics or info anytime. Its the best way to sell at the price you want. ✅ Use the Online Form: https://www.wantedoldmotorcycles.com/contact.html (copy and paste link)  WTB: Vintage Post war British * Japanese * American * Italian * French * German * Laverda - Rickman - Bultaco - Benelli - Matchless - Royal Enfield - Vincent - Velocette - Parilla - NSU - Morini - Aermacchi - Maico - Hodaka Combat Wombat - Rokon - Brough Superior - MV Agusta - Motobi - Sachs - Rupp - Greeves - Ace - Ossa - Vizio - Montesa - Mondial - Premier - Fantic - Pope - Henderson - Cleveland - Excelsior - Flying Merkel - Crocker - Ariel - Casal - Horex - Cyclone - Gilera - Kaizom - AKT - Jawa - Hercules - Buell - Bimota - Whizzer - Tomahawk - Maserati - Bianchi - Cagiva - Yale - Nimbus - Panther - Artic Cat - Rudge - Scott - Terrot - Ural - DKW Dogs -Thor - Sony - Metisse - Motosacoche - James - Cushman - Bombardier - Universal - AJS - KTM - ESO - CZ - Zundapp - Rumi - Can-am - Fratelli Ferrari - Sunbeam - Ski-doo Mini-trail - Ceccato - Puch - Lambretta - Vespa scooter moped - Simplex - ISO 1950s: 1950 1951 1952 1953 1954 1955 1956 1957 1958 1959 1960s: 1960 1961 1962 1963 Two Stroke Triples S1 Mach I 250cc 350cc 400cc H1500 III 500cc KH500 H2750 IV 750cc Z1900 900cc Z1-R z900 kh KZ-1000 MK. Mark II 60's 70's 80's 1 2 3 4 I widow maker Supersport SS 1000cc 1300cc MK11 Z1R-TC MKV MKIV MKIII ATP TC2 Kz900ltd 1000z KZ1000LTD 1982 KZ1000R. 1980's 81 82 Z750RS Z2 z1300 KSR KZ-1100 KZ650 KZ750 Samurai cb750k K4 K5 K6 CB-750 CB750F CB350F C100E CZ100 CB350 GS400 GS425 Black Bomber CB500 CB550F HD Trophy Tigress Bantam RM250 RD500 256gb 1964 RZ500 RZ350 RZ XS-1 XS1-B 32gb XS-650 128gb TZ 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 71 72 73 74 76 77 78 79 Z1-R Z1A Z1B Z1-A Z1-B H2A H2B H2C H1a h1B H1C H1D H1E H1F z1-a z1-b h2-a h2-b h2-c kzp turbo charged blower models Rd250 California Edition Goldstar Thunderbird Shooting Fleetstar Barracuda International Wes Cooley, Eddie Lawson replica racing ELR, autograph shovel Mathews Craig Vetter CBX1000 CB71 CB77 Superhawk  THINKING OF THINK OF SELLING, CALL TODAY! (800)220-9683  Seeking those serious collectors who spent their entire life collecting, retired dealers having left over inventory large or small should hold out for Top Dollar, Kelly BlueBook or NADA appraised estimates. Fine museum quality rarities are practically unique and deserve highest possible, KBB book appraisal prices, receive a total fortune. Dear sir, you found the buyer.  Seller Option 1: Spend hard earned dollars on a mechanic to fix your project or doing repairs or restorations yourself. Grab a repair manual service guide hunting for correct tools. Pull out the iPad, start ordering the missing parts to rebuild it, taking weeks assembling, cleaning washed waxed detailing, a second fresh wax detail, listing on Facebook marketplace for the first stranger to arrive in a car, not even a truck, complaining wanting it delivered, tire kicking, offering less then half or a trade, Meeting halfway for delivery. Horror stories hasn't that happened! Theres a right way and a wrong way.   Sellers options 2: PICK UP YOUR PHONE DIAL 800-220-9683 NO WORK! QUICK! CONVENIENT! HASSLE FREE!   Finder fees payments if lead is purchased! Plus earn bucks for tips! Maybe a cousin still owns his retro cafe racer. Attend weekend neighborhood sales? Spot a nice survivor, get a bonus cut if its bought! Locate a dragster that doesnt run at flea markets, Aunt Sue has her dad's chopper, she might be curious to a estimate. Nobody wants silly pawn shop pricing, ask a expert. Don't ask your only uncles advice to appraise dads bobber, Im sure uncle Joe has no appraiser skills. Eye a rusted rat rod enduro at a storage facility or motorbike at a estate auction? Howabout a scrambler Pickin' at a tag bazaar? Are you a plumber, house keeper, tree cutter, home aide, electrician, You probably will pass a dozen or more a year. People with jobs that require going in and out of homes, traveling general contractor working hvac renovation job. If you do give him my number and say you referred the present owner to me. It doesn't matter if you are a scraper dumpster diving, a hunter outdoors and you stumble upon a pair of choppers in a field. Find a disassembled basketcase stored in grandmothers cellar, moms attic, outdoor in grandpas canvas carport. You can easily get a percentage for a referral reference. someone has been searching, forever on the hunt purchasing: Bobbers, military production or experimental track trackers, hill climbers, board tracker enduros, Trial Trials, mc road dirt climber scramblers minibike police cycles scooters mopeds non original, customized or specialized, superbike era street replicas, Briggs & Stratton cord starter powered minibikes, foreign scotty import Servicar, imported fastback Grand Prix racers, Also: Bell M/C Helmets, Dealer porcelain enamel Advertising Signs from closed dealerships, rare HTF cycle related collector memorabilia, AMA club Motocross championship trophies, used Bates men's / women's leather jacket, riding gear leathers woman's & mens in every size AHRMA clubs clothing: t-shirts jackets coat suit mx boots. engines, motors, king seat, Denco chambers exhaust pipes, carburetors etc Handle bars, masters master cylinders, roadster rims, side stand center away travel hand extension open whole pole hitch led fuel injected carburetor blowers, repainted color fiberglass petrol tank, wheels fairing saddle bags, roller lift, pneumatic jack table lifts, ATC Atv Utv, 4k clubman roadsters, Weather the frame is broken and needs the damaged motor fixed, Purs like a kitten and runs like a scalded dog chasing cats. It doesn't have to be a gem. Repaired gas tanks painted pink with purple polkadots insane colors candy lime red yellow silver midnight blue orange white brown grey burgundy copper aluminum aqua olive gray platinum rust maroon. Shaftdrive or chain shaft model, dead battery, bent handlebars, one sick looking puppy with flat tires or a trailer it everywhere show queen. Custom paint with skulls and spiderwebs or kittens and puppies. Guns and roses to a peace sign and flowers no customization is too extreme. Rotted and rusty to mirror polished chrome Some never change, chase grows Interpol jap, hagerty insured, Strap plowing trading cards come person checks dusty taken apart them miss voicemail mind adds story again I'm address bed salt smart diesel Trek sharp tin plow knife autographed helmet Powerplus CT-70 CT125 A65L A70L T65 R GT185 copy 8 125 0 150 0 175 2 200 2 250 0 350 380 380cc 9 6 850cc 8 550 3 c a t 1100 101 401 402, WL FL LG J JD JDH FLH KHK KR VL VLH VLD WLA WR U UL DVD ULH TV XA SUV T120r TR6R T110 TR65 TR7T TR65T T140LE Royal Wedding T140J T140AV TR7AV TR7VS T140ES Electro Electric starters W1 w2 w2ss T150V Three Quad T90 T100 T100A T100SS T100S T100R TR5T T140W TSS T140D T140E D1 D3 Major D5 D7 D10 RV90 RV125 A1 A2 A3 Motocompo Hi-rider Interstate, champion spark plugs carbureted, carb z50 ko kit tool sets toolkit kick, Crate Bored Engine, Spit fire Hornet A75 Dk2 440 Mag Magnum target enclosed lcd rim, compound Warrior Blackhawk landscaping jeep ford cj Sportster XR750 4x4 bbq Grill dewalt Makita Ryobi rigid thermostat nest ring doorbell bosch vacuum capability increased mobility. PrecisionCut TerrainCut blades provide efficient finish designed mowing larger estates Due beneficial mulching properties suited gardening applications four-wheel-drive provides manoeuvrability manufacturers United States Craftsman Co Troy-Bilt Decker, Ferris Greenworks Whether  zero fashioned innovation, here finest lawnmowers available Walk-Behind Mowers Tow SC300HW 159cc High Self-Propelled EGO Select XP 18"" Volt LXT Lithium-Ion Cordless  Batteries  Charger Included) SCP100 173cc Push Earthwise 16"" 7-Blade Reel garden hose digger tandem Refrigerator fridge Kenmore oven dishwasher. Microwave humidifier tickets ticket printer A/C washer heater archery Meyer angle love weedeater lawnmower got salvage yards scrap dozens lawn mower pontoon Evinrude Odyssey ping TaylorMade Titleist Golf iron bow dining living bedroom set toys books weighted blanket hoyt Cam Dryer Power screen hoarder Rolling loader pan Box picker rent loveseat sectional. game Wen duromax tractor stihl chainsaw. Nikon pickers scope toro ladder scaffold painting John Deere Bicycles bicycle shadow muzzle Fat kat CB160 CB360 CB360T Roomba Baby Dream 305 CA CA90 CA95 CL350 CL77 Sand Cast Loan, vin, motorized vehicle cc Rapide, Rebel Metal, Kaw TR5 Stroker, Bonnie, Adams signed mobile Camron Cobra Mizuno Nike hire hiring generator 15,000 watts spa hot tub carhartt jacuzzi inverter generac Westinghouse automotive cruiser, Barrow, sled soccer baseball football nfl detector nascar, venue Disco Volante, Campera Supreme Sports Bushman Polaris starfire balls C65 S65 Motosport SL70 ST70 st-70 st90 st-90 CM90 C90 CT200 S90 Benly Benley C92 CB92 Elsinore CR250M Hellcat ATC90 CR93 ATC70 ATC110 ATC125 ATC200 NR500 NSR500 CR250R MT250 MT125 XL70 XL100 XL125 XL175 XL250 XL Hawk CA77 SL350 Electra Snow Terrier Cub snowmobile Carburettor Wheeler Thruxton Tina Speed Camper cadet ram Adventurer 745cc Mercury P11A N15 6T 441 3TA 5TA TR25W T100C TR6C TR7V DBD Ramp outboard ariens Avenger Centurion G4TR G4 Boss KV100 Green Streak F3 Bushwhacker A10 F4 Sidewinder Dyson F5 Bighorn boat F6 125cc F7 CR750 175cc F8 Bison Drone F9 ZXR ZX-7 1000R Ninja ZZR-1000 GPZ900R KH125 KH250 1015cc Sei four-cylinder sidecar Z750 KZ400 RS750 Z400 KZ440 Z440 KZ350 Z650 ST (Six cylinder) J1TR 85cc CL CX CB650 CB250 CB125 CB175 CL100 8002209683 CL305 CL360 CL450 450cc Z50A Monkey Z50M Z50R Z50J QA50 C71 C72 C76 C77 A4 A5 A6 A7 GS Air Head Heads R12 R17 R32 R35 R39 R68 R-series M85 M80 Superrocket C100 CA100 C50 C110 GS1000 GS750 GS850 C115 MR50 CT50 CT-series CT90 90 Copyright © 2013-2022 by www.wantedoldmotorcycles.com. All rights reserved.  1900 1901 1902 1903 1904  1905 1906 1907 1908 1909  1910 1911 1912 1913 1914  1915 1916 1917 1918 1919 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39  40 41 42 43 44 45 46 47 48 49  18002209683 1920s: 1920 1921 1922 1923 1924 1925 1926 1927 1928 1929 1930s: 1930 1931 1932 1933 1934 1935 1936 1937 1938 1939 1940s: 1940 1941 1942 1943 1944 1945 1946 1947 1948 1949  Websites app accessed by Android Devices (Samsung Galaxy s20, s21, s10, s9, s8, Note) or Apple device: iMac, iPod 8 9 10 11 12 13, MacBook pro, Microsoft google Chromebook laptop / tablet / desktop computer.  www.wantedoldmotorcycles.com   ***If you have most symptoms of Corona Virus Covid-19, Wear a surgical mask (N95 respirator masks) disposable latex rubber nitrile gloves. Stay safe, remember if you feel a little unwell, wait.***  *** FINDERS FEE if leads materialize. Help a neighbor, relative, friend or others ***  Copyright © 2013-2022 by www.wantedoldmotorcycles.com. All rights reserved.",,,,,,,,,,,
30668,445522.0,cleveland,https://cleveland.craigslist.org/wad/d/north-olmsted-collect-vintage/7469821471.html,2022-04-11 10:33,I COLLECT VINTAGE MOTORCYCLES TOP CASH PAID,,,,,0,"Wanted to buy: All Old Motorcycles made TOP CASH PAID NOW!!! between the years 1900 and 1980 in any condition.  1-888-800-1932  Running OR NOT: Original, Restored, or just for parts. Always buying fixer upper and junk bikes for parts.  kz1000 Kz1000 KZ 1000 kz 900 Kz900 h1 H1 750cc 1000cc 900cc H2 h2 triple 2 stroke also..  Always Buying in ""as is"" condition CASH PICKUP  Text pic to get value.. 92zero 37 one ofour94  CASH ON PICKING UP AT YOUR LOCATION. NO WORK! NO HASSLE! IT DOES NOT GET better!  The best way to sell your vintage motorcycle at the price you want! Call 1-888-800-1932   or email pic for an offer today!  www.vintagecyclebuyer.com  Do you have an old motorcycle sitting untouched for the past 30 years? Sell it! Get paid the money you want and make room in your garage, shed or barn. Regardless of condition,  call or email or text  Purchasing all classic Pre 1980: Kawasaki Honda Norton -Triumph BSA Yamaha - Suzuki - Harley Davidson - Indian - Ducati - BMW - bmw ducati husqvarna indian Husqvarna - Moto Guzzi and ALL other makes, RUNNING OR NOT, RUSTY OR MINT. Please no Goldwings or newer motorcycles.  You don't have to do a thing. Don't wash it or even dust it off, just count the money. It does not get any better.  Also Buying anytime of year  Minibikes, Dirt Bikes, vintage scooter lambretta Puch enduro street legal dirtbike xr xl cr CR yfr yrf adventurer Motorcycle v twin classic collectable old motorcycle Impala Chevelle Hurst olds Pontiac Cadillac mustang El Camino dart super b viper Camaro duster Bel air  Call anytime or email pics here...  www.vintagecyclebuyer.com   ALWAYS BUYING! IF YOU ARE THINKING OF SELLING...... MAKE THE CALL TODAY!  WTB: British * Japanese * American * Italian * French * German * Laverda - Rickman - Bultaco - Benelli - Matchless - Royal Enfield - Vincent - Velocette - Moto Parilla - NSU - Moto Morini - Aermacchi - Maico - Hodaka - Rokon - Brough Superior - Premier - Fantic - Pope - Henderson - Cleveland - Excelsior - Flying Merkel - Crocker - Ariel - Jawa - Hercules - Tomahawk - Maserati - Bianchi - Cagiva - Yale - Thor - Metisse - Motobi - Sachs - Greeves - Ace - Ossa - Montesa - Mondial - Motosacoche - James - Cushman - DKW - AJS - KTM - ESO - CZ - Zundapp - Rumi - Can-am - Fratelli Ferrari - Sunbeam - Ceccato - Puch - Lambretta - Vespa - HD: Flathead Knucklehead Panhead Shovelhead, Bonneville Tiger Trident Lightning, CB 750k Sandcast, KO K0 ko k1K1 K2 k2 k3 K3 K4 k4 k5 K5 K6 k6 cb750 CB750, S1 s1 Mach Mach I 250cc S2 s2 II 350cc S3 s3 400cc H1 h1 two-stroke triple III 500cc H2 h2 IV 750cc Z1 900cc Z1R z1r Z1-R KZ900 KZ1000 Z750RS Z2 z2 Z1000-H Z1000-ST KZ1300 kz1300 KSR II KZ-1000 KZ-1100 KZ650 kz650 KZ750 kz750 KZ kz kh500 kh400 KH500, Water Buffalo water buffalo Water buffalo T350 t350 T500 t500 titan Titan GT380 gt380 GT550 gt500 GT750 gt750 gs1000 GS1000 gs1100 GS1100, Black Bomber black bomber super hawk Hawk CL305 cb cb77 cb72 z50 CT70 cl70 cl100 ca77 ca72 cl350 cb350 xl350 sl350 cl360cl450 cb450 cb500 cb550 cb400 cl450 cb650 gb500 GB500 CL350 CB350 CL360 CB360 CL450 CB450 CB500 CB550 CB650 cl CBX cx can rd rm rz xs f7 f9 f10 f3 f4 f5 CL CBX CX CA77 CL77 CB77 SL350, RD RM250 RD250 RD350 RD400 Daytona Special RZ350 RZ500 XS650 XR750 TZ, F5 Bighorn F3 Bushwhacker F4 Sidewinder F6 F7 F8 Bison F81M Green Streak F9 Big Horn, Basement Find, Fastback Roadster Interpol Police Use Hi-rider Production Racer Interstate Combat Wombat, AMA, Motocross, AHRMA, Thunderbolt, Bantam, Le Mans, Eldorado, Vetter Two Stroke, Board Flat Track Tracker, Street, Enduro, Title, no title parts bike Clubman, V twin, Crate Engine, Grand Prix Cam, cafe racer, Basket Case, Shadow, Z50, Antique, Bates leathers, Superbike Era, No Chopper, Pre War Post, Rat, Military, Bobber, Hill Climber, Rare, HTF, Replica, Non Working, Salvage, Cash, Restoration, Supersport Sport, Baby Dream, Sale, Four, four 4 cylinder 3 cylinder 6 cylinder Gamma, Broken, Damaged, Scrambler, Fat Cat, No Free, Sand Cast, Chief, Scout, Elsinore, motorized vehicle, Basketcase, Motorbike, LeMans, Pickup, cc, Pick Up, Hurricane X75, Rapide, R90S, Value, Rebel, P11, Victor, Kawi, TR5 Stroker, 2 stroke two stroke 4 stroke Road Rocket, Bonnie, Price, Worth, Appraisal, Estimate, Guide, Manual, MV Agusta Disco Volante, RE5, Campera, Manx, Supreme Sports Bushman Gold Shooting Star Fleetstar Barracuda starfire T65 t65 a65 a70 gt185 gt250 gt380 ct500 t500 gt500 gt750 re5 A65L A70L Spitfire Hornet Super A75 R Turbo GT185 750 Traveling to purchase, will travel in hand, 125 150 175 200 250 350 400 500 550 650 750 850 900 1000 1100 101 401 402, EL El FL FLH jd jdh kh khk jr vl ul ulh FL FLH J JD JDH KH KHK KR VL VLH VLD WL WLA WR U UL ULH XA, CT70 Mini Trail, T120 T120r TR6R T110 T150 TR65 TR7T TR65T T140LE Royal Wedding T140J t120 tr6 t110 t150 t140 tr7 t140 t150 t90 t100 t100r tr140d rv90 rv125 Silverr Jubilee T140AV TR7AV TSSAV TR7VS T140ES Electro Electric start TSX8 T150 T150V T160 X75 Rocket 3 Three T90 T100 T100A T100SS T100S T100R TR5T T140W TSS T140D T140E T140 D1 D3 Major D5 D7 D10 D14/4, RV90 RV125 KAW: A1 a1 a2 a3 a4 a7 b85 kh125 A2 A3 A4 Samurai A7 Avenger B85 B85M 125 D1 100 ER-5 Fury 125 H3 KH500 KH125 KSR110 B7 Pet B8 B8M Red-Tank Furore C2SS C2TR G1M G31M Centurion G4TR G4 g4 Boss G4TR-A KV100 KV100 F11M f21 F21M Ninja ninja 1000R GPz750 GPZ1100 gpz B1/B2 GPZ900R ZX600A KR250 KH125 AR125 KE100 KE125 KL250 KH250 400 500 Z500 Z550 KZ500 KZ550 GPz550 Z750B KZ305CSR KZ400 Z400 KZ440 kz350 z650 Z440 KZ350 Z650 F1TR F2TR J1TR 85cc 16H 490cc Model 18 19S Big 633cc 500T ES2 single 50 OHV 348cc International 30 40 348cc ohc 88 497cc Dominator 99 596cc Navigator Electra ES400 R32 Atlas 745cc Special Mercury atlas P11A Ranger N15 TR5 TRW500 6T Thunderbird 3TA 5TA Speed Adventurer TR25W T100C TR6C TR7V Terrier Cub Carburetor Thruxton Tina Tigress TSX TS8-1  Boat for trade Enduro for trade remodeling service hiring finder's hot rod rat rod fishing camping engine phone labtop computer hitch hoist flatwork landscape plumbing electrical carpentry hour clean out garage cleaning estate sale storage auction repair honda suzuki kawasaki yamaha triumph norton bsa moto guzzi atlas ariel harley davidson hd jd polk schwinnOldsmobile Pontiac Firebird Camaro Corvette Convertible Corvair Truck Plow Tractor Chevy Ford Dodge International 4wd four wheel drive 2dr coupe COE Hudson Cadillac couch landscape heating cooling pool table sauna lawn mower snow blower SUV car tool box tools diesel heater welder gas cans neon signs beer sign cabinets shelving vise pellet stove refrigerator carpet camper RV trailer Case Ingersoll Garden snowmobile   Years: 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 1900 1901 1902 1903 1904 1905 1906 1907 1908 1909 1910 1911 1912 1913 1914 1915 1916 1917 1918 1919 1920s: 1920 1921 1922 1923 1924 1925 1926 1927 1928 1929 1930s: 1930 1931 1932 1933 1934 1935 1936 1937 1938 1939 1940s: 1940 1941 1942 1943 1944 1945 1946 1947 1948 1949 1950s: 1950 1951 1952 1953 1954 1955 1956 1957 1958 1959 1960s: 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970s: 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979  *** FINDERS FEE for any leads that materialize. Help your neighbor, relative or friend and get paid for it ***",,,,,,,,,,,
30669,1.0,cleveland,https://cleveland.craigslist.org/wan/d/amherst-buying-motorcycles-and-scooters/7458164277.html,2022-04-11 10:14,Buying motorcycles and scooters,,,,,0,Buying motorcycles and scooters Harley Davidson Honda Indian Ducati bmw May also buy parts and part bikes mini bike dirt bikes mopeds Send a email with what you have and a price,,,,,,,,,,,
30670,250.0,cleveland,https://cleveland.craigslist.org/hsh/d/columbia-station-exercise-bike-nordic/7469639005.html,2022-04-10 19:05,Exercise Bike Nordic Trac,,,,,0,This is a great exercise bike and I have loved it.  It has all the bells and whistles you need and want in an exercise bike.  I moved to an apartment and there is simply no room for it.  It is beautiful and was only lightly used. You can find out all about it on the website  https://www.toptenreviews.com/exercise-bikes-nordictrack-gx-4-4-pro-review It is fitready.  So you can subscribe and have all the trails to go on etcetera., like new, NordicTrack, GX4.4 PRO,,,,,,,,
30671,800.0,cleveland,https://cleveland.craigslist.org/tro/d/eastlake-10-ft-steel-trailer-dexter/7469085140.html,2022-04-09 12:42,"10 Ft. Steel Trailer.  Dexter Axle.  Flat bed, Customizable!",,,,,6,"Welcome,    *** THIS TRAILER WILL BE SOLD WITH A LEGAL OHIO BILL OF SALE.  THATS ALL THAT'S NEEDED TO GET A PLATE FOR ANY TRAILER UNDER 4,000 LBS. IN THE STATE OF OHIO.  Also once Registered most Insurance Companies should be able to insure it.     This trailer was just refurbished, had a brand new wood top put on (all New Bolts).  And was primed and then painted with Professional Grade Outdoor Gloss Black Paint.      10 Ft. trailer with a Dexter Drop Axle.  BRAND NEW GLOSS BLACK PAINT!!  Top is Brand New wood 2 x 6 Lumber that has been treated.     We towed it at 70 mph and it goes well.  Tires holding air 7.0 x 15.  Steel 15"" Rims.  Everything working on Trailer, all bearings are good on it also.  Trailer is 5 Ft. and 7"" Wide.   Heavy duty Trailer Tires (Load Range E)    We also have a video walk around of this trailer on YouTube.    Would be good for 4 wheelers,  Construction, Smoker Grill, Teardrop Trailer, Mini Camper, RV, Tiny tiny house...  Dirt bikes, etc.   We are located in Willoughby near Historic Downtown Willoughby.  We are off Lost Nation Rd.  We are about 30 minutes East of Cleveland.  We put the New wood top on this trailer.    Thank You, my name is Chris", excellent, Dexter Axle.,,,,,, black,,,
30672,500.0,cleveland,https://cleveland.craigslist.org/bik/d/macedonia-biria-ladies-speed-low-ride/7456614810.html,2022-04-08 14:17,Biria ladies 7 speed low ride, aluminum, hybrid/comfort, med, 26 in,0,This is a interesting bike that for someone who has problems with getting on regular bikes.  cash only.  Plenty of information on the websites and youtube about it., good, Biria,,,,,,,,,
30673,600.0,cleveland,https://cleveland.craigslist.org/bik/d/amherst-26-bmx-fairdale-taj-26-complete/7468488535.html,2022-04-08 04:56,26” BMX. Fairdale Taj 26” complete. 100% chromoly., steel, bmx, Reg, 26 in,11,"New. Bought this as a frame and fork and I had  assembled with all quality parts(didn’t seem like many people were interested in an unassembled bike).  Stolen brand bars, grips and cranks, Odyssey brakes, headset, seat and pedals, Tioga tires. For sale. Don’t need. Have 3 others like this. Great bikes! 100% chromoly everything. Candy blue paint. Check it out. You won’t be disappointed. 600.00.", new, Fairdale, Taj, none (rigid), u-brakes,, bmx,,, NA,
30674,1.0,cleveland,https://cleveland.craigslist.org/bik/d/macedonia-bike-brand-new/7468242289.html,2022-04-07 14:10,E BIKE BRAND NEW, alloy, other, Electric bike, 26 in,5,Brand New E- Bikes with warranty. Go to addmotor.com and pick any E-bike and I will attempt to beat the price. From the hours 9-5 M-Sat, new, Addmotor, E-bike, suspension fork (hardtail), disc (mechanical), throttle, other/unknown,,,,
30675,950.0,cleveland,https://cleveland.craigslist.org/bik/d/beachwood-poseidon-redwood-gravel-bike/7467992266.html,2022-04-06 21:34,Poseidon Redwood Gravel Bike medium,,,,,0,,,,,,,,,,,,
30676,65.0,cleveland,https://cleveland.craigslist.org/mpo/d/northfield-harley-davidson-sport/7467658667.html,2022-04-06 09:40,Harley Davidson sport windshield,,,,,3,"This is a harley sport windshield.It is in excellent shape.This shield mounts to the handlebars and to the forks.It will fit most bikes with 1"" or 1 1/4"" handlebars.Harley lists it for $165.Im selling it for $65.There is a harley logo at the bottom of the shield.These shields stay put at higher speeds.", excellent, harley davidson,,,,,,,,,
30677,150.0,cleveland,https://cleveland.craigslist.org/bop/d/rootstown-swagman-straddler-frame-for/7458256580.html,2022-04-05 21:31,Swagman straddler frame for bike rack,,,,,0,"Swagman straddler frame to hold bike rack 100lb capacity 1 or 2 bikes, to mount on A-frame on front of trailer",,,,,,,,,,,
