,Price,Location,URL,Date,Title,condition,make / manufacturer,num image,text,bicycle frame material,bicycle type,brake type,frame size,model name / number,suspension,wheel size,size / dimensions,electric assist,paint color,year manufactured,handlebar type
2514,3900.0,littlerock,https://littlerock.craigslist.org/mcd/d/conway-2006-kawasaki-concours/7468126394.html,2022-04-07 09:36,2006 KAWASAKI CONCOURS,,,12,This is a 2006 Kawasaki Concours with 31k miles and it is in excellent condition!  Very clean serviced and ready to go! Priced to sell!!! $3900.00   For more info call Greg at 501-730-4935 or the shop at 501-327-2459.  WE HAVE PLENTY OF OTHER BIKES AVAILABLE!!! PLEASE CHECK OUT OUR WEBSITE FOR MORE OF OUR INVENTORY PICKLESGAPCYCLESHACK.COM,,,,,,,,,,,,
2515,6900.0,littlerock,https://littlerock.craigslist.org/mcd/d/conway-1997-harley-davidson-fxst/7468097905.html,2022-04-07 08:33,1997 HARLEY DAVIDSON FXST,,,19,"This is probably one of the nicest 1997 Harley Davidson FXST motorcycles out there. This bike only has 11K miles and it shows. This is a EVO with a 5 speed transmission and it is serviced and ready to go. The bike has new tires and has the Vance and Hines exhaust. These are getting harder to find in this condition and you can set yourself apart from the rest of the bikes because this one is a classic. If you have any questions feel free to call me at 501-730-4935 or 501-327-2459.  NO EMAILS, WE DO NOT ANSWER ANY EMAILS  WE HAVE PLENTY OF OTHER BIKES AVAILABLE!!! PLEASE CHECK OUT OUR WEBSITE FOR MORE OF OUR INVENTORY PICKLESGAPCYCLESHACK.COM",,,,,,,,,,,,
2516,6900.0,littlerock,https://littlerock.craigslist.org/mcd/d/conway-2003-honda-gl1800-goldwing/7467905882.html,2022-04-06 16:28,2003 HONDA GL1800 GOLDWING,,,14,"This is a 2003 Honda GL1800 Goldwing with 92K miles and it is very good condition. These are the most reliable touring bikes out there and will go hundreds of thousands of miles without any major problems. This bike is reay to go and priced to sell at $6900.00. Any questions feel free to call me at 501-730-4935 or 501-327-2459.  NO EMAILS, WE DO NOT ANSWER ANY EMAILS  WE HAVE PLENTY OF OTHER BIKES AVAILABLE!!! PLEASE CHECK OUT OUR WEBSITE FOR MORE OF OUR INVENTORY PICKLESGAPCYCLESHACK.COM",,,,,,,,,,,,
2517,6900.0,littlerock,https://littlerock.craigslist.org/mcd/d/conway-2010-yamaha-royal-star-venture/7467880882.html,2022-04-06 15:34,2010 YAMAHA ROYAL STAR VENTURE S,,,12,"This is a 2010 Yamaha Royal Star Venture S 1300 touring bike with 25K miles. This bike is one of the best highway bikes out and very comfortable for the long trips. Ready to go and priced to sell at $6900.00 Any questions feel free to call me at 501-730-4935 or 501-327-2459.  NO EMAILS, WE DO NOT ANSWER ANY EMAILS  WE HAVE PLENTY OF OTHER BIKES AVAILABLE!!! PLEASE CHECK OUT OUR WEBSITE FOR MORE OF OUR INVENTORY PICKLESGAPCYCLESHACK.COM",,,,,,,,,,,,
2518,6150.0,littlerock,https://littlerock.craigslist.org/mcy/d/hot-springs-national-park-honda-700-ctx/7467616064.html,2022-04-06 05:30,Honda 700 CTX-DCT,,,7,"Honda 700 CTX-DCT ""Duel Clutch Transmation."" Bike is in excellent condition, has less than 6000 miles. All maintenance has been done and kept up with. I am second owner, bike only had 2700 miles on it when I bought it last spring. Bike trans has 3 riding modes, drive, sport and manual paddle shift. Very convenient for all types of ridding. Shifts very smooth. I am selling bike due to health reasons. Bike has a GIVI tall windscreen, ""stock shorty"" included. Bike has a GIVI 52-liter rear trunk that can be removed with key to take in hotel, Honda hard lockable saddle bags, crash bars with tip over sliders to protect faring and tank. Bike comes with 2 fairly new helmets "" large and a small"" with built in blue tooth coms that can also blue tooth to your phone for whatever you need, music can be interrupted when receiving phone calls. USB power supply and phone holder. Bike also comes with battery tender and bike cover. Now the important stuff. NO TEST RIDES unless you have cash in hand! Also, please don't contact me saying ""you are asking over book value"" NADA, Kelly blue book, and J.D. Powel are way under what these bikes are actually selling for! My friend and neighbor rode mine and wanted one. He searched for 8 months doing searching every dealer and private seller within 300 miles and could not get one. Every time he found one it sold before he could send in a deposit, and all were well over book value. He finally got a 2014 with 34,000 miles for $6850 and we had to do some work to it. Do some searching before contacting me. If you can find one this nice with only 6,000 miles on it for book value, BUY it. Might consider trades as I am looking for a full-size camper van or maybe a conversion van. Possibly a Unimog or just something unique like an ultra-lite plane or motor sail.  Please text only as I don't answer un-known calls. 5zero1627-3zero25. Thanks for your time. Damon Scammer's, be advised I turn in all text communication to Craigs List and all proper authorities, so don't waste my time!",,,,,,,,,,,,
2519,16900.0,littlerock,https://littlerock.craigslist.org/mcd/d/conway-2017-indian-chieftain/7467471501.html,2022-04-05 16:44,2017 INDIAN CHIEFTAIN,,,17,"This is a 2017 Indian Chieftain with 37K miles. This bike has Navigation, Polk Audio Sound, Cruise Control along with Freedom Exhaust and it sounds great. The bike is in excellent condition and is ready to go. The bike is priced to sell at $16900.00. Any questions call me at 501-730-4935 or 501-327-2459.  NO EMAILS, WE DO NOT ANSWER ANY EMAILS    WE HAVE PLENTY OF OTHER BIKES AVAILABLE!!! PLEASE CHECK OUT OUR WEBSITE FOR MORE OF OUR INVENTORY PICKLESGAPCYCLESHACK.COM",,,,,,,,,,,,
2520,3900.0,littlerock,https://littlerock.craigslist.org/mcd/d/conway-2009-kawasaki-vn900-vulcan/7467455847.html,2022-04-05 16:08,2009 KAWASAKI VN900 VULCAN,,,11,"2009 Kawasaki VN900 with 21k miles!    Highway Bar Saddlebags Cobra Exhaust Sissy Bar Passenger Floorboards   CASH ONLY!!! Here at Pickles Gap Cycle Shack we have some of the LOWEST prices around! All of our inventory goes through our service center before it gets put on the show room floor! We are a Family Owned dealership with dependable motorcycles and clean titles!!! Come down to Pickles Gap Cycle Shack and get riding!!! Located in Conway, approximately 30 miles North of Little Rock, AR. For more info or to make an Offer, please call Greg at 501-730-4935 or call us at the shop 501-327-2459    Link to hear it run>>>>>>https://youtu.be/8fI7FREXe9U   WE HAVE PLENTY OF OTHER BIKES AVAILABLE!!! PLEASE CHECK OUT OUR WEBSITE FOR MORE OF OUR INVENTORY PICKLESGAPCYCLESHACK.COM   Pickles Gap Cycle Shack 286 Hwy 65 N, Conway, AR 72032",,,,,,,,,,,,
2521,5599.0,littlerock,https://littlerock.craigslist.org/mcd/d/jonesboro-2022-kawasaki-ninja-400-abs/7467351851.html,2022-04-05 12:47,2022 Kawasaki Ninja 400 ABS Metallic Carbon Gray/Metallic Flat,,,17,"Jonesboro CycleAsk for: Ben Kesling☎ (870) 935-28872800 Fair Park Blvd Jonesboro, AR 72401Enter this link to see more images plus all other inventory we have available: http://lyv.cc/DZJJ72022 Kawasaki Ninja 400 ABS Metallic Carbon Gray/Metallic FlatPrice: $5,599.00Basic Information:Year: 2022Make: KawasakiModel: Ninja 400 ABS Metallic Carbon Gray/Metallic FlatCondition: NewType: StandardTitle: ClearChassis & Suspension:Rear Suspension Type: Twin Sided Swing ArmComfort:Digital InstrumentationTrip ComputerTrip OdometerDrivetrain:Number Of Speeds: 6Transmission: ManualEngine:Carburetion Type: Fuel InjectedCooling System: LiquidEngine Size (cc): 0Engine Stroke: 4-StrokeFuel InjectorStarter: ElectricValves Per Cylinder: 4Other Information:Exterior CoversExterior GuardsFront FenderHand GripsLockable StorageStandStand Type: KickSafety:Fuel Level WarningRearview MirrorsTemperature WarningSpecifications:Body Material: PlasticWheels Composition: AluminumSpeedometerTachometerDescription:**Price listed is based if financed through our lending partners; Call for cash price! **CALL OUR SALES DEPARTMENT - 870-935-2887 Text: 870-565-9947FAX: 870-935-2889 PRICE DOES NOT INCLUDE FEES  2022 Kawasaki Ninja® 400 ABS Metallic Carbon Gray/Metallic Flat Spark BlackEVERYDAY EPIC SPORT RIDINGThe Ninja® 400 sportbike offers the largest displacement in category at 399cc with the sophistication of twin-cylinder power. Approachable power, superb ergonomics and class-leading performance offer a smooth, manageable ride that's ideal for new riders while also alluring experienced riders. A low seat height and aggressive styling with LED headlights make the Ninja 400 the ideal choice for riders looking to enter the sport-riding scene. Features may include:POWERNEXT-LEVEL POWERThe Ninja® 400 motorcycle engine delivers the perfect balance of high-performance thrills and easy-to-use power.HANDLINGNIMBLE & AGILEThe Ninja® 400 motorcycle’s chassis dimensions were designed to deliver confident handling with a modern sporty feel at all speeds.ERGONOMICSDESIGNED FOR COMFORTA sporty yet relaxed riding position accommodates a wide variety of riders and riding situations.STYLINGSHARP & MODERNAggressive Ninja® styling boasts high-class modern design with superb fit and finish inspired by the larger displacement Ninja supersport bikes.ADDITIONAL VEHICLEUni-Trak® rear suspension310mm semi-floating petal front disc brakeTwin LED headlightsHigh-grade multifunction dash instrumentationJonesboro Cycle2800 Fair Park BlvdJonesboro, AR 72401Ask for: Ben KeslingPrimary Phone: (870) 935-2887A27FBAFAEA464DBBB650D168074EE06C 32325287 10381398",,,,,,,,,,,,
2522,5799.0,littlerock,https://littlerock.craigslist.org/mcd/d/jonesboro-2022-kawasaki-ninja-400-abs/7467350145.html,2022-04-05 12:44,2022 Kawasaki Ninja 400 ABS KRT Edition Parallel Twin 399 cc,,,17,"Jonesboro CycleAsk for: Ben Kesling☎ (870) 935-28872800 Fair Park Blvd Jonesboro, AR 72401Enter this link to see more images plus all other inventory we have available: http://lyv.cc/VGSX62022 Kawasaki Ninja® 400 ABS KRT Edition Parallel Twin 399 ccPrice: $5,799.00Basic Information:Year: 2022Make: KawasakiModel: Ninja 400 KRT EditionCondition: NewType: StandardTitle: ClearAccessories:SpoilerBrakes:Front Brake: Hydraulic DiscFront Brake Diameter (in): 12.2Front Brake Diameter (mm): 310Rear Brake: Hydraulic DiscRear Brake Diameter (in): 8.7Rear Brake Diameter (mm): 220Chassis & Suspension:Frame: SteelFront Suspension Size (in): 1.6Front Suspension Size (mm): 41Front Suspension Type: Telescopic ForkFront Travel (in): 4.7Front Travel (mm): 119.4Number Rear Shock Absorbers: 1Rear Adjustable Shock / Spring Pre-LoadRear Suspension Brand Name: UNI-TRAKRear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 5.1Rear Travel (mm): 129.5Comfort:Digital InstrumentationTrip ComputerTrip OdometerDrivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): ChainTransmission: ManualEngine:Bore (in): 2.76Bore (mm): 70Carburetion Type: Fuel InjectedCompression Ratio: 11.5Cooling System: LiquidCylinders: 2Engine Size (cc): 399Engine Size (ci): 24.3Engine Stroke: 4-StrokeEngine Type: Parallel TwinFuel Capacity (gal): 3.7Fuel InjectorFuel Injector Size (mm): 32Fuel Requirements: RegularHorsepower: 49Horsepower (kW): 36Horsepower RPM: 10000Starter: ElectricStroke (in): 2.04Stroke (mm): 51.8Torque (Ft Lbs): 28Torque (Nm): 38Torque RPM: 8000Valve Configuration: DOHCValves: 8Valves Per Cylinder: 4Other Information:Chain GuardExterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver and PassengerFork GuardsFront FenderHand GripsLockable StorageLower FairingRear FenderStandStand Type: KickUpper FairingWindshieldWindshield MountsSafety:Headlight Type: LEDFuel Level WarningRearview MirrorsTemperature WarningTemperature Warning Type: GaugeSpecifications:Body Material: PlasticFront Tire (Full Spec): Dunlop Sportmax GPR-300Front Tire (Inches): 17Front Tire Aspect Ratio: 70Front Tire Speed Rating: HFront Tire Width: 110Front Wheel Width (in): 3Fuel Capacity (liters): 14Ground Clearance (in): 5.5Ground Clearance (mm): 139.7Height (inches): 44Height (mm): 1120.1Length (inches): 78Length (mm): 1988.8Rear Tire (Full Spec): Dunlop Sportmax GPR-300Rear Tire (Inches): 17Rear Tire Aspect Ratio: 70Rear Tire Speed Rating: HRear Tire Width: 150Rear Wheel Width (in): 4Seat Height (inches): 30Tube / Tubeless: TubelessWheelbase (in): 53.9Wheelbase (mm): 1369.1Wheels Composition: AluminumWidth (inches): 28Width (mm): 711.2SpeedometerTachometerDescription:**Price listed is based if financed through our lending partners; Call for cash price! **CALL OUR SALES DEPARTMENT - 870-935-2887 Text: 870-565-9947FAX: 870-935-2889 PRICE DOES NOT INCLUDE FEES  2022 Kawasaki Ninja® 400 KRT EditionEVERYDAY EPIC SPORT RIDINGThe Ninja® 400 sportbike offers the largest displacement in category at 399cc with the sophistication of twin-cylinder power. Approachable power, superb ergonomics and class-leading performance offer a smooth, manageable ride that's ideal for new riders while also alluring experienced riders. A low seat height and aggressive styling with LED headlights make the Ninja 400 the ideal choice for riders looking to enter the sport-riding scene. Features may include:POWERNEXT-LEVEL POWERThe Ninja® 400 motorcycle engine delivers the perfect balance of high-performance thrills and easy-to-use power.HANDLINGNIMBLE & AGILEThe Ninja® 400 motorcycle’s chassis dimensions were designed to deliver confident handling with a modern sporty feel at all speeds.ERGONOMICSDESIGNED FOR COMFORTA sporty yet relaxed riding position accommodates a wide variety of riders and riding situations.STYLINGSHARP & MODERNAggressive Ninja® styling boasts high-class modern design with superb fit and finish inspired by the larger displacement Ninja supersport bikes.ADDITIONAL VEHICLEUni-Trak® rear suspension310mm semi-floating petal front disc brakeTwin LED headlightsHigh-grade multifunction dash instrumentationKawasaki Racing Team inspired color and graphicsJonesboro Cycle2800 Fair Park BlvdJonesboro, AR 72401Ask for: Ben KeslingPrimary Phone: (870) 935-2887A27FBAFAEA464DBBB650D168074EE06C 32325289 10381395",,,,,,,,,,,,
2523,5199.0,littlerock,https://littlerock.craigslist.org/mcd/d/jonesboro-2022-kawasaki-ninja-400/7467348539.html,2022-04-05 12:41,2022 Kawasaki Ninja 400 Metallic Carbon GrayMetallic Flat Spar Paralle,,,0,"Jonesboro CycleAsk for: Ben Kesling☎ (870) 935-28872800 Fair Park Blvd Jonesboro, AR 72401Enter this link to see more images plus all other inventory we have available: http://lyv.cc/T6AUC2022 Kawasaki Ninja 400 Metallic Carbon GrayMetallic Flat Spar Parallel Twin 399 ccPrice: $5,199.00Basic Information:Year: 2022Make: KawasakiModel: Ninja 400Trim: Metallic Carbon GrayMetallic Flat SparCondition: NewType: StandardTitle: ClearAccessories:SpoilerBrakes:Front Brake: Hydraulic DiscFront Brake Diameter (in): 12.2Front Brake Diameter (mm): 310Rear Brake: Hydraulic DiscRear Brake Diameter (in): 8.7Rear Brake Diameter (mm): 220Chassis & Suspension:Frame: SteelFront Suspension Size (in): 1.6Front Suspension Size (mm): 41Front Suspension Type: Telescopic ForkFront Travel (in): 4.7Front Travel (mm): 119.4Number Rear Shock Absorbers: 1Rear Adjustable Shock / Spring Pre-LoadRear Suspension Brand Name: UNI-TRAKRear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 5.1Rear Travel (mm): 129.5Comfort:Digital InstrumentationTrip ComputerTrip OdometerDrivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): ChainTransmission: ManualEngine:Bore (in): 2.76Bore (mm): 70Carburetion Type: Fuel InjectedCompression Ratio: 11.5Cooling System: LiquidCylinders: 2Engine Size (cc): 399Engine Size (ci): 24.3Engine Stroke: 4-StrokeEngine Type: Parallel TwinFuel Capacity (gal): 3.7Fuel InjectorFuel Injector Size (mm): 32Fuel Requirements: RegularHorsepower: 49Horsepower (kW): 36Horsepower RPM: 10000Starter: ElectricStroke (in): 2.04Stroke (mm): 51.8Torque (Ft Lbs): 28Torque (Nm): 38Torque RPM: 8000Valve Configuration: DOHCValves: 8Valves Per Cylinder: 4Other Information:Chain GuardExterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver and PassengerFork GuardsFront FenderHand GripsLockable StorageLower FairingRear FenderStandStand Type: KickUpper FairingWindshieldWindshield MountsSafety:Headlight Type: LEDFuel Level WarningRearview MirrorsTemperature WarningTemperature Warning Type: GaugeSpecifications:Body Material: PlasticFront Tire (Full Spec): Dunlop Sportmax GPR-300Front Tire (Inches): 17Front Tire Aspect Ratio: 70Front Tire Speed Rating: HFront Tire Width: 110Front Wheel Width (in): 3Fuel Capacity (liters): 14Ground Clearance (in): 5.5Ground Clearance (mm): 139.7Height (inches): 44Height (mm): 1120.1Length (inches): 78Length (mm): 1988.8Rear Tire (Full Spec): Dunlop Sportmax GPR-300Rear Tire (Inches): 17Rear Tire Aspect Ratio: 70Rear Tire Speed Rating: HRear Tire Width: 150Rear Wheel Width (in): 4Seat Height (inches): 30Tube / Tubeless: TubelessWet Weight (kg): 164.3Wet Weight (lbs): 362.2Wheelbase (in): 53.9Wheelbase (mm): 1369.1Wheels Composition: AluminumWidth (inches): 28Width (mm): 711.2SpeedometerTachometerDescription:**Price listed is based if financed through our lending partners; Call for cash price! **CALL OUR SALES DEPARTMENT - 870-935-2887 Text: 870-565-9947FAX: 870-935-2889 PRICE DOES NOT INCLUDE FEES  2022 Kawasaki Ninja® 400 Metallic Carbon Gray/Metallic Flat Spark BlackEVERYDAY EPIC SPORT RIDINGThe Ninja® 400 sportbike offers the largest displacement in category at 399cc with the sophistication of twin-cylinder power. Approachable power, superb ergonomics and class-leading performance offer a smooth, manageable ride that's ideal for new riders while also alluring experienced riders. A low seat height and aggressive styling with LED headlights make the Ninja 400 the ideal choice for riders looking to enter the sport-riding scene. Features may include:POWERNEXT-LEVEL POWERThe Ninja® 400 motorcycle engine delivers the perfect balance of high-performance thrills and easy-to-use power.HANDLINGNIMBLE & AGILEThe Ninja® 400 motorcycle’s chassis dimensions were designed to deliver confident handling with a modern sporty feel at all speeds.ERGONOMICSDESIGNED FOR COMFORTA sporty yet relaxed riding position accommodates a wide variety of riders and riding situations.STYLINGSHARP & MODERNAggressive Ninja® styling boasts high-class modern design with superb fit and finish inspired by the larger displacement Ninja supersport bikes.ADDITIONAL VEHICLEUni-Trak® rear suspension310mm semi-floating petal front disc brakeTwin LED headlightsHigh-grade multifunction dash instrumentationJonesboro Cycle2800 Fair Park BlvdJonesboro, AR 72401Ask for: Ben KeslingPrimary Phone: (870) 935-2887A27FBAFAEA464DBBB650D168074EE06C 32325291 10381391",,,,,,,,,,,,
2524,5399.0,littlerock,https://littlerock.craigslist.org/mcd/d/jonesboro-2022-kawasaki-ninja-400/7467335712.html,2022-04-05 12:17,2022 Kawasaki Ninja 400 Metallic Matte BlueMetallic Graphite G Paralle,,,14,"Jonesboro CycleAsk for: Ben Kesling☎ (870) 935-28872800 Fair Park Blvd Jonesboro, AR 72401Enter this link to see more images plus all other inventory we have available: http://lyv.cc/K5U5Z2022 Kawasaki Ninja 400 Metallic Matte BlueMetallic Graphite G Parallel Twin 399 ccPrice: $5,399.00Basic Information:Year: 2022Make: KawasakiModel: Ninja 400Trim: Metallic Matte BlueMetallic Graphite GCondition: NewType: StandardTitle: CleanAccessories:SpoilerBrakes:Front Brake: Hydraulic DiscFront Brake Diameter (in): 12.2Front Brake Diameter (mm): 310Rear Brake: Hydraulic DiscRear Brake Diameter (in): 8.7Rear Brake Diameter (mm): 220Chassis & Suspension:Frame: SteelFront Suspension Size (in): 1.6Front Suspension Size (mm): 41Front Suspension Type: Telescopic ForkFront Travel (in): 4.7Front Travel (mm): 119.4Number Rear Shock Absorbers: 1Rear Adjustable Shock / Spring Pre-LoadRear Suspension Brand Name: UNI-TRAKRear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 5.1Rear Travel (mm): 129.5Comfort:Digital InstrumentationTrip ComputerTrip OdometerDrivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): ChainTransmission: ManualEngine:Bore (in): 2.76Bore (mm): 70Carburetion Type: Fuel InjectedCompression Ratio: 11.5Cooling System: LiquidCylinders: 2Engine Size (cc): 399Engine Size (ci): 24.3Engine Stroke: 4-StrokeEngine Type: Parallel TwinFuel Capacity (gal): 3.7Fuel InjectorFuel Injector Size (mm): 32Fuel Requirements: RegularHorsepower: 49Horsepower (kW): 36Horsepower RPM: 10000Starter: ElectricStroke (in): 2.04Stroke (mm): 51.8Torque (Ft Lbs): 28Torque (Nm): 38Torque RPM: 8000Valve Configuration: DOHCValves: 8Valves Per Cylinder: 4Other Information:Chain GuardExterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver and PassengerFork GuardsFront FenderHand GripsLockable StorageLower FairingRear FenderStandStand Type: KickUpper FairingWindshieldWindshield MountsSafety:Headlight Type: LEDFuel Level WarningRearview MirrorsTemperature WarningTemperature Warning Type: GaugeSpecifications:Body Material: PlasticFront Tire (Full Spec): Dunlop Sportmax GPR-300Front Tire (Inches): 17Front Tire Aspect Ratio: 70Front Tire Speed Rating: HFront Tire Width: 110Front Wheel Width (in): 3Fuel Capacity (liters): 14Ground Clearance (in): 5.5Ground Clearance (mm): 139.7Height (inches): 44Height (mm): 1120.1Length (inches): 78Length (mm): 1988.8Rear Tire (Full Spec): Dunlop Sportmax GPR-300Rear Tire (Inches): 17Rear Tire Aspect Ratio: 70Rear Tire Speed Rating: HRear Tire Width: 150Rear Wheel Width (in): 4Seat Height (inches): 30Tube / Tubeless: TubelessWet Weight (kg): 164.3Wet Weight (lbs): 362.2Wheelbase (in): 53.9Wheelbase (mm): 1369.1Wheels Composition: AluminumWidth (inches): 28Width (mm): 711.2SpeedometerTachometerDescription:2022 Kawasaki Ninja® 400 Metallic Matte Blue/Metallic Graphite GrayEVERYDAY EPIC SPORT RIDINGThe Ninja® 400 sportbike offers the largest displacement in category at 399cc with the sophistication of twin-cylinder power. Approachable power, superb ergonomics and class-leading performance offer a smooth, manageable ride that's ideal for new riders while also alluring experienced riders. A low seat height and aggressive styling with LED headlights make the Ninja 400 the ideal choice for riders looking to enter the sport-riding scene. Features may include:POWERNEXT-LEVEL POWERThe Ninja® 400 motorcycle engine delivers the perfect balance of high-performance thrills and easy-to-use power.HANDLINGNIMBLE & AGILEThe Ninja® 400 motorcycle’s chassis dimensions were designed to deliver confident handling with a modern sporty feel at all speeds.ERGONOMICSDESIGNED FOR COMFORTA sporty yet relaxed riding position accommodates a wide variety of riders and riding situations.STYLINGSHARP & MODERNAggressive Ninja® styling boasts high-class modern design with superb fit and finish inspired by the larger displacement Ninja supersport bikes.ADDITIONAL VEHICLEUni-Trak® rear suspension310mm semi-floating petal front disc brakeTwin LED headlightsHigh-grade multifunction dash instrumentationJonesboro Cycle2800 Fair Park BlvdJonesboro, AR 72401Ask for: Ben KeslingPrimary Phone: (870) 935-2887A27FBAFAEA464DBBB650D168074EE06C 33256349 10381364",,,,,,,,,,,,
2525,23990.0,littlerock,https://littlerock.craigslist.org/snd/d/searcy-2019-honda-talon-1000r-999-cc/7467323501.html,2022-04-05 11:56,2019 Honda Talon 1000R 999 cc,,,6,"Sunrise Pre-Owned MotorsportsAsk for: Pre-Owned Sales☎ (501) 305-29003201 East Park Plaza Searcy, AR 72143Enter this link to see more images plus all other inventory we have available: http://lyv.cc/6R54H2019 Honda Talon 1000R 999 ccPrice: $23,990.00Basic Information:Year: 2019Make: HondaModel: TalonTrim: 1000RStock Number: 5k4001035Condition: UsedType: Sport UtilityMileage: 581Primary Color: RedChassis / Suspension:Frame: SteelFront Suspension Brand Name: Fox PodiumFront Travel (in): 17.7Front Travel (mm): 449.6Number Rear Shock Absorbers: 2Rear Adjustable Shock / Spring Pre-LoadRear Stabilizer BarRear Suspension Brand Name: Fox PodiumRear Suspension Material: SteelRear Travel (in): 20.1Rear Travel (mm): 510.5Steering Control: Steering WheelSteering Type: PowerSuspension - Front: Independent Double WishboneSuspension - Rear: IndependentComfort:ClockDigital InstrumentationHour MeterSeat Material: VinylSeat Type: BucketDrivetrain:Transmission Type: Manual / Automatic ClutchEngine Braking SystemDifferential LockDifferential Lock Location: Front / RearDriveline Type: Selectable 4X2 / 4X4Number Of Driveline Modes: 2Hi / Low RangeNumber Of Speeds: 6Primary Drive (Front Wheel): ShaftPrimary Drive (Rear Wheel): ShaftReverseEngine:Bore (in): 3.62Bore (mm): 92Carburetion Type: Fuel InjectedCompression Ratio: 10Cylinders: 2Displacement (ci): 60.9Engine Cooling: LiquidEngine Size (cc): 999Engine Stroke: 4-StrokeFuel Capacity (gal): 7.3Fuel Capacity Reserve (gal): 1.1Fuel Capacity Reserve (l): 4.2Fuel InjectorFuel Injector Size (mm): 46Fuel Requirements: RegularStarter Type: ElectricStroke (in): 2.96Stroke (mm): 75.1Valve Configuration: OHVValves: 8Valves Per Cylinder: 4Other Information:Cab / Bed DividerCab CageCab CanopyCab Canopy Material: HardCab DoorsCab Doors Material: HardCab RollbarCargo Bed Integral Tie-Down HooksFront Fender FlairsPower OutletCV Boot CoverBrush GuardRadiator GuardSafety:Brakes - Front: Dual Hydraulic DiscBrakes - Rear: Dual Hydraulic DiscFront Brake Diameter (in): 9.8Front Brake Diameter (mm): 250Rear Brake Diameter (in): 9.8Rear Brake Diameter (mm): 250Seat BeltsHeadlight(s)Specifications:Bash Plate (Front)Bash Plate (Rear)Bed Capacity (kgs.): 135.6Bed Capacity (lbs.): 299Body Material: PlasticCargo Bed TiltFront Tire Diameter (in): 28Front Tire Width: 9Ground Clearance (in): 13Ground Clearance (mm): 330.2Height (Inches): 75Height (mm): 1920.2Length (Inches): 123Length (mm): 3147.1Rear Tire Diameter (in): 28Rear Tire Width: 11Turning Radius (ft): 21.3Wet Weight (kg): 700.8Wet Weight (lbs): 1545Wheelbase (in): 92.7Wheelbase (mm): 2354.6Wheels Composition: SteelWidth (Inches): 68Width (mm): 1737.4Description:2019 Honda® Talon 1000RREADY FOR WIDE-OPEN FUN.East to west, north to south, America’s a big country with a lot of variety. Which is why we’re offering two models of our new Honda Talon—probably the most anticipated side-by-sides ever. Both share the same powerful, Talon-specific high-output engine, quick-shifting Automatic DCT Transmission, exclusive I-4WD technology package and all-new chassis. Rider comfort? Nobody does it like Honda. Performance? We’ve built our reputation on it. The key differences between the two: The Talon 1000R has a longer wheelbase, a wider vehicle track, and more suspension travel. It’s a perfect match for riders who tackle rugged, high-speed terrain. The Talon 1000R is proof positive that life is better, side by side.Features may include:ENGINEPOWERFUL 999cc TWIN-CYLINDER ENGINESport side-by-sides need power, and you’re sure to find the new Talon 1000R offers plenty of it. The Talon 1000R’s 999cc liquid-cooled inline twin delivers the kind of powerful torque and quick-revving horsepower you’d expect from a flagship sport model, but is equally responsive in lower revs and in the critical midrange too. Set longitudinally in the chassis and managed by Honda’s sophisticated PGM-FI engine-mapping system, it delivers the kind of refinement no other side-by-side can match.UNICAM CYLINDER HEAD DESIGNThe Talon 1000R’s 999cc liquid-cooled inline twin uses the same proven Unicam® cylinder head design found in our championship-winning motocross bikes. That helps make the engine more compact, which lets us position it for optimal weight distribution and ground clearance.CHASSISCHASSIS AND SUSPENSIONThe Talon 1000R’s refined, high-performance chassis forms the basis for its superior handling and stability. From there we add long-travel independent front and rear suspension and generous ground clearance. Plus, the Talon 1000R gets premium, FOX Podium 2.5 shocks with QS-3 quick adjustors on all four corners.DRIVETRAINAUTOMATIC SIX-SPEED DCT TRANSMISSIONThe convenience of an automatic with the strength, control, and efficiency of a manual, Honda’s DCT lets you drive the way you want. Choose between manual mode or fully automatic. Plus, the addition of Sport Mode increases the fun, shifting at higher RPMs for a spirited, full-performance driving experience. DCT puts you in control as to what engine speed you want, and what gear ratio. Or you can let it do all the thinking for you. In addition, you also get genuine compression braking and a more efficient power delivery than a belt-driven CVT.Sunrise Pre-Owned Motorsports3201 East Park PlazaSearcy, AR 72143Ask for: Pre-Owned Sales5013052900: (501) 305-2900A27FBAFAEA464DBBB650D168074EE06C 34240346 10380726",,,,,,,,,,,,
