,Price,Location,URL,Date,Title,condition,make / manufacturer,model name / number,num image,text,part type,bicycle frame material,bicycle type,frame size,wheel size,size / dimensions,brake type,electric assist,suspension,handlebar type
25085,250.0,newjersey,https://newjersey.craigslist.org/bik/d/jersey-city-schwinn-bikes/7472220173.html,2022-04-16 18:42,SCHWINN BIKES, good, SHWINN,,4,SO AS IS NO RETURNS NO REFUNDS ITS A SCHWINN VARSITY 10 SPEED FRAME ORGINALY CAME WITH 27X 1-1/4 INCH TIRES NOW HAS 26X1.95 TIRES TIRES TUBES N RIMS R BRAND NEW NOTING FANCY JUST A NICE RIDER 250 PICK UP IN JERSEY CITY NJ 07304,, steel, cruiser, 21 inch, 26 in,, coaster, none, none (rigid), other/unknown
25086,400.0,newjersey,https://newjersey.craigslist.org/bik/d/hasbrouck-heights-se-so-cal-flyer-must/7472146734.html,2022-04-16 15:38,Se So Cal Flyer - must go, like new, Se Bikes, So Cal Flyer,3,Like new Se SoCal Flyer with custom parts - must sell for new bike- don’t miss out!!! No trades please …,, other/unknown, bmx, Wheelbase 39.5, 24 in,,,,,
25087,49.0,newjersey,https://newjersey.craigslist.org/clo/d/randolph-free-boys-bikes-for-parts-with/7469218916.html,2022-04-16 13:55,2 FREE BOYS bikes for parts with $49 purchase of Carolina Hurricanes, excellent, Carolina Hurricanes.,,5,"With your cash purchase of $49.00 for a Carolina Hurricanes Men's shirt size LARGE/XL, you'll get 2 free boy's bikes that can be parted out and resold, or used for parts!  TAKE ONE OR BOTH bicycles!  Up to you.  Pick up fast as free bikes are while supplies last.  Reebok Carolina Hurricanes Storm Flag NHL Jersey Black Alternate - Medium M   Men’s Size Medium LARGE/XL jersey NHL   Purchased this new and only worn ONCE condition.   Bring a vehicle to carry to bicycles.  Thanks.  $49 cash FIRM!  NO smoking, NO odors.",,,,,,,,,,
25088,50.0,newjersey,https://newjersey.craigslist.org/bik/d/parsippany-bmx-kids-20-wheel-base-bikes/7460217364.html,2022-04-16 10:55,"BMX kids 20"" wheel base Bikes. runs great Each cash",,,,7,"for ages 6 to 10 years kids. Call/text only. 9.7.3.two.7.1.4.0.5.3-J.o.e.-Thanks . used bike, Runs great.   as is. First with Cash each 50 FIRM. oiled/lubed. Goes from A to B. No emails No offers.",, aluminum, bmx, dont know, 20 in,,,,,
25089,175.0,newjersey,https://newjersey.craigslist.org/bik/d/wayne-bikes-giant-raleigh/7470538149.html,2022-04-15 20:13,Bikes-Giant-Raleigh,,,,6,"Selling adult bikes, a Giant (black) and a Raleigh (red) $175 each, call or email me",, aluminum, road, medium, 26 in,,,,,
25090,1.0,newjersey,https://newjersey.craigslist.org/wan/d/buying-antiques-collectibles-sports/7471817732.html,2022-04-15 18:37,"BUYING ANTIQUES COLLECTIBLES SPORTS MEMORABILIA ,OLD TOYS & BIKES!!",,,,0,"BUYING ANTIQUES, COLLECTIBLES, SPORTS memorabilia,TOYS OLD BIMX BIKES.   I am buying your OLD COLLECTIBLES AND ANTIQUES. Such as old 1980'S TOYS LIKE: TMNT. GI JOE. THUNDERCATS,HE-MAN, TRANSFORMERS , MASK.  ETC. OPENED AND SEALED . ALL vintage and 1960's-80's.  BMX bicycles from the 1980's ( GT PERFORMERS, MONGOOSE,DYNO). ALSO LOOKING FOR OLD MILITARY ITEMS, FIGURINES SUCH LLADROS,ROYAL DOULTON, HUMMELS AND SPORTS COLLECTIBLES AND AUTOGRAPHED MEMORABILIA AND SPORTS CARDS. DISNEY COLLECTIBLES etc. SERVING ROCKLAND COUNTY AND BERGEN COUNTY.  . If your moving call me I'll come by and check out what you got. Cash paid. Call me for whatever you may have. text me pics, let me know. TEXT ME OR CALL ME. Thanks. Tom.  show contact info   ALWAYS LOOKING TO BUY CALL ME , ILL COME TO YOU",,,,,,,,,,
25091,1.0,newjersey,https://newjersey.craigslist.org/wan/d/buying-old-school-bmx-bikes-gt-haro/7471817579.html,2022-04-15 18:37,BUYING OLD SCHOOL BMX BIKES GT HARO MONGOOSE,,,,0,"I AM LOOKING TO BUY YOUR OLD SCHOOL BMX BIKES . GT'S MONGOOSE, HARO ,REDLINE ETC. CONTACT ME. LET ME KNOW WHAT YOU HAVE . BIKES OUT IN YOUR SHED OR GARAGE AND YOU ARE LOOKING TO GET RID OF THEM, CALL ME ,ALWAYS BUYING. ILL COME TO YOU. THANKS TOM  show contact info",,,,,,,,,,
25092,3200.0,newjersey,https://newjersey.craigslist.org/bik/d/maplewood-almost-new-xs-tt-triathlon/7462162663.html,2022-04-14 14:02,Almost new XS TT triathlon carbon bike,, VOSS bikes,,2,"Full carbon aero frame  from VOSS bikes: https://vossbikes.com/index.html Di2 full electronic 2x11 gear system SRAM Red 39/53 crankset 170 Full carbon 700c regular wheels - not tubeless Custom sponsored colors from athlosports.com This bike finished top20 in 2018 ITU World Champs long distance and 2nd in NJ state champs (sprint) 2019- last time it was used. Everything included: water system, saddle (Cobb) except pedals.  Pls only cash and local transactions.",, carbon fiber, road," XS, 480", 700C,,,,,
25093,500.0,newjersey,https://newjersey.craigslist.org/tls/d/budd-lake-looking-for-quads-and-bikes/7471090174.html,2022-04-14 06:40,LOOKING FOR QUADS AND BIKES THAT HAVE BEEN SITTING,,,,0,looking for motorcycles and atvs that have been sitting or need work NO JUNK PLEASE. will come to you  call or text  show contact info,,,,,,,,,,
25094,1000.0,newjersey,https://newjersey.craigslist.org/bik/d/newark-exercise-bikes/7470897224.html,2022-04-13 16:07,2 exercise bikes!, like new,,,7,Barely used! Pick up only. Price negotiable. Selling because I need to move outta state to pursue my career/passion as an audio engineer 😁,, other/unknown, other, 4 feet, other/unknown,, other/unknown, pedal assist, other/unknown, other/unknown
25095,25.0,newjersey,https://newjersey.craigslist.org/bik/d/pompton-plains-bikes-for-sale/7470464791.html,2022-04-12 16:12,Bikes for Sale,, Multiple,,3,"Various used bicycles for sale. All are in working order, have been stored indoors but may need a little TLC. Good bikes for beginners or something to just play around on!  BIG discounts for multiple purchases!",, aluminum, cruiser, Various, 26 in,,,,,
25096,799.0,newjersey,https://newjersey.craigslist.org/bik/d/roselle-park-sm-btm-full-custom/7469712448.html,2022-04-10 23:42,S&M BTM Full Custom Freecoaster BMX Bike 20.5” frame, like new, S&M Bikes, BTM,7,"This was about $1500 build and used maybe 10 times so like new. Offered for $799.  S&M Frame made in USA of heat treated 4130 chromoly tubing. The best quality strongest bmx frame you can by from the industry leading brand.   Wheels have a freecoaster hub, something not offered on any bike that unless you custom build or add it. Not a cheap upgrade Sealed hubs, sealed animal 3-piece cranks.  Lots of S&M parts: chainwheel, stem, pivotal seat, bars, forks, grips.  This is double the bike for the price of an ok not custom bike with half the features and this bike will sell for what you bought it for if uou want to change bikes later.  Cash in person transactions only. I’m willing to meet with u if not too far as well. I have proof that i am original owner. Bike was built with new parts ordered straight from the S&M factory about 2 years ago.",, steel, bmx, 20.5” top tube, 20 in,,, none, none (rigid), bmx
25097,2950.0,newjersey,https://newjersey.craigslist.org/bik/d/hibernia-priority-embark-cadillac-of/7465712175.html,2022-04-10 07:54,Priority Embark  Cadillac of E-Bikes,, Priority, Embark,0,"I have one excellent condition Priority Embark E-bike. These are the Cadillac of electric bikes. Used the Gates carbon belt system so no need to clean and re-grease a messy chain. Has an internal geared hub so no derailleur to maintain. This is the Enviolo Trekking Group (n380) which provides 380% range of gears. And then there's the Bosch Active Line Plus mid-drive motor powered by a 400W Bosch Powerpack battery. This will allow you to go up to 20mph in pedal assist. To go faster is up to you or gravity down hill. I've gone 30mph downhill. This sold for $4000.  The size is 21"" to fit 5'9” to 6'5"". Comes with the Selle Royale Gel comfort seat and also has the rear rack as an accessory add-on worth $47. Has an upgraded front wheel with an Origin8 hub. Also added a wider knobby front tire to use for bike packing. At the moment I can’t find the front fender. Has about 900 mi. Please leave a name and ph no and I will contact you.  For more info, see the following reviews  https://www.elevationoutdoors.com/blogs/review-priority-embark-e-bike/ https://www.insider.com/best-electric-bikes#the-best-e-bike-overall-1 https://mashable.com/article/priority-embark-best-e-bike-daily-commuters/",, aluminum, hybrid/comfort," 21""", 650B,,,,,
25098,600.0,newjersey,https://newjersey.craigslist.org/bik/d/florham-park-classic-mountain-bikes-s/7469228265.html,2022-04-09 17:23,3-1985 classic mountain bikes F/S,,,,0,,,,,,,,,,,
25099,30.0,newjersey,https://newjersey.craigslist.org/mpo/d/hillsdale-hi-flow-reusable-air-filter/7469144167.html,2022-04-09 14:29,Hi-Flow Reusable Air filter for harley bikes - new, new,,,2,"Hi-Flow air filter For Harley Davidson – brand new  • This filter will provide maximum air flow and peak filtration • Made with four layers of high-flow surgical cotton gauze for superior filtration • 100% washable and reusable • It features durable, epoxy-coated, wire mesh design • Made in the USA.  Never used – purchased for my Softail but I sold the bike before installing it. I believe it will fit any bike with the oval style air cleaner cover. Fits Dyna’s thru 2007, Softails through 2015, and Touring bikes thru 2007; (no sportsters). Complete list available upon request.    $30 cash",,,,,,,,,,
25100,25.0,newjersey,https://newjersey.craigslist.org/bop/d/maryknoll-delta-vertical-bike-rack-x/7469070566.html,2022-04-09 12:16,"Delta vertical bike rack, 2 x bikes capacity, like new", like new, Delta,,0,"Delta vertical bike rack, 2 x bikes capacity, like new. Light but sturdy, can be easily dismantled for transport.",,,,,,,,,,
25101,375.0,newjersey,https://newjersey.craigslist.org/for/d/hopatcong-bike-rack-for-bikes/7468422841.html,2022-04-07 21:05,Bike Rack for E-Bikes,,,,10,"Bicycle Rack for E-Bikes , Peruzzo Pure Instinct Platform Trunk mount E- Bike rack. I imported the rack from Italy on August 2, 2021..  because I can not put a hitch on my Civic, used twice... ( according to our hitch installer, who said the weight of the two e-bikes would push the limit)  Can not purchase the rack from a  USA company.. Sits too high on my 2011 Honda civic to be convient for me to lift the bikes to load.. This is not a normal  regular platform rack, it is a Heavy Duty rack, total carring weight is 45 kg (99 pounds total for two e-bikes) For many types of vehicles..  https://www.peruzzosrl.com/en-gb/bike-carriers/rear-bike-carrier/rear-bike-carrier-pure-instinct-2-bikes. Paid $500. to import.. Comes with extra long heavy duty grab arm , and two extra bike platfrom extenders for longer e-bikes...",,,,,,,,,,
25102,2295.0,newjersey,https://newjersey.craigslist.org/sgd/d/electric-the-mid-drive-ebike-that/7468147474.html,2022-04-07 11:17,ELECTRIC! The Mid-drive eBike that Shreds! CyberBike eMountain Bikes!, new, Cyberbike,,15,"Introducing the New 2022 Cyberbike Electric Mountain Bikes   Riders agree: Nothing comes close to Cyberbike's combination of performance, value, style, and quality.  See the Cyberbike Mullet Pro in action HERE! (and here, by popular demand, is last year's intro featuring Division 1 Collegiate Mountain Racer Corey Jackson on the first edition Cyberbike) Order online for fast delivery at www.Cyberbike.com All 2022 Cyberbikes are in stock and ready to shred, Order yours before they're sold out!  More mid-drive power than ever Awesome new color graphic display Easier to ride, lower standover frame, the lowest of any mid-drive eMTB New, structurally superior, mountain ready rear suspension linkage The best brakes in the business, even Quad-piston brakes on some models! Massive brake rotors up to 220mm 34mm gold tube forks on some models up to 140mm travel Wider range of models  A proper e-Mountain bike needs to be mid-drive and have full suspension, it's as simple as that. Until now, if you wanted an electric mountain bike to tackle rugged trails, your choices have been heavy, low-quality, fat tire, hub-motor beach bikes, or legacy brands charging $4000 or more for low-power eBikes without full suspension.   Whether your knees are tired or you just want to shred, there is simply no better choice for performance and value than Cyberbike. An American company with great customer support: Cyberbike, USA. The mountains are calling. Will you answer?  Cyberbike eBikes come all with the quietest and most powerful motor in its class, with a long range (65 miles and more) battery, and powerful e-spec hydraulic disk brakes that will be there when you need them. A lightweight package with 500 watts of power, top-of-the-line battery range, and quality components, all for the price of an inexpensive yet stellar bike! You'll get so much more than other eBikes with the CyberBike, it's the real e-MTB experience for the adventurous rider. Performance, specs, and quality components throughout, and the best warranty in the industry, from an American company with experienced American mechanics on call for all your tech support needs.  54 volt/500 watt climbing power with 13Amp hour Li-Ion battery and only 52 lbs means you'll get power and tons of battery range. Now with available throttle! Now from only $2495 Note: Owning and riding comes with risks. Wear proper protection, properly maintain and check your bike, and ride within your limits. By purchasing our products you agree to take full responsibility for the ownership of your bike, including the above and all other reasonable precautions for yourself or anyone you allow to ride your bike.",,,,,,,,,,
25103,65.0,newjersey,https://newjersey.craigslist.org/bik/d/moonachie-mountain-bikes-murray-magna/7466734532.html,2022-04-04 07:22,Mountain bikes Murray Magna 26in, good,,,4,Man woman Murray EagleRiver 26” new seats 12 speeds 19 in frames Magna 26” Excitor 21 speed dual suspension 18” frame. All in good working riding condition $65 each,, steel, mountain, 19, 26 in,, cantilever,, suspension fork (hardtail), flat
25104,40.0,newjersey,https://newjersey.craigslist.org/bik/d/bernardsville-two-kids-balance-bikes/7466587271.html,2022-04-03 17:25,two kids balance bikes, excellent,,,0,Two kids balance bikes.,, other/unknown, other, small, 10 in,, none, none, none (rigid), other/unknown
25105,340.0,newjersey,https://newjersey.craigslist.org/bik/d/saddle-brook-gt-bike-performer-bygt/7466468753.html,2022-04-03 12:59,GT BIKE PERFORMER BY:GT BIKES, like new, GT, Performer,0,"GT BIKE PERFORMER. BY:GT BIKES.        NEON YELLOW - LIKE ""NEW""",, alloy, bmx," 20""", 20 in,,,,,
25106,40.0,newjersey,https://newjersey.craigslist.org/bik/d/township-of-washington-kids-bikes/7453570669.html,2022-03-31 07:17,Kids bikes,, Kent,,4,2 kids bikes as seen here.  Both for $40 cash only.  Girls is a 16” bike and boys is 12”,, steel, kids, Small, 16 in,,,,,
25107,40.0,newjersey,https://newjersey.craigslist.org/bik/d/livingston-boys-bikes/7465055836.html,2022-03-30 21:15,Boy's bikes (2), excellent,,,4,Two boy's bikes for sale. In great conditions as they are hardly used. Suitable for average kids around age 3-8. Asking $40 each o.b.o.,, other/unknown, kids, Small, 14 in,, caliper, none, suspension fork (hardtail), bmx
25108,200.0,newjersey,https://newjersey.craigslist.org/spo/d/mahwah-exercise-bikes/7464732989.html,2022-03-30 09:04,3 Exercise Bikes, good, Lifefitness,,0,3 exercise bikes for sale (as is): 2 are Lifefitness Recumbent bikes and 1 is a spin bike- needs pedals. All were in working order when they were put into storage in 2020. First $200 takes them all.,,,,,,,,,,
25109,15.0,newjersey,https://newjersey.craigslist.org/bik/d/moonachie-bikes-150-kids-adults-many/7464015491.html,2022-03-28 13:29,bikes 150 kids adults many sizes, good, all, all,0,"road   kids  mountain  115 kids bikes 35 adult bikes i am only looking for bulk buyer to get them for 15 each you must buy all of them cash and able to take them all away  all in working fixed condition good to excellent condition you will double your money and triple most bikes are worth $40  easy  or more , if your a flea market dealer  over seas seller  this is the deal for you dont call me and offer less if i dont sell them  i will sell them  april for a lot more one by one",, steel, kids," 20""", 20 in,, caliper, other, frame and fork (full suspension), cruiser
25110,45.0,newjersey,https://newjersey.craigslist.org/bik/d/moonachie-kids-bikes-lot2-20-in-16-in/7463615465.html,2022-03-27 13:31,Kid’s bikes lot#2 20 in 16 in,,,,0,,,,,,,,,,,
25111,45.0,newjersey,https://newjersey.craigslist.org/bik/d/moonachie-kids-bikes/7463584473.html,2022-03-27 12:21,20” 18 16 kids bikes, good,,,8,ALL IN GOOD WORKING RIDING CONDITION $45 EACH. 6 speed purple Diamondback. 5 speed Pacific windstorm reddish  color. 18” Avigo green in color. 20” Huffy beach cruiser. 20” Little mismatch. 16” mongoose orange. 20” blue beach cruiser hand brakes w/basket,, steel, kids, 20, 20 in,, cantilever,, other/unknown, flat
25112,100.0,newjersey,https://newjersey.craigslist.org/bik/d/parsippany-bikes-vintage-ross-10-speed/7463528051.html,2022-03-27 09:54,Bikes Vintage Ross 10 speed,, Ross, Europa,3,"Vintage Ross Europa 26"" 10 speed bike $100. Good condition. Also selling Vintage Ross Eurosport 27"" 10 speed bike for $100. Good condition.",, steel, other, 54 cm, 26 in,,,,,
25113,50.0,newjersey,https://newjersey.craigslist.org/for/d/park-ridge-bikes-outdoor-kids-stuff/7463238089.html,2022-03-26 13:28,"Bikes, outdoor kids stuff, boys clothes, potter barn table and chairs",,,,0,"Selling tons of kids stuff - toys, bikes, outdoor games, sports equipment, pottery barn table and chairs (kids), brand new PS5.. pics upon request .. cash pick up only",,,,,,,,,,
25114,1.0,newjersey,https://newjersey.craigslist.org/bik/d/east-hanover-bmx-bikes/7462737566.html,2022-03-25 11:14,BMX Bikes,,,,5,"Two like new BMX bikes, MirraCo Velle, Haro ZX. Taking offers for both bikes, they are in pristine condition. Best offer.",, alloy, bmx, 21, 20 in,,,,,
25115,45.0,newjersey,https://newjersey.craigslist.org/bik/d/moonachie-24-huffy-girls-mountain-bikes/7461412485.html,2022-03-22 09:37,24” Huffy girls mountain bikes, good, Huffy,,3,"10,12 speed all in good working riding condition $45 each",, steel, mountain, 17, 24 in,, caliper,, none (rigid), cruiser
25116,300.0,newjersey,https://newjersey.craigslist.org/spo/d/morris-plains-13-spin-bikes-keiser-m3/7461153624.html,2022-03-21 15:29,13 spin bikes Keiser M3 great condition, like new, Keiser, M3,4,We have 13 really nice all working commercial grade spinning bikes ! Keiser M3  We are looking to sell each bike for $300   If you buy all 13 We can do $3500,,,,,,,,,,
25117,1075.0,newjersey,https://newjersey.craigslist.org/bik/d/fort-lee-se-bikes-big-flyer-29-custom/7460720630.html,2022-03-20 14:59,SE Bikes Big Flyer 29” Custom, like new, SE BIKES,,8,"New Rims, Cranks, Magura HS33R Brakes, RideOutSupply sticker kit, mushroom grips",, aluminum, bmx, 0, 29 in,, hydraulic rim brakes, none,, bmx
25118,10.0,newjersey,https://newjersey.craigslist.org/hsh/d/wood-ridge-flashlights-in-led-combo/7463521550.html,2022-04-18 21:21,2 Flashlights: 3-in-1 LED Combo Light/18 White in Barrel/Red Blinking,,,,6,"2 Flashlights: 3-in-1 LED Combo Light/18 White in Barrel/Red Blinking + Mini Light. You are buying both for only $10!  (1) New, Never used. In box with original packaging. 3-in-1 One click for Regular front Flashlight; two clicks will switch to the 18 white LEDs in the barrel/shaft; three clicks will switch to the red blinking emergency LED lights.  8 inches long. Attached carrying strap. 3 AAA batteries included. Bring this with you everywhere or keep it in your vehicle. It is made from durable aluminum with a magnetic bottom for adhesion to cars, bikes, or other metal surfaces. The flashing red LEDs with let others avoid you while help will be able to find you. Quality CREE XP-E LED lasting for more than 100,000 hours, LED never needs to be replaced.  (2)	Solitare Mag Instrument CA.USA Mini Light has hook/hole on top to be able to attach lanyard or strap of your choice. Turn it on and off by twisting the edge near the light. Uses 1 AAA battery (included). 3.25 inches long.  Do not reply to ask if these are still available. If you can read this ad, then these are still for sale. I will remove the ad as soon as this is sold. I cannot call or text you; please read your email for my response to your reply. I have a method for safe, contactless transactions and always wear a mask. Please inform me what day and time you can meet to get this. Then I will let you know where in the greater Northern New Jersey area I will be at that time with them, typically between Hackensack and Carlstadt. Thank you.",,,,,,,,,,
25119,2.0,newjersey,https://newjersey.craigslist.org/hab/d/wood-ridge-reduced-earplugs-ear-plugs/7463524471.html,2022-04-18 21:19,REDUCED!!:  Earplugs ear plugs high fi hearing protect;New in box;Each, new,,,14,"Earplugs ear plugs Loop high fidelity hearing protection for concerts, events, musicians, motorcycles, dirt bikes, festivals, clubs, work sites, employees. New still sealed in package; never opened or used.   You may buy any one (or more) for $2 each. Or you may buy all 4 for only $5!  Helps to prevent hearing loss and tinnitus as a result of damaging sound levels. Designed and manufactured in Belgium. -20 dB Filter. Ear tip with round acoustic channel and filter to allow you to experience great sound. Includes 6 silicone tips (small, medium, and large), 6 foam tips (small, medium, and large, 2 loops, and 1 storage carrying pouch.  Protect your ears in style with 20 dB noise reduction. Clear sound and speech. Multiple eartips to fit every ear. Gold color. Reusable design to last several years. Discreet design. Ultimate comfort. Enjoy clear music and speech. The first elegant earplus that stays put. They are hypoallergenic, which means you will not have an allergic reaction to it.  Originally designed for music but can be used for all different purposes including sleeping. Use in all loud environments where you prefer a lower volume, but still want to hear. Memory foam ear tips are heat activated. That means they'll adjust to your ear canal once inserted. Choose foam if you're looking for ultimate comfort and isolation. Comes with preinstalled soft silicone ear tip in size medium. Go for soft silicone for ease of use and durability.  See this item on the below-linked website; note that this is not this seller; nor is it the item you will be receiving; it is an ad for a similar item that is for sale for $24.95 plus tax plus shipping. For more information, go to manufacturer's website at: https://www.loopearplugs.com/products/experience?variant=32884193591399  Do not reply to ask if this is still available. If you can read this ad, then this is still for sale. I will remove the ad as soon as this is sold. I cannot call or text you; please read your email for my response to your reply. I have a method for safe, contactless transactions and always wear a mask. Please inform me what day and time you can meet to get this. Then I will let you know where in Northern New Jersey I will be at that time with it, typically between Hackensack and Carlstadt. Thank you.",,,,,,,,,,
25120,1234.0,newjersey,https://newjersey.craigslist.org/wan/d/clifton-buy-schwinn-stingray-bicycles/7472938493.html,2022-04-18 18:19,I Buy Schwinn Stingray Bicycles,,,,3,"I buy Schwinn Stingray bicycles from the 60's and 70's. I will buy 1 bike or a whole collection , I also buy parts for these bikes also. you can call or email me.",,,,,,,,,,
