,Price,Location,URL,Date,Title,num image,text,bicycle frame material,bicycle type,condition,frame size,wheel size,make / manufacturer,model name / number,brake type,electric assist,handlebar type,suspension,size / dimensions
2287,20.0,fortsmith,https://fortsmith.craigslist.org/mpo/d/pocola-hand-levers-clutch-and-brake/7464325754.html,2022-04-16 08:16,Hand lever’s clutch and brake,17,"I have several hand levers, clutch and brake that fit several different bikes. I don’t know what they fit? If you want them and need them look closely and you can probably pick yours out? Thank you for looking.   Disclaimer; Cash in Person is obviously preferred, if not I will ship the part/part’s to the lower 48 on your dime using FedEx after your electronic payment clears in full. ABSOLUTELY NO PAYMENT IN ANY FORM OF PAPER OTHER THAN CASH, TOO MANY FAKE PEOPLE AND WAYS TO FORGE REAL LOOKING PAPERWORK!!!!!! We can use, PayPal, Zelle, or several other electronic payments, must be electronic no exception’s.If you have a problem with electronic payments and can’t buy in Person then thank you for looking.  Please ask if you miss understand any part of the payment or shipping guidelines and we will discuss it in more detail.",,, good,,,,,,,,,
2288,5400.0,fortsmith,https://fortsmith.craigslist.org/ctd/d/barling-2000-ford-expedition-xlt-owner/7471786248.html,2022-04-15 16:17,2000 Ford Expedition XLT - 1 Owner,10,"2000 Ford Expedition XLT, 1 OWNER !! Arkansas vehicle all it's life. V-8 Engine, 200k miles, 3rd row, leather interior, 2nd row has easy access to 3rd row. Premium all weather floor mats all 3 rows. Runs and drives GREAT. ICE COLD A/C and hot heat.  Call James @ 479-597-8408. Priced @ $5400.  This is an excellent car for the money! This thing has been very well taken care off the only thing it lacks is a new owner, THAT COULD BE YOU! Cash only, no payments, open to trades (No Bikes) I feel like I have the vehicle priced very well when considering the KBB private party, NADA and CarFax History Value. CarFax Verified free and clear title, CarFax on hand for any interested buyer. For more information or to see in person just call or text 479-597-8408",,,,,,,,,,,,
2289,5995.0,fortsmith,https://fortsmith.craigslist.org/ctd/d/barling-2006-honda-element-ex/7471782706.html,2022-04-15 16:09,2006 HONDA ELEMENT EX,5,"2006 HONDA ELEMENT EX 226K Miles VIN: 5J6YH18776L011338 4 DOOR WAGON/SPORT UTILITY 2.4L I4 F DOHC 16V GASOLINE FRONT WHEEL DRIVE This is an excellent car for the money! This thing has been very well taken care off the only thing it lacks is a new owner, THAT COULD BE YOU! Cash only, no payments, open to trades (No Bikes) I feel like I have the vehicle priced very well when considering the KBB private party, NADA and CarFax History Value. CarFax Verified free and clear title, CarFax on hand for any interested buyer. For more information or to see in person just call or text 479-597-8408",,,,,,,,,,,,
2290,5500.0,fortsmith,https://fortsmith.craigslist.org/ctd/d/barling-2006-chrysler-300-touring/7471781292.html,2022-04-15 16:06,2006 CHRYSLER 300 TOURING,9,"2006 CHRYSLER 300 TOURING 192k MILES VIN: 2C3KA53G36H351893 SEDAN 4 DR 3.5L V6 F DOHC 24V GASOLINE REAR WHEEL DRIVE  This is an excellent car for the money! This thing has been very well taken care off the only thing it lacks is a new owner, THAT COULD BE YOU! Cash only, no payments, open to trades (No Bikes) I feel like I have the vehicle priced very well when considering the KBB private party, NADA and CarFax History Value. CarFax Verified free and clear title, CarFax on hand for any interested buyer. For more information or to see in person just call or text 479-597-8408",,,,,,,,,,,,
2291,8400.0,fortsmith,https://fortsmith.craigslist.org/ctd/d/barling-2015-ford-escape-owner/7471780419.html,2022-04-15 16:04,2015 FORD ESCAPE S - 1 OWNER,0,"2015 FORD ESCAPE S  201K MILES VIN: 1FMCU0F70FUA62100 4 DOOR WAGON/SPORT UTILITY 2.5L I4 F DOHC 16V GASOLINE FRONT WHEEL DRIVE  This is an excellent car for the money! This thing has been very well taken care off the only thing it lacks is a new owner, THAT COULD BE YOU! Cash only, no payments, open to trades (No Bikes) I feel like I have the vehicle priced very well when considering the KBB private party, NADA and CarFax History Value. CarFax Verified free and clear title, CarFax on hand for any interested buyer. For more information or to see in person just call or text 479-597-8408",,,,,,,,,,,,
2292,4995.0,fortsmith,https://fortsmith.craigslist.org/ctd/d/barling-2007-nissan-altima-sl-sunroof/7471779560.html,2022-04-15 16:02,2007 Nissan Altima SL Sunroof & Leather,10,"2007 Nissan Altima SL Sunroof & Leather  201,941 Miles 1N4AL21E77C135394  TRANSMISSION - Automatic DRIVETRAIN -FWD FUEL TYPE -Gas ENGINE - 2.5L I-4 MPI DOHC  This is an excellent car for the money! This thing has been very well taken care off the only thing it lacks is a new owner, THAT COULD BE YOU! Cash only, no payments, open to trades (No Bikes) I feel like I have the vehicle priced very well when considering the KBB private party, NADA and CarFax History Value. CarFax Verified free and clear title, CarFax on hand for any interested buyer. For more information or to see in person just call or text 479-597-8408",,,,,,,,,,,,
2293,3600.0,fortsmith,https://fortsmith.craigslist.org/ctd/d/barling-1998-lincoln-town-car-signature/7471780065.html,2022-04-15 16:03,1998 Lincoln Town car Signature,0,"1998 Lincoln Town car Signature  162,410 Miles  1LNFM82W2WY720193  TRANSMISSION - Automatic DRIVETRAIN - RWD FUEL TYPE -Gas ENGINE 4.6L V8 SFI SOHC  This is an excellent car for the money! This thing has been very well taken care off the only thing it lacks is a new owner, THAT COULD BE YOU! Cash only, no payments, open to trades (No Bikes) I feel like I have the vehicle priced very well when considering the KBB private party, NADA and CarFax History Value. CarFax Verified free and clear title, CarFax on hand for any interested buyer. For more information or to see in person just call or text 479-597-8408",,,,,,,,,,,,
2294,3995.0,fortsmith,https://fortsmith.craigslist.org/ctd/d/barling-2005-ford-focus-zx4/7471779782.html,2022-04-15 16:03,2005 Ford Focus ZX4 S,0,"2005 Ford Focus ZX4 S  185,817 Miles 1FAFP34N95W109290 TRANSMISSION -Automatic DRIVETRAIN - FWD FUEL TYPE - Gas ENGINE -2.0L I-4 SFI DOHC  This is an excellent car for the money! This thing has been very well taken care off the only thing it lacks is a new owner, THAT COULD BE YOU! Cash only, no payments, open to trades (No Bikes) I feel like I have the vehicle priced very well when considering the KBB private party, NADA and CarFax History Value. CarFax Verified free and clear title, CarFax on hand for any interested buyer. For more information or to see in person just call or text 479-597-8408",,,,,,,,,,,,
2295,5395.0,fortsmith,https://fortsmith.craigslist.org/ctd/d/barling-2008-chrysler-aspen-limited/7471779267.html,2022-04-15 16:02,2008 Chrysler Aspen Limited,5,"2008 Chrysler Aspen Limited - 161,251 Miles TRANSMISSION - Automatic DRIVETRAIN - RWD FUEL TYPE - Gas ENGINE - 4.7L V8 SFI SOHC Third Row Seating - Leather - Sunroof  This is an excellent car for the money! This thing has been very well taken care off the only thing it lacks is a new owner, THAT COULD BE YOU! Cash only, no payments, open to trades (No Bikes) I feel like I have the vehicle priced very well when considering the KBB private party, NADA and CarFax History Value. CarFax Verified free and clear title, CarFax on hand for any interested buyer. For more information or to see in person just call or text 479-597-8408",,,,,,,,,,,,
2296,4400.0,fortsmith,https://fortsmith.craigslist.org/ctd/d/barling-2005-honda-odyssey-ex/7471779009.html,2022-04-15 16:01,2005 Honda Odyssey EX,7,"2005 Honda Odyssey EX - 242,461 Miles TRANSMISSION - Automatic DRIVETRAIN - FWD FUEL TYPE - Gas ENGINE - 3.5L V6 MPI SOHC VTEC Third Row Seating  This is an excellent car for the money! This thing has been very well taken care off the only thing it lacks is a new owner, THAT COULD BE YOU! Cash only, no payments, open to trades (No Bikes) I feel like I have the vehicle priced very well when considering the KBB private party, NADA and CarFax History Value. CarFax Verified free and clear title, CarFax on hand for any interested buyer. For more information or to see in person just call or text 479-597-8408",,,,,,,,,,,,
2297,6199.0,fortsmith,https://fortsmith.craigslist.org/mcd/d/searcy-2022-kawasaki-ninja-400-abs-krt/7470957774.html,2022-04-13 17:11,2022 Kawasaki Ninja 400 ABS KRT,10,"Ask for: Sunrise MotorsportsPrimary Phone: (501) 268-88262022 Kawasaki Ninja 400 ABS KRT Edition Parallel Twin 399 ccPrice: $6,199.00Enter this link to see more images plus all other inventory we have available: http://lyv.cc/PTQTBDescription:MGP Stinger exhaust in stalled  2022 Kawasaki Ninja® 400 ABS KRT EditionEVERYDAY EPIC SPORT RIDINGThe Ninja® 400 sportbike offers the largest displacement in category at 399cc with the sophistication of twin-cylinder power. Approachable power, superb ergonomics and class-leading performance offer a smooth, manageable ride that's ideal for new riders while also alluring experienced riders. A low seat height and aggressive styling with LED headlights make the Ninja 400 the ideal choice for riders looking to enter the sport-riding scene. Features may include:POWERNEXT-LEVEL POWERThe Ninja® 400 motorcycle engine delivers the perfect balance of high-performance thrills and easy-to-use power.HANDLINGNIMBLE & AGILEThe Ninja® 400 motorcycle’s chassis dimensions were designed to deliver confident handling with a modern sporty feel at all speeds.ERGONOMICSDESIGNED FOR COMFORTA sporty yet relaxed riding position accommodates a wide variety of riders and riding situations.STYLINGSHARP & MODERNAggressive Ninja® styling boasts high-class modern design with superb fit and finish inspired by the larger displacement Ninja supersport bikes.ADDITIONAL VEHICLEUni-Trak® rear suspension310mm semi-floating petal front disc brakeTwin LED headlightsHigh-grade multifunction dash instrumentationKawasaki Racing Team inspired color and graphicsBasic Information:Year: 2022Make: KawasakiModel: Ninja 400Trim: ABS KRT EditionCondition: NewType: StandardTitle: CleanAccessories:SpoilerBrakes:ABS BrakesFront Brake: Hydraulic DiscFront Brake Diameter (in): 12.2Front Brake Diameter (mm): 310Linked Brake System Front to RearRear Brake: Hydraulic DiscRear Brake Diameter (in): 8.7Rear Brake Diameter (mm): 220Chassis & Suspension:Frame: SteelFront Suspension Size (in): 1.6Front Suspension Size (mm): 41Front Suspension Type: Telescopic ForkFront Travel (in): 4.7Front Travel (mm): 119.4Number Rear Shock Absorbers: 1Rear Adjustable Shock / Spring Pre-LoadRear Suspension Brand Name: UNI-TRAKRear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 5.1Rear Travel (mm): 129.5Comfort:Digital InstrumentationTrip ComputerTrip OdometerDrivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): ChainTransmission: ManualEngine:Bore (in): 2.76Bore (mm): 70Carburetion Type: Fuel InjectedCompression Ratio: 11.5Cooling System: LiquidCylinders: 2Engine Size (cc): 399Engine Size (ci): 24.3Engine Stroke: 4-StrokeEngine Type: Parallel TwinFuel Capacity (gal): 3.7Fuel InjectorFuel Injector Size (mm): 32Fuel Requirements: RegularHorsepower: 49Horsepower (kW): 36Horsepower RPM: 10000Starter: ElectricStroke (in): 2.04Stroke (mm): 51.8Torque (Ft Lbs): 28Torque (Nm): 38Torque RPM: 8000Valve Configuration: DOHCValves: 8Valves Per Cylinder: 4Other Information:Chain GuardExterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver and PassengerFork GuardsFront FenderHand GripsLockable StorageLower FairingRear FenderStandStand Type: KickUpper FairingWindshieldWindshield MountsSafety:Headlight Type: LEDFuel Level WarningRearview MirrorsTemperature WarningTemperature Warning Type: GaugeSpecifications:Body Material: PlasticFront Tire (Full Spec): Dunlop Sportmax GPR-300Front Tire (Inches): 17Front Tire Aspect Ratio: 70Front Tire Speed Rating: HFront Tire Width: 110Front Wheel Width (in): 3Fuel Capacity (liters): 14Ground Clearance (in): 5.5Ground Clearance (mm): 139.7Height (inches): 44Height (mm): 1120.1Length (inches): 78Length (mm): 1988.8Rear Tire (Full Spec): Dunlop Sportmax GPR-300Rear Tire (Inches): 17Rear Tire Aspect Ratio: 70Rear Tire Speed Rating: HRear Tire Width: 150Rear Wheel Width (in): 4Seat Height (inches): 30Tube / Tubeless: TubelessWet Weight (kg): 166Wet Weight (lbs): 366Wheelbase (in): 53.9Wheelbase (mm): 1369.1Wheels Composition: AluminumWidth (inches): 28Width (mm): 711.2SpeedometerTachometerEnter this link to see more images plus all other inventory we have available: http://lyv.cc/PTQTBA27FBAFAEA464DBBB650D168074EE06C 34227461 10404921",,,,,,,,,,,,
2298,4399.0,fortsmith,https://fortsmith.craigslist.org/mcd/d/searcy-2021-kawasaki-klx230r/7470919123.html,2022-04-13 15:44,2021 Kawasaki KLX230R,9,"Ask for: Sunrise MotorsportsPrimary Phone: (501) 268-88262021 Kawasaki KLX®230RPrice: $4,399.00Enter this link to see more images plus all other inventory we have available: http://lyv.cc/TY3WYDescription:2021 Kawasaki KLX®230RGET OUT AND PLAYTake trail adventuring to the next level. With long travel suspension, and ample ground clearance, KLX®230R lightweight, full-size recreational trail bikes are purpose-built for serious fun in the dirt.Features may include:STEADY POWERGO PLAYThe KLX®230R recreational off-road motorcycle is powered by a 223cc fuel-injected, air-cooled single, tuned for low-mid range power.RUGGED CHASSISBUILT TOUGHDesigning the engine and chassis at the same time was key to making the KLX®230R play bike as agile, balanced and reliable as possible, appealing to new riders and fun for experienced riders.HIGH-PERFORMANCE CAPABILITYTAKE ON THE TRAILSDesigned from the ground up for dirt fun. That’s why the KLX®230R off-road motorcycle features long-travel suspension, front and rear disc brakes and full-size wheels.TRAIL-RIDING PERFORMANCEBLAZE YOUR OWN TRAILSWith long-travel suspension, light weight and ample ground clearance, the KLX®230R is the ideal off-road adventure partner for pure off-road performance.233cc fuel-injected, air-cooled four-stroke singleCapable off-road performanceTrail-tuned long travel suspensionADDITIONALCompact perimeter frameHassle-free electric startFull-size wheelsKX™-inspired styling and ergonomicsBasic Information:Year: 2021Make: KawasakiModel: KLX®230RCondition: NewType: Off-RoadTitle: CleanEngine:Engine Size (cc): 0Enter this link to see more images plus all other inventory we have available: http://lyv.cc/TY3WYA27FBAFAEA464DBBB650D168074EE06C 34226125 10404901",,,,,,,,,,,,
