,Price,Location,URL,Date,Title,num image,bicycle frame material,bicycle type,brake type,condition,electric assist,frame size,handlebar type,make / manufacturer,model name / number,suspension,wheel size,text,part type,size / dimensions,paint color,year manufactured,serial number
5935,5995.0,fortcollins,https://fortcollins.craigslist.org/mcd/d/loveland-2018-kawasaki-ninja-400-abs/7472009423.html,2022-04-16 09:03,2018 Kawasaki Ninja 400 ABS,18,,,,,,,,,,,,"ACES MotorcyclesAsk for: Internet Sales☎ (970) 221-32405900 S. College Ave.  Fort Collins, CO 80525Enter this link to see more images plus all other inventory we have available: http://lyv.cc/58XFT2018 Kawasaki Ninja 400 ABSPrice: $5,995.00Options:Number Of Discs: 0Number Of Speakers: 0Satellite: NoFront Brake Diameter (In): 12.2Front Brake Diameter (Mm): 310Front Brake Type: Hydraulic DiscRear Brake Diameter (In): 8.7Rear Brake Diameter (Mm): 220Rear Brake Type: Hydraulic DiscAdjustable: NoBore (In): 2.76Bore (Mm): 70Carburetion Type: Fuel InjectedCarburetor: NoCompression Ratio: 11.5:1Cooling: LiquidCylinders: 2Displacement (Cc): 399Displacement (Ci): 24.3Engine Stroke: 4-StrokeEngine Type: Parallel TwinFuel Injector Size (Mm): 32Fuel Injector: YesFuel Requirements: RegularFuel Type: GasHorsepower (Bhp): 49Horsepower (Kw): 36Horsepower RPM: 10000Number Of Carburetors: 0Speed Governor: NoStarter: ElectricStroke (In): 2.04Stroke (Mm): 51.8Supercharged: NoTorque (Ft Lbs): 28Torque (Nm): 38Torque RPM: 8000Turbocharged: NoValve Configuration: DOHCValves Per Cylinder: 4Valves: 8Belt Guard: NoBody Material: PlasticBrush Guard: NoChain Guard: YesDrive Shaft Guard: NoFoot Peg Location: Driver And PassengerFork Guards: YesFrame: SteelHand Guards: NoHeel Guards: NoLight Guard: NoPocket: NoSaddle Bag Guard: NoStand Type: KickFolding: YesHeight Adjustable: NoHeight: LowTinted: YesWindshield Lowers: NoFuel Level Warning Type: GaugeTemperature Warning Type: GaugeType: LEDMetallic: YesBattery Warranty (Months): 0Warranty (Condition): LimitedWarranty (Months): 12Backrest Logo Plate: NoDetachable: NoFolding: NoLumbar Adjustment: NoNumber Of Seats: 2Seat Height (In): 30.9Seat Height (Mm): 784.9Seat Location: Driver And PassengerSeat Material: VinylSeat Type: Two-PieceSteering Control: HandlebarCamouflage Trim: NoNumber Of Cupholders: 0Number Of Saddle Bags: 0Number Of Side Cases: 0Air Adjustable: NoFront Adjustable Fork Pre-Load: NoFront Adjustable Rebound Damping: NoFront Central Suspension Strut: NoFront Suspension Size (In): 1.6Front Suspension Size (Mm): 41Front Suspension Type: Telescopic ForkFront Travel (In): 4.7Front Travel (Mm): 119.4Number Rear Shock Absorbers: 1Rear Adjustable Rebound Damping: NoRear Adjustable Shock / Spring Pre-Load: YesRear Suspension Brand Name: UNI-TRAK®Rear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (In): 5.1Rear Travel (Mm): 129.5Steering Damper: NoFuel Capacity (Gal): 3.7Fuel Capacity (L): 14Ground Clearance (In): 5.5Ground Clearance (Mm): 139.7Height (In): 44.1Height (Mm): 1120.1Length (Ft): 6.52Length (Ft/Ft): 6Length (Ft/In): 6.3Length (In): 78.3Length (Mm): 1988.8Wet Weight (Kg): 166Wet Weight (Lbs): 366Wheelbase (In): 53.9Wheelbase (Mm): 1369.1Width (In): 28Width (Mm): 711.2Number Of Speeds: 6Primary Drive (Rear Wheel): ChainReverse: NoTransmission Type: ManualFront Tire (Full Spec): Dunlop® Sportmax GPR-300: 110/70 X 17Front Tire Aspect Ratio: 70Front Tire Width: 110Front Wheel Diameter: 17Rear Tire (Full Spec): Dunlop® Sportmax GPR-300: 150/70 X 17Rear Tire Aspect Ratio: 70Rear Tire Width: 150Rear Wheel Diameter: 17Tire Brand: Dunlop®Tube / Tubeless: TubelessWheels Composition: AluminumBasic Information:Year: 2018Make: KawasakiModel: Ninja® 400Trim: ABSStock Number: 18580VIN: JKAEXKG17JDA12858Condition: UsedType: StandardMileage: 653Title: CleanColor: Metallic Spark BlackAccessories:SpoilerBrakes:ABS BrakesFront Brake: Hydraulic DiscFront Brake Diameter (in): 12.2Front Brake Diameter (mm): 310Linked Brake System Front to RearRear Brake: Hydraulic DiscRear Brake Diameter (in): 8.7Rear Brake Diameter (mm): 220Chassis & Suspension:Frame: SteelFront Suspension Size (in): 1.6Front Suspension Size (mm): 41Front Suspension Type: Telescopic ForkFront Travel (in): 4.7Front Travel (mm): 119.4Number Rear Shock Absorbers: 1Rear Adjustable Shock / Spring Pre-LoadRear Suspension Brand Name: UNI-TRAKRear Suspension Material: AluminumRear Suspension Type: Twin Sided Swing ArmRear Travel (in): 5.1Rear Travel (mm): 129.5Comfort:Digital InstrumentationTrip ComputerTrip OdometerDrivetrain:Number Of Speeds: 6Primary Drive (Rear Wheel): ChainTransmission: ManualEngine:Bore (in): 2.76Bore (mm): 70Carburetion Type: Fuel InjectedCompression Ratio: 11.5Cooling System: LiquidCylinders: 2Engine Size (cc): 24Engine Size (ci): 24.3Engine Stroke: 4-StrokeEngine Type: Parallel TwinFuel Capacity (gal): 3.7Fuel InjectorFuel Injector Size (mm): 32Fuel Requirements: RegularHorsepower: 49Horsepower (kW): 36Horsepower RPM: 10000Starter: ElectricStroke (in): 2.04Stroke (mm): 51.8Torque (Ft Lbs): 28Torque (Nm): 38Torque RPM: 8000Valve Configuration: DOHCValves: 8Valves Per Cylinder: 4Other Information:Chain GuardExterior CoversExterior GuardsFoot PegsFoot Peg Location: Driver and PassengerFork GuardsFront FenderHand GripsLockable StorageLower FairingRear FenderStandStand Type: KickUpper FairingWindshieldWindshield MountsSafety:Headlight Type: LEDFuel Level WarningRearview MirrorsTemperature WarningTemperature Warning Type: GaugeSpecifications:Body Material: PlasticFront Tire (Full Spec): Dunlop Sportmax GPR-300Front Tire (Inches): 17Front Tire Aspect Ratio: 70Front Tire Width: 110Fuel Capacity (liters): 14Ground Clearance (in): 5.5Ground Clearance (mm): 139.7Height (inches): 44Height (mm): 1120.1Length (inches): 78Length (mm): 1988.8Rear Tire (Full Spec): Dunlop Sportmax GPR-300Rear Tire (Inches): 17Rear Tire Aspect Ratio: 70Rear Tire Width: 150Seat Height (inches): 30Tube / Tubeless: TubelessWet Weight (kg): 166Wet Weight (lbs): 366Wheelbase (in): 53.9Wheelbase (mm): 1369.1Wheels Composition: AluminumWidth (inches): 28Width (mm): 711.2SpeedometerTachometerDescription:STREET BORN. TRACK INSPIRED??.  ?Aggressive styling and advanced performance are at the core of the 2018 Kawasaki Ninja® 400 sportbike. With an all-new engine and a lightweight chassis, this approachable sportbike offers the perfect balance of everyday street riding and sport riding. The 399cc twin cylinder engine delivers smooth and broad power that is easy to use for a range of riders. Featuring game-changing power and legendary Ninja performance, the all-new Ninja 400 has set the bar higher.?  NEXT-LEVEL POWER The all-new engine delivers a balance of high performance and easy-to-use power?  COMFORTABLE RIDING ?POSITION ??A sporty yet relaxed riding position accommodates a wide variety of riding situations   	Clip-on style handlebars offer a raised position for added comfort 	?Narrow seat design and low 30.9"" seat height for confident reach to the ground and lower center of gravity for confident handling 	?Forward-oriented footpeg position contributes to comfortable ergonomics and a confident reach to the ground at stops   SHARP, MODERN DESIGN ?Aggressive Ninja® styling boasts high-class modern design with superb fit and finish inspired by the larger displacement Ninja supersport bikesACES Motorcycles5900 S. College Ave. Fort Collins, CO 80525Ask for: Internet SalesPrimary Phone: (970) 221-3240A27FBAFAEA464DBBB650D168074EE06C 34295618 10414915Kawasaki Ninja® 400 ABS",,,,,
5936,85.0,fortcollins,https://fortcollins.craigslist.org/bik/d/fort-collins-boys-bike-specialized-20/7471982095.html,2022-04-16 08:44,Boys bike Specialized 20 in 5-7 yr,7, steel, kids,,,, 20 in wheels,, Specialized,,, 20 in,"20in Boys Specialized Hot Rock bike perfect for 5-7 yr old. Original owner; purchased at Peloton bikes in Fort Collins. Great shape, no rust, newer tires have plenty of tread left! Only visible wear is on rubber handlebar ends but otherwise a fun and functional bike. This bike can do a lot of off road as well as neighborhood riding and bike trails.  Price is firm.  We'll set it on the driveway for your review, ring doorbell if ready to purchase.",,,,,
5937,350.0,fortcollins,https://fortcollins.craigslist.org/bik/d/fort-collins-vintage-gazelle-dutch-tour/7471980999.html,2022-04-16 08:02,Vintage Gazelle (Dutch) Tour Populaire 3-speed,0, steel, cruiser, cantilever, fair,," 58cm, Large", cruiser, Gazelle, Tour Populair, none (rigid), 28 in,"I'm clearing out my garage and letting go of my 1978 Gazelle Tour Populair 3-speed cruiser bike.  Steel frame, in good shape, Sturmey-Archer 3-speed hub (stamped '78' so assuming that was the bike's manufacture year), gears work and I replaced the shifter control and 3d printed a lime green roller wheel for the cable (sorry, was only color filament I had at the the time).  Altenburger Synchron brakes.  There's a bit of rust on the front rim (see photos), but I put new tires on it last year and have barely ridden it since.  Comes with an almost new Brooks Champion Flyer saddle, Vans grips, and a couple miscellaneous but effective lights.  This is fun bike for someone that appreciates the geometry and style of Dutch bikes from the late 1970's.",,,,,
5938,80.0,fortcollins,https://fortcollins.craigslist.org/bik/d/fort-collins-saris-bones-bike-trunk/7461841436.html,2022-04-16 07:34,"Saris ""Bones"" 2 Bike Trunk Rack-Excellent Condition",0,,,,,,,,,,,,,,,,,
5939,100.0,fortcollins,https://fortcollins.craigslist.org/bik/d/fort-collins-indoor-bike-trainer/7463560104.html,2022-04-16 07:35,Indoor Bike Trainer-Minoura Inter Rim- Rim Drive-Won't wear Tire-Quiet,5, alloy, other,,,, almost all,,,,, other/unknown,"Selling a rare type of indoor bike trainer. Minoura Inter Rim ""Ergo"" RDA Rim Drive. Won't wear out your tire. It has pair of rubber rollers that rub on your rim insted of your tire.    Adjustable and quiet. It uses adjustable magnetic resistance with a selector switch that mounts on your handlebars.  Works on road or mountain bikes.     Selling for $100.00 Cash  Please call me @ 97o-42o-39threeeeeeeeeee8  No texts or emails please     bicycle training home gym cycling train race",,,,,
5940,50.0,fortcollins,https://fortcollins.craigslist.org/mpo/d/red-feather-lakes-hd-vintage-back-rest/7463385095.html,2022-04-15 19:43,HD Vintage Back Rest,0,,,,,,,,,,,,,,,,,
5941,20.0,fortcollins,https://fortcollins.craigslist.org/mpo/d/loveland-wps-motorcycle-cover-sportbike/7471826968.html,2022-04-15 17:02,"WPS Motorcycle Cover (Sportbike, Touring Bike)",5,,,, new,,,, WPS, Motorcycle Cover,,,Brand new motorcycle cover.  I got this as a gift and never used it.  Will fit most Sportbikes up to 1000cc - may not fit over something very big like a Hayabusa.  Will also fit most touring bikes other than very large ones.  Pickup in SW Fort Collins.  Thanks!,,,,,
5942,5000.0,fortcollins,https://fortcollins.craigslist.org/grd/d/fort-collins-grulla-family-safe-mare/7471786890.html,2022-04-15 15:22,Grulla Family Safe Mare - Trail Horse,13,,,,,,,,,,,,"Esmeralda is a Trail Savvy, Family Friendly and In Your Pocket Pony. She is the whole package. SAFE! BROKE! And Sweet as they come. Esmeralda has ridden all over, in town around heavy traffic, bikes, strollers… She will cross anything in front of her including but not limited to staircases, bridges, tunnels, lakes and rivers. Esmeralda has had ropes thrown off her, ponied cows and other horses and is great with tarps, flags and all things scary. Esmeralda is a gem with children of all ages but built like a brick house and sturdy for an adult. Esmeralda comes out of Adobe Town HMA which is known for having drafty mustangs, her build highly resembles a Haflinger as she is as wide as she is tall, drafty neck and has beautiful feathering on her fetlocks. She has strong hooves and goes great barefoot on any terrain. She is sure footed and a mount you can trust weather on slick, steep or rocky footing, she won’t miss a beat. She has been ridden out alone ad in groups and will ride in front or in back of a herd. NOT marish at all. She will meet you at the gate, stands great for bathes, grooming, tacking and takes the bridle just as she should. Esmeralda knows to lay down and is well accomplished in liberty with some training in bridleless as well. She is lower in the pecking order and gets along with anyone in the herd. She’s as easy keeper and healthy as can be. Esmeralda knows her leads and has dabbled in jumping, she is her prime and loves any job you give her. She is an amazing babysitter. Esmeralda is a bit more whoa then go but will give speed when asked and keeps up fine with a group, she’s just not one to ever be in a hurry. Esmeralda is good for bathes, great for the farrier and walks right in and backs out of the trailer. I can’t say enough good things about this mare and am so looking forward to her finding her perfect family or person. If there are any questions I can answer for you or if you’d like to meet her please don’t hesitate to reach out.  She is available through HorseBay and her sale starts Saturday.",,,,,
5943,65.0,fortcollins,https://fortcollins.craigslist.org/mpo/d/loveland-trailer-hitch/7464428530.html,2022-04-15 15:17,Trailer hitch,5,,,, excellent,,,, Not sure, None,,,"Used trailer hitch 1 5/8"" ball. This came off of a 83 yamaha venture royale but very sure it would fit other bikes they are built for many bikes not just this one. See measurements and judge for yourself. I sold the bike and had forgotten that I had the hitch. $65 cash or make me an offer I know this is already cheap but I do not need it. Texting me is the  fastest way to get me. Nine 70 six 99 zero1nine8",,,,,
5944,6995.0,fortcollins,https://fortcollins.craigslist.org/mcd/d/scottsbluff-2019-kawasaki-vulcan/7471766249.html,2022-04-15 14:33,2019 Kawasaki Vulcan Classic LT,10,,,,,,,,,,,,2019 Kawasaki Vulcan 900 Classic LT  Video available on our website at www.seemikesbikes.com  Accessories Include Windshield Engine Guard Passenger Backrest Saddle Bags  Service Includes 30+ Check List  Contact Info: 308-635-2453 or www.seemikesbikes.com More motorcycles at seemikesbikes.com  Mike's Bikes strives to treat others as we would want to be treated. We have been offering quality motorcycles at prices that are extremely hard to beat (with no added fees) for the last 19 years. There is no reason for you to overpay for your next motorcycle!,,,,,
5945,7495.0,fortcollins,https://fortcollins.craigslist.org/mcd/d/scottsbluff-2008-harley-davidson-fat-bob/7471758113.html,2022-04-15 14:15,2008 Harley Davidson Fat Bob,10,,,,,,,,,,,,2008 Harley Davidson Fat Bob  Video available on our website at www.seemikesbikes.com  Accessories Include Grips Windshield Passenger Backrest Luggage Rack Python Exhaust  Service Includes Oil Change 30+ Check List  Contact Info: 308-635-2453 or www.seemikesbikes.com More motorcycles at seemikesbikes.com  Mike's Bikes strives to treat others as we would want to be treated. We have been offering quality motorcycles at prices that are extremely hard to beat (with no added fees) for the last 19 years. There is no reason for you to overpay for your next motorcycle!,,,,,
5946,60.0,fortcollins,https://fortcollins.craigslist.org/bik/d/fort-collins-fastsale-free-bike-rack/7460768894.html,2022-04-15 14:13,"FASTSALE: Free Bike Rack, Raleigh Retroglide 7 fat, wht wall tire bike",6, alloy, cruiser, cantilever, good, none," 26""", cruiser, Raleigh, Retroglide 7, none (rigid), 26 in,"Cream and black Raleigh Retroglide bike with fat, white wall tires 26 X 2.5,for sale.  26"" Mens with 7 speeds and caliper brakes. Wide fenders make it look super cool! Comfy Raleigh matching seat with shock absorber.   Includes bell, rear view mirror, twin rear baskets, and light.  Bonus - Free Graber bike rack!  Holds 2 bikes easily!",,,,, U86K02008/ C167-K
5947,13500.0,fortcollins,https://fortcollins.craigslist.org/mcd/d/scottsbluff-2011-harley-davidson-street/7471748903.html,2022-04-15 13:56,2011 Harley Davidson Street Glide,9,,,,,,,,,,,,2007 Yamaha Roadliner S  Video available on our website at www.seemikesbikes.com  Accessories Include Faring Grips Saddle Bags Luggage Rac Passenger Backrest Exhauast  Service Includes Oil Change 30+ Check List  Contact Info: 308-635-2453 or www.seemikesbikes.com More motorcycles at seemikesbikes.com  Mike's Bikes strives to treat others as we would want to be treated. We have been offering quality motorcycles at prices that are extremely hard to beat (with no added fees) for the last 19 years. There is no reason for you to overpay for your next motorcycle!,,,,,
5948,900.0,fortcollins,https://fortcollins.craigslist.org/bik/d/fort-collins-specialized-works-epic/7471740971.html,2022-04-15 13:43,Specialized S-works Epic Mountain Bike,6, aluminum, mountain,,,, Large,, Specialized, S-works Epic, frame and fork (full suspension), 26 in,"Specialized’s S-Works Epic was one of the most iconic cross country race bikes of all time, utilizing the Fox Float R’s “brain” to fully lock out while climbing and become fully active while descending.   Sure, bikes have gotten a lot slacker, longer travel, and bigger wheels… but this bike is still super fun and will out climb many full suspension bikes out there.   If you want to throw it back old school and do some classic cross country mountain biking on a 26” beast, then look no further.  There is some standard wear and tear on the bike, the paint has met some rocks but it rides great overall.   This would make a great bike for a teenager starting to race XC or a beginner just getting into mountain biking.   Also, matte black was and still is the coolest bike color.   Frame size: Large  Build:  SRAM x9 rear Bontrager superstock wheels Nokian NBX 2.3 tire Maxxis Icon 2.2 Manitou TPC fork  Sram X0 grip shifts Avid mag and single digit brakes Thompson Elite Seatpost Salsa Moro Ace Bars M5 alloy frame  Frame size large   Let me know if you have any questions or if you want to take it for a spin!   $900 OBO",,,,,
5949,3200.0,fortcollins,https://fortcollins.craigslist.org/bik/d/fort-collins-black-sheep-pine-ridge-ss/7471741226.html,2022-04-15 13:43,Black Sheep Pine Ridge SS titanium Cyclocross Bike,18, titanium, cyclocross,, excellent,, 57 - Large,, Black Sheep, Pine Ridge SS, none (rigid), 700C,"I have a beloved Black Sheep Pine Ridge Single Speed Titanium Cyclocross bike for sale.   Hand build by the legendary James Bleakley right here in Fort Collins, this beautiful ti cyclocross frame is looking for a new home.   It is currently set up as a single speed, but I recently had James weld on a derailleur hanger and disk tabs with the intention of turning it into a gravel machine.   Current components on the bike make a functional SS cyclocross race bike, or it has potential to be an amazing gravel build!   Jame's customs frames start at $3500 for a straight line frame and his lead times can be quite long. Black sheep bikes rarely come up for sale used on Craigslist so if you are looking for a beautiful, functional titanium bike to ride or build into your dream bike this is for you!  Feel free to email me with questions about the bike or specifics. I’m near city park in Fort Collins if you want to take it for a test spin!   TT -57 ST - 53 DT - 64  Current build: -Ultegra hubs laced up on Velocity Synergy and Interloc Rims  -Shimano Gossamer Crank -American Classic Alu seat post -Surly tentioners, cog and spacer kit -IRD Prestige carbon fork with steel steer tube -Deda stem -IRD cyclocross levers -Shimano SS brake levers -FSA headset -Avid Shorty 4 brakes -Gamut chain guard -Maxxis crossmark 2.1 rear tire (it will clear 2.1 tires for the snow) -Kenda something or other front tire -(Currently has brand new maxxis 40c rambler cross tires on it) -Avid shorty 4 and",,,,,
5950,14995.0,fortcollins,https://fortcollins.craigslist.org/mcd/d/scottsbluff-2011-harley-davidson-ultra/7471735737.html,2022-04-15 13:28,2011 Harley Davidson Ultra Classic with Trike,14,,,,,,,,,,,,2011 Harley Davidson Ultra Classic  Video available on our website at www.seemikesbikes.com  Accessories Include Voyager Trike Kit Highway Pegs Hitch  Service Includes 30+ Check List  Contact Info: 308-635-2453 or www.seemikesbikes.com More motorcycles at seemikesbikes.com  Mike's Bikes strives to treat others as we would want to be treated. We have been offering quality motorcycles at prices that are extremely hard to beat (with no added fees) for the last 19 years. There is no reason for you to overpay for your next motorcycle!,,,,,
5951,13500.0,fortcollins,https://fortcollins.craigslist.org/mcy/d/windsor-2009-harley-davidson-cvo-dyna/7471541336.html,2022-04-15 07:00,2009 HARLEY DAVIDSON CVO DYNA FAT BOB..,10,,,,,,,,,,,,"2009 CVO (Custom Vehicle Operation) DYNA FAT BOB SCREAMIN EAGLE... Sunrise Yellow Pearl/ Platinum Quartz with CVO graphics from the factory.  CVO is Harley's top of the line motorcycle with tons of chrome and custom features.  Bike is immaculate.  Stock 110 6 speed with Vance and Hines exhaust and also have stock tommy gun exhaust.  Bike has 10,200 miles and had the 10K service recently done by Harley.  Many custom pieces on the bike...detachable windshield, rider backrest and rack.  POD lights throughout bike which is really nice at night, chrome inner primary, chrome Screaming Eagle big sucker breather..    Service records, bike FAX and owners manual included. area.    I am the second owner. This was purchased new in Texas and spent life in Oklahoma...no rust or chrome pitting issues...it is perfect.  Scott @ 214 870 3624  leave voice message with return phone number if unavailable.  Gas prices are not coming down anytime soon and with price increases and limited availablility the price of preowned bikes will be going up with warmer weather.  ***  CVO paint is in a class by itself..pearl with a nice metal flake finish is gorgeous.  IF AD IS UP BIKE IS AVAILABLE.  .  The low profile (easily flat foot this bike at stop lights)  the larger tire makes for a real comfortable bike.  Read reviews on the Fat Bob...considered one of Harley's best handling bikes and these models continue to dominate Harley's line-up.",,,,,
5952,250.0,fortcollins,https://fortcollins.craigslist.org/pts/d/berthoud-yakima-truck-bedrack-system/7465890315.html,2022-04-14 19:04,yakima truck bedrack system,0,,,,,,,,,,,,"Bed rack that sits on tops of the bed and secured with quick release locking clamps. 78” bars fit any size truck. Great for roof top tents, bikes, cargo boxes, skis, snowboards, kayaks etc     RTT",,,,,
5953,200.0,fortcollins,https://fortcollins.craigslist.org/bop/d/fort-collins-yakima-rack-attack/7471409710.html,2022-04-14 17:23,Yakima Rack Attack,6,,,,,,,, Yakima, Rack attack,,,Hitch rack that swings out. Carries 4 bikes. Attaches to 2 in hitch.,,,,,
5954,55.0,fortcollins,https://fortcollins.craigslist.org/bik/d/fort-collins-strider-sport-bike/7471390147.html,2022-04-14 16:30,Strider Sport Bike,3, steel, kids,, like new,, kids,, strider, sport, none (rigid), 12 in,Excellent condition. Comparable new from website $140 - https://striderbikes.com/buy/shop-all/balance-bikes/12/12-sport/  Pls see link for specifics on bike  $55 or best offer,,,,,
5955,85.0,fortcollins,https://fortcollins.craigslist.org/mpo/d/masonville-motorcycle-cover/7471261112.html,2022-04-14 11:55,Motorcycle cover,0,,,, new,,,, Kawasaki,,,,"Brand new cover made for newer Voyager, should fit most full dress bikes",,,,,
5956,24900.0,fortcollins,https://fortcollins.craigslist.org/rvd/d/arvada-2016-outback-210urs-travel/7471229235.html,2022-04-14 10:53,2016 OUTBACK 210URS TRAVEL TRAILER,16,,,,,,,,,,,,"This super clean trailer weighs only 4690 LBs and sleeps up to 8 comfortably. The model has a king size bed that slides out the rear and at 23' overall length when shut it can get into tight spots. Fully functional when the slide is closed the model allows for easy access to the kitchen and bathroom when on the road. Here's a few of the highlights.. Sits high on axles for clearance, sealed heated underbelly for winter use, side cargo door w/ hinged bunk which allows for bikes/storage, ducted AC & heat, outside kitchenette, booth dinette/sleeper, jackknife sofa sleeper, radius arched interior roof, 3 burner stove w/oven, microwave, gas/electric refrigerator, large pantry, tons of storage, flatscreen TV, am/fm/cd/dvd stereo, indoor/outdoor speakers, shower/tub combo, power awning, aluminum rims and excellent tires.. Dealer #44379... ASK FOR JEFF 303-913-4714",,,,,
5957,899.0,fortcollins,https://fortcollins.craigslist.org/spo/d/fort-collins-cybex-625c-upright-bike/7467257183.html,2022-04-14 07:56,CYBEX 625C UPRIGHT BIKE,0,,,,,,,,,,,,,,,,,
5958,4500.0,fortcollins,https://fortcollins.craigslist.org/bik/d/fort-collins-2020-salsa-cassidy-slx/7467638132.html,2022-04-14 05:33,2020 Salsa Cassidy SLX- Carbon-Large,0, carbon fiber, mountain,, like new,, Large,, Salsa, Cassidy SLX,, 29 in,"2020 Salsa Cassidy SLX Carbon Frame -Size Large Frame  Technically details shown on below link:  https://www.salsacycles.com/bikes/2021_cassidy_carbon_slx  -Will come with Crank Brothers Stamp 1 pedals (shown in pic). Clear frame protection in key spots. And spare tube.   Bought this bike new last year from Pedal in Littleton thinking I would get back into mountain biking but only ended up using it for one short trail ride up at Horsetooth. It is in like new condition. Asking $4,500 no trades.",,,,,
5959,5395.0,fortcollins,https://fortcollins.craigslist.org/mcd/d/scottsbluff-2010-honda-stateline/7470898718.html,2022-04-13 14:03,2010 Honda Stateline,10,,,,,,,,,,,,2010 Honda Stateline  Video available on our website at www.seemikesbikes.com  Service Includes Oil Change 30+ Check List  Contact Info: 308-635-2453 or www.seemikesbikes.com More motorcycles at seemikesbikes.com  Mike's Bikes strives to treat others as we would want to be treated. We have been offering quality motorcycles at prices that are extremely hard to beat (with no added fees) for the last 19 years. There is no reason for you to overpay for your next motorcycle!,,,,,
5960,23456.0,fortcollins,https://fortcollins.craigslist.org/bik/d/fort-collins-vintage-1997-diamondback/7470893826.html,2022-04-13 13:58,"vintage 1997 Diamondback mini-Viper 16"", kid's or pit bike",0,,,,,,,,,,,,,,,,,
5961,8895.0,fortcollins,https://fortcollins.craigslist.org/mcd/d/scottsbluff-2012-kawasaki-vaquero/7470888499.html,2022-04-13 13:43,2012 Kawasaki Vaquero,13,,,,,,,,,,,,2012 Kawasaki Vaquero  Video available on our website at www.seemikesbikes.com  Accessories Include Grips Engine Guard Highway Pegs Passenger Backrest Luggage Rack Vance Hines Exhaust  Service Includes Oil Change 30+ Check List  Contact Info: 308-635-2453 or www.seemikesbikes.com More motorcycles at seemikesbikes.com  Mike's Bikes strives to treat others as we would want to be treated. We have been offering quality motorcycles at prices that are extremely hard to beat (with no added fees) for the last 19 years. There is no reason for you to overpay for your next motorcycle!,,,,,
5962,300.0,fortcollins,https://fortcollins.craigslist.org/hab/d/fort-collins-schwinn-ic3-bikes/7455347259.html,2022-03-17 19:40,2 Schwinn IC3 Bikes,2,,,,,,,,,,,,"I have 2 of these bikes, about a year old and barely used. In “like new” condition.  New, these cost close to $750-800 after shipping and tax. I’m asking $300 (cash only) for each bike.  ***Comes assembled. You will need to pick this item up, and you will need a truck.***",,,,,
5963,40.0,fortcollins,https://fortcollins.craigslist.org/spo/d/fort-collins-yakima-srl-mount-and/7470565980.html,2022-04-12 18:12,Yakima SRL Mount and Miscellaneous Parts,4,,,, good,,,, Yakima, Various,,,"Some miscellaneous parts for Yakima round-bar roof racks, including an SRL mount and tray, a pair of wheel forks, a pair of wheel straps, a couple of extra quick release skewers and housings, and various other parts. I used this stuff a few times, but these days I carry my bikes inside the car. This stuff is just taking up space in the garage, please take it off my hands!",,,,,
5964,800.0,fortcollins,https://fortcollins.craigslist.org/bik/d/berthoud-almost-brand-new-electric/7470529195.html,2022-04-12 16:35,Almost brand new electric bicycle,0, composite, folding,,, pedal assist, Electric,, Lectric, Xp,, other/unknown,Only 30 miles ridden. .priced reduced.  Bought two. One for me and one for wife. Both retired and she found she can't ride any more. Need to sell hers. Great condition. Includes saddle bags. 4 inch tires. Check out lectric bikes.com for more details,,,,,
5965,450.0,fortcollins,https://fortcollins.craigslist.org/bop/d/loveland-two-yakima-frontloader-bike/7460401453.html,2022-04-12 14:50,TWO Yakima FrontLoader Bike Rack Upright Roof Mount Front Loader Locks,0,,,,,,,,,,,,,,,,,
5966,12345.0,fortcollins,https://fortcollins.craigslist.org/bik/d/cheyenne-bicycles/7470410648.html,2022-04-12 12:30,Bicycles,0,,,,,,,,,,,,,,,,,
5967,25.0,fortcollins,https://fortcollins.craigslist.org/grd/d/pierce-vintage-bikes/7459606494.html,2022-03-17 16:37,Vintage bikes,2,,,,,,,,,,,,"Vintage bikes,$25 each.",,,,,
5968,80.0,fortcollins,https://fortcollins.craigslist.org/mpo/d/fort-collins-batwing-fairing/7461405028.html,2022-04-12 07:36,Batwing Fairing,3,,,, good,,,,,,,,used and in good condition very adjustable to fit many bikes,,,,,
5969,3800.0,fortcollins,https://fortcollins.craigslist.org/bik/d/fort-collins-2021-norco-revolver-size/7470188981.html,2022-04-11 23:23,2021 Norco Revolver Size Large,7, carbon fiber, mountain, disc (hydraulic), excellent,, Large,, Norco, Revolver FS 1 120, frame and fork (full suspension), 29 in,"2021 Norco Revolver FS 1 120 mountain bike, size large,$3,800 OBO. Bought this to use for longer rides, but turns out I just like my enduro bike too much. Bought back in April of 2021 It only has maybe 20 or so rides on it. Excellent condition, only blemishes are some scuffing on the rear triangle and a scratch in the paint on the top tube (seen in last 2 pictures). All components are stock except for the dropper post. I swapped out the original for a KS Lev Integra 125mm because my girlfriend was riding the bike and the 150mm was too tall.  Specs Frame: 2021 Norco Revolver FS 1 120, size large Rear Shock: RockShox SIDLuxe Select+ (120mm travel) Fork: RockShox Sid Select+ (120mm travel) Shifter/Derailleur: Sram GX Eagle Cassette: Sram XG1275 10-52T Brakes: Sram G2 RSC Dropper Post: KS Lev Integra 125mm Wheels: DT Swiss XR 1700 spline 350 hubs  https://www.norco.com/bikes/2021/mountain/xc-race/revolver-fs-120/revolver-fs-1-120/",,,,,
