,Price,Location,URL,Date,Title,num image,text,bicycle frame material,bicycle type,frame size,wheel size,condition,brake type,electric assist,handlebar type,make / manufacturer,model name / number,suspension,part type,size / dimensions,serial number,year manufactured
203,50.0,dothan,https://okaloosa.craigslist.org/mcy/d/niceville-indoor-storage-for/7467561087.html,2022-04-05 21:08,Indoor storage for bikes...outdoor lot for anything else on wheels,4,"Private long term parking for your rv, boat, trailer,car,truck, van, anything on wheels...  Indoor storage only for motorcycles....and trykes...larger vehicles outside  Great for part time residents, people with HOA issues or anyone who needs long term parking with limited access (pick up and drop off) needed....may allow more pick ups and drop offs if you are always punctual and can work with my schedule....my business is here so I am here often but do have days on job site I am not available from 10am to 5pm...  Private lot at my home/business   no unsuprivised access by anyone, safe and secure  Power available for battery maintainers and  monthly starting service included in price...to keep your item ready to go....also free tire pressure checks upon departure to keep you safe on the road  Prefer at least 6 month terms but may make exceptions (based on space available and size) do not do monthly terms....might allow 1 month once... if your in a jamb...but will have to do a longer term after month expires or remove item.... have tried to do monthly for people in the past and have been burned.... I am not picky what I store but it must be mobile and if value is not much more than storage fees a deposit may be required.....been used as a dump before...pay a month and then leave it here...never to be heard from again....   Prices are in advance for 6 mth terms/ shorter terms call for quote/ longer term discount available  $50 mth for up to 20ft in total length $75 mth for up to 30ft in total length Motorcycle  Indoor storage $75mth  / three wheelers indoor storage $100mth Anything over 8ft wide or 9ft tall may be additional fees....call for quote Anything larger than 30ft call for a quote...based on space available  Have trouble backing trailers...no problem...can be dropped out front and will move with tractor in and out for you....  Please email with guestions or call the number listed and leave message for fastest service....If you use my service you will get my cell phone number....but cant list it here because of scammers.... I usually reply within 15-30 mins... 10am to 10pm... sometimes a little longer if on jobsite....but will reply quickly....   Storage only...not a garage to work on your project...or a campsite...sorry  and I do NOT have anything for sale....",,,,,,,,,,,,,,,
204,35.0,dothan,https://okaloosa.craigslist.org/bik/d/fort-walton-beach-bike-rack-bikes/7466070106.html,2022-04-02 11:18,bike rack   2 bikes,4,"2 bike rack, 2 inch receiver, i think it will fit on smaller receiver.", steel, other, good size, other/unknown,,,,, grabber, grabber,,,,,
205,55.0,dothan,https://tallahassee.craigslist.org/bik/d/tallahassee-saris-bike-rack-for-bikes/7465554151.html,2022-04-01 08:31,SARIS BIKE RACK FOR 3 BIKES- ONE OF THE BEST,3,"THIS ""SARIS"" BIKE RACK, FOR 3 BIKES, IS VERY STURDY, BARELY USED AND IS IN EXCELLENT CONDITION FOR ONLY $55.00.  NEW PRICE IS OVER $210.00, PLUS TAX.  CHECK THE PICS AND CALL ME AT  show contact info .  PLEASE SPEAK SLOWLY WHEN LEAVING A BRIEF MESSAGE AND YOUR PX# AND I'LL RETURN YOUR CALL ASAP.  Take your bike outings from mediocre to unforgettable with this 3-bike, hitch rack. This simple hanging hitch rack sports essential, no-fuss features, including a base that tilts for hatch access, and straight-forward assembly. Constructed from American-made steel, this rack is secure enough to transport a team of bikes to any destination.    The hitch is set up for either 1 1/4 inch or 2 inch.   Product Features Carries 3 bikes, up to 35 lb. each. Easy access to the rear of car with tilting base. Lightweight and quick to attach to vehicle. American-made steel construction that’s built to last.  I DON'T RESPOND TO EMAILS OR TEXTS.    THANKS.", composite, other, MEDIUM TO LARGE, other/unknown,,,,,,,,,,,
206,300.0,dothan,https://panamacity.craigslist.org/bik/d/apalachicola-jc-higgins-sears-26-bikes/7464388986.html,2022-03-29 10:52,"J.C. Higgins (Sears) 26"" Bikes",5,"J.C.Higgins Flightliner and Sears Spaceliner 26"" womens bikes. The Flightliner I believe to be a 1962 and has the best optional equipment. Springer frontend, headlights and taillights(both work). Seat rail. Chrome plated frame. New tubes and tires. The Spaceliner is a slightly less equiped bike, but every bit as beautiful. I believe it to be a 1964. This bike comes with the original whitewalls in decent condition. Both bikes are restored to a high level. Some patina remains, but all greased up and ready to ride and show off! I would like to sell as a pair, but might separate. $300 each or make offer upon seeing the bikes. I will consider delivery if not to far.", steel, cruiser, 26 inch, 26 in, excellent, coaster,, cruiser," Sears, JC Higgins",,,,,,
207,300.0,dothan,https://columbusga.craigslist.org/bik/d/phenix-city-bikes/7461605554.html,2022-03-22 15:50,4 bikes,0,I have 4 bikes 2 are cruisers 2 are regular bikes I can post pictures if message me, other/unknown, cruiser, Unknown, other/unknown,,,,,,,,,,,
208,75.0,dothan,https://panamacity.craigslist.org/bik/d/panama-city-bikes-bikes-biked/7451212295.html,2022-03-21 12:24,Bikes Bikes Biked,7,I have several bikes that ranges from fair to good condition that I'm asking $75 each. Anyone interested can reach me at 850317 5seven47., aluminum, mountain," 27""", 24 in,,,,,,,,,,,
209,35.0,dothan,https://panamacity.craigslist.org/bik/d/panama-city-girls-bikes/7449397035.html,2022-03-21 10:29,Girls Bikes (2),4,"Price is for each bike !  Two Huffy ""BMX"" style girls bikes with training wheels.  Like new condition, barely ridden.", other/unknown, bmx," 20""", 16 in,,,,,,,,,,,
210,90.0,dothan,https://panamacity.craigslist.org/for/d/panama-city-cargo-smart-1250-lbs/7468210354.html,2022-04-18 10:46,Cargo Smart 1250 lbs Capacity Aluminum Truck Loading Ramps NEW,9,"CargoSmart 12 in. W x 78 in. L 1250 lbs. Capacity Aluminum Straight Fixed Truck Loading Ramp with Treads (Includes 2 Ramps) New $90 Firm  NO TRADES  The CargoSmart Straight Ramp is built with aluminum construction and is lightweight. It includes adjustable safety straps for secure loading and is built with rustproof construction. Also offers large top plate for smooth transition for loading lawn mowers.      Super strong and durable ramp     Large tread design with traction cut outs     Top plate attached for smooth transition into truck bed     Best for loading loading ATV's, dirt bikes, push mowers and garden tillers     1250 lbs. per pair (625 lbs. per ramp) distributed load per ramp capacity",,,,,,,,,,,,,,,
211,199.0,dothan,https://okaloosa.craigslist.org/spo/d/miramar-beach-yakima-highroad-wheel-on/7472650718.html,2022-04-18 07:52,2 YAKIMA - HighRoad Wheel-On Mount Upright Bike Carrier,5,"2 available! Gently used and ready for some new adventures! $199 OBO/each both for $375 Carry any bike: Secure, sleek, and simple to use; Carry almost any road or mountain bike; Fits 26"" to 29"" wheels and 23 mm to 4"" tires with no adjustment Streamlined protection: Low profile tray minimizes hatch interference; no wheel removal and no contact with the bike frame (an ideal option for carbon fiber bikes and custom paint jobs) Roof rack required: Crossbar spread must be between 18"" and 35""; Tool-free, universal mounting hardware fits most roof racks; T-Slot compatible with SmarT-Slot conversion kit (sold separately) Easy to use: New integrated TorqueRight tightening knob is quick and easy to adjust and secures your bike with precision Protect your gear: 2 SKS (Same Key System) locks (sold separately) can be added to lock your bike to the mount and the mount to the base rack",,,,, excellent,,,, Yakima, 8002114,,, 56x9.5x4.5,,
212,1.0,dothan,https://columbusga.craigslist.org/snw/d/albany-motorcycle-atv-and-small-engine/7466202040.html,2022-04-18 07:58,"Motorcycle, ATV, and small engine Repair",9,"Been working on motorcycles for a long time now, for personal use or for friends and family. I can mostly work on any bike, from doing routine maintenance to engine rebuilds. Vintage motorcycles and dirt bikes are my bread and butter. Also willing to work on ATVs or anything with a small engine like mopeds, lawn mowers, weed wackers, chainsaws, etc. Shop rate is $45/hour. Call or text me at  show contact info",,,,,,,,,,,,,,,
213,9999.0,dothan,https://columbusga.craigslist.org/wad/d/columbus-wanted-old-motorcycles/7472596448.html,2022-04-17 23:53,Wanted Old Motorcycles 📞1(800) 220-9683 www.wantedoldmotorcycles.com,24,"Wanted Old Motorcycles (1930's 1940's 1950's 1960's 1970's) For Private Collection. www.wantedoldmotorcycles.com  Buying ""as is"" condition, picking up and paying fair market value. One bike, a barn full or NOS part lots.  Contact for a CASH offer on your old motorcycle:  ✅ Call ☎ (800)220-9683  ✅ Visit the WEBSITE: www.wantedoldmotorcycles.com  In search of 1980 and older: Harley Davidson Knucklehead Panhead Shovelhead Flathead MX250 AMF Honda: CB CB750 FOUR Sandcast K0 K1 K2 K3 CBX 1000 CB400F CB450 CB550 CT70 Trail 70 CB400 Kawasaki: H2 750 Triple Z1 KZ 900 H1 500 KZ900 Z1R KZ1000 MK2 MKII LTD KZ1300 S2 S3 KH400 Norton: Commando Atlas P11 Ranger Manx Jubilee Navigator Dunstall Rotary 850 Dominator 900kz 900z BMW: Airhead R50 R50/2 R60 R65 R60/2 US R50/2 R27 R80 R90 R75/6 R90/6 r90S R69s R69 R69US Triumph: X-75 Hurricane Bonneville Trident Tiger Daytona 650 t120 t140 t150 t160 Pre Unit X75 z1000 Yamaha: RD Rd350 Rd400 XS1 XS1B R5 XS650 Big Bear YA1 1973 1974 1975 1976 1977 1978 1979 Suzuki: GT750 Waterbuffalo RE5 GT380 GT500 GT550 T500 Titan Re-5 Indy Water Buffalo T350 BSA: Rocket 3 Gold Star Thunderbolt Lightning Spitfire Golden Flash B44 Victor Special A50 A65 Indian: Chief Junior Scout Arrow V Twin Factory Hillclimber Single Belt Drive Hendee Prince 1000kz Ducati: 750ss GT 860 Monza DM750 900ss GTS Darmah Desmo Mk3 Diana Elite DM450 SCR R/T RT  Husqvarna: 360 400 cross WR450 Sportsman Prototype 1965 1966 1967 1968 1969 1970 1971 1972 Moto Guzzi: Le Mans Eldorado Ambassador Falcone Lemans V7 Sport 750S T3 Airone El Dorado All other makes, RUNNING OR NOT, JUNK OR MINT. No GL1000 Goldwings or 1981 and newer  Paying you and picking up at your location, very safe, super easy. You won't have to bring your motorcycle anywhere.  Willing to purchase immediately in any condition: good or bad, complete, incomplete, restored or needing restoration.  If you lost your title or registration, not a problem.  Buying ""as is and where is"" means exactly as it sounds. Whatever shape it's in and wherever located, buried in cluttered basements or outside in a overgrown back yard. Excellent classic survivors, fixer upper winter projects, junker bikes too.  Get the details how to turn your motorcycle into the money you want the ez way at website: www.wantedoldmotorcycles.com   SELLING DOES NOT GET EASIER!  Call to get a offer, the number is a landline not a cell phone: (800)220-9683, please leave a message if no answer.   GET PAID THE IMMEDIATE MONEY YOU WANT! PAYING AND PICKING UP AT YOUR LOCATION.  Please dont contact if you are trying to buy, nothing is for sale, no trades or barter, everything is kept.  www.wantedoldmotorcycles.com  Own a antique motorcycle untouched the past 30 years? Sell it! Get paid the money you want. Make room in your garage, shed, building or reclaim the basement space. Regardless of condition, send a email with your asking price. If you don't know how much you want, attach a few pictures with your digital camera or iPhone and ask for an offer. Fast, simple and you don't have to get a basket case put together, clean it up or do anything to the motorcycle. Always buying things ""as is"", coming to you, at a time that works on your schedule, weekdays or weekends. Spending huge amounts for vtg dealership NEW OLD STOCK, fastest payment, speedy removal. www.wantedoldmotorcycles.com  Call (800)220-9683 please no text messages (This is a land line not a cellphone or smartphone) voicemails ok.  ALWAYS BUYING AS IS! You won't need to do a thing. Don't wash it, just count the cash. It can not get easier.  For an instant offer go to the website and include pics or info anytime. Its the best way to sell at the price you want. ✅ Use the Online Form: https://www.wantedoldmotorcycles.com/contact.html (copy and paste link)  WTB: Vintage Post war British * Japanese * American * Italian * French * German * Laverda - Rickman - Bultaco - Benelli - Matchless - Royal Enfield - Vincent - Velocette - Parilla - NSU - Morini - Aermacchi - Maico - Hodaka Combat Wombat - Rokon - Brough Superior - MV Agusta - Motobi - Sachs - Rupp - Greeves - Ace - Ossa - Vizio - Montesa - Mondial - Premier - Fantic - Pope - Henderson - Cleveland - Excelsior - Flying Merkel - Crocker - Ariel - Casal - Horex - Cyclone - Gilera - Kaizom - AKT - Jawa - Hercules - Buell - Bimota - Whizzer - Tomahawk - Maserati - Bianchi - Cagiva - Yale - Nimbus - Panther - Artic Cat - Rudge - Scott - Terrot - Ural - DKW Dogs -Thor - Sony - Metisse - Motosacoche - James - Cushman - Bombardier - Universal - AJS - KTM - ESO - CZ - Zundapp - Rumi - Can-am - Fratelli Ferrari - Sunbeam - Ski-doo Mini-trail - Ceccato - Puch - Lambretta - Vespa scooter moped - Simplex - ISO 1950s: 1950 1951 1952 1953 1954 1955 1956 1957 1958 1959 1960s: 1960 1961 1962 1963 Two Stroke Triples S1 Mach I 250cc 350cc 400cc H1500 III 500cc KH500 H2750 IV 750cc Z1900 900cc Z1-R z900 kh KZ-1000 MK. Mark II 60's 70's 80's 1 2 3 4 I widow maker Supersport SS 1000cc 1300cc MK11 Z1R-TC MKV MKIV MKIII ATP TC2 Kz900ltd 1000z KZ1000LTD 1982 KZ1000R. 1980's 81 82 Z750RS Z2 z1300 KSR KZ-1100 KZ650 KZ750 Samurai cb750k K4 K5 K6 CB-750 CB750F CB350F C100E CZ100 CB350 GS400 GS425 Black Bomber CB500 CB550F HD Trophy Tigress Bantam RM250 RD500 256gb 1964 RZ500 RZ350 RZ XS-1 XS1-B 32gb XS-650 128gb TZ 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 71 72 73 74 76 77 78 79 Z1-R Z1A Z1B Z1-A Z1-B H2A H2B H2C H1a h1B H1C H1D H1E H1F z1-a z1-b h2-a h2-b h2-c kzp turbo charged blower models Rd250 Goldstar Thunderbird Shooting Fleetstar Barracuda International Wes Cooley California Edition, Eddie Lawson replica racing ELR, autograph shovel Mathews Craig Vetter CBX1000 CB71 CB77 Superhawk  THINKING OF THINK OF SELLING, CALL TODAY! (800)220-9683  Seeking those serious collectors who spent their entire life collecting the finest, retired dealers having left over inventory large or small should hold out for Top Dollar, Kelly BlueBook or NADA appraised estimates. Fine collectable museum quality rarities hagerty insured are practically unique and deserve highest possible, KBB book appraisal prices, receive a total fortune. Dear sir, you found the buyer.  Why not take a minute now go to website: www.wantedoldmotorcycles.com and find out what yours is worth in a couple minutes while relaxing in comfort on sitting on your sofa couch or desk chair.   Seller Option 1: Spend hard earned dollars on hiring a mechanic to fix your dusty taken apart project or doing repairs or restorations yourself. Grab a repair manual service guide hunting for correct tools. Pull out the iPad, start ordering the missing parts to rebuild it, taking weeks assembling, cleaning washed waxed detailing, a second fresh wax detail, listing on Facebook marketplace for the first stranger to arrive in a car, not even a truck, complaining wanting it delivered, tire kicking, offered less then half or a trade, meeting halfway for delivery, zero in their empty pocket offering a check. Horror stories, tell me, hasn't that happened! Theres a right and a wrong way. Shouldn't hear the story again.  Sellers options 2: PICK UP YOUR PHONE DIAL 800-220-9683 NO WORK! QUICK! CONVENIENT! HASSLE FREE!   Finder fees payments if lead is purchased! Plus earn some bucks for tips! Maybe a cousin still owns his retro cafe racer. Attend weekend neighborhood sales? Spot a nice survivor, get a bonus cut if its bought! Locate a dragster that doesnt run at flea markets, Aunt Sue has her dad's chopper, she might be curious to a estimate. Nobody wants silly pawn shop pricing, ask a expert. Don't ask your only uncles advice to appraise dads bobber, Im sure uncle Joe has no appraiser skills. Eye a rusted rat rod enduro at a storage facility or motorbike at a estate auction? Howabout a scrambler Pickin' at a tag bazaar? Are you a plumber, house keeper, tree cutter, home aide, electrician, You probably will pass a dozen or more a year. People with jobs that require them going in and out of homes, traveling such as a general contractor working with a hvac renovation job. If you do give him my number and say you referred the present owner here. It doesn't matter if you are a scraper dumpster diving, a hunter outdoors and you stumble upon a pair of choppers in a field. Find a disassembled basketcase stored in grandmothers cellar, moms attic, outdoor in grandpas canvas carport. You can easily get a percentage for a referral reference.  Someone has been searching, forever on the hunt purchasing: Bobbers, military production or experimental track trackers, hill climbers, board tracker enduros, Trial Trials, mc road dirt climber scramblers minibike police cycles scooters mopeds non original, customized or specialized, superbike era street replicas, Briggs & Stratton cord starter powered minibikes, foreign scotty import Servicar, imported fastback Grand Prix racers, Also: Bell M/C Helmets, Dealer porcelain enamel Advertising Signs from closed dealerships, rare HTF cycle related collector memorabilia, AMA club Motocross capability championship trophies, used Bates men's / women's leather jacket, riding gear leathers woman's & mens in every size AHRMA clubs clothing: t-shirts jackets coat suit mx boots. engines, motors, king seat, Denco chambers exhaust pipes, carburetors etc Handle bars, masters master cylinders, roadster rims, side stand center away travel hand extension open whole pole hitch led fuel injected carburetor blowers, repainted color fiberglass petrol tank, wheels fairing saddle bags, roller lift, pneumatic jack table lifts, ATC Atv Utv, 4k clubman roadsters, Weather the frame is broken and needs the damaged motor fixed, Purs like a kitten and runs like a scalded dog chasing cats. It doesn't have to be a gem. Repaired gas tanks painted pink with purple polkadots insane colors candy lime red yellow silver midnight blue orange white brown grey burgundy copper aluminum aqua olive gray platinum rust maroon. Shaftdrive or chain shaft model, dead battery, bent handlebars, one sick looking puppy with flat tires or a trailer it everywhere show queen. Custom paint with skulls and spiderwebs or kittens and puppies. Guns and roses to a peace sign and flowers no customization is too odd or extreme. Rotted and rusty to mirror polished chrome. United States manufacturers never change hire increased mobility provides mind adds chase grows Interpol jap, Strap plowing trading cards come person checks miss voicemail I'm address bed salt smart diesel Trek sharp tin plow knife autographed helmet Powerplus CT-70 CT125 A65L A70L T65 R GT185 copy 8 125 0 150 0 175 2 200 2 MX-250 0 350 380 380cc 9 6 850cc 8 550 3 c a t 1100 101 401 402, WL FL LG J JD JDH FLH KHK KR VL VLH VLD WLA WR U UL DVD ULH TV XA SUV T120r TR6R T110 TR65 TR7T TR65T T140LE Royal Wedding T140J T140AV TR7AV TR7VS T140ES Electro Electric starters W1 w2 w2ss T150V Three Quad T90 T100 T100A T100SS T100S T100R TR5T T140W TSS T140D T140E D1 D3 Major D5 D7 D10 RV90 RV125 A1 A2 A3 Motocompo Hi-rider Interstate, champion spark plugs carbureted, carb z50 ko kit tool sets toolkit kick, Crate Bored Engine, Spit fire Hornet A75 Dk2 440 Mag Magnum target enclosed lcd rim, compound Warrior Blackhawk landscaping jeep ford cj Sportster XR750 4x4 bbq Grill dewalt Makita Ryobi rigid thermostat nest ring doorbell bosch vacuum Precision Terrain R100 r100RS blades provide efficient finish designed mowing larger estates Due beneficial mulching properties suited gardening applications four-wheel-drive maneuverability Craftsman Co Troy-Bilt Decker, Ferris Greenworks Whether fashioned innovation lawnmowers available Walk-Behind Mowers Tow 159cc High Self-Propelled EGO Select XP 18"" Volt LXT Lithium-Ion Cordless Batteries Charger Included 173cc Push Earthwise 16"" 7-Blade Reel garden hose digger tandem Refrigerator fridge Kenmore oven dishwasher Microwave humidifier tickets ticket printer A/C washer heater archery Meyer angle love weedeater lawnmower got salvage yards scrap dozens lawn mower pontoon Evinrude Odyssey ping TaylorMade Titleist Golf iron bow dining living bedroom set toys books weighted blanket hoyt Cam Dryer Power screen hoarder Rolling loader pan Box picker rent loveseat sectional game Wen duromax tractor stihl chainsaw Nikon remodeling fishing camping hoist flatwork landscape plumbing electrical carpentry hour polk schwinn Oldsmobile Pontiac Firebird Camaro Corvette Convertible Corvair pet Chevy Dodge 4wd 2dr coupe Hudson heating cooling pool sauna welder cans neon beer cabinets shelving vise pellet stove carpet RV Z500 Z550 KZ500 KZ550 GPz550 Z750B KZ305 CSR TSX TS8-1 ohc 88 497cc 99 596cc GPz750 GPZ1100 gpz B1/B2 legal dirtbike xr yfr yrf Impala Chevelle Hurst olds Cadillac mustang Camino dart viper duster Bel 750k tr6 cb72 pickers scope toro ladder scaffold painting John Deere Bicycles bicycle shadow muzzle Fat kat CB160 CB360 CB360T Roomba Baby Dream 305 CA CA90 CA95 CL350 CL77 Sand Cast Loan, vin, motorized vehicle cc Rapide, Rebel Metal, Kaw TR5 Stroker, Bonnie, Adams signed mobile Camron Cobra Mizuno Nike generator 15,000 watts spa hot tub carhartt jacuzzi inverter generac Westinghouse automotive cruiser, Barrow, sled soccer baseball football nfl detector nascar, 250 venue Disco Volante, Campera Supreme Sports Bushman Polaris starfire balls C65 S65 Motosport SL70 ST70 st90 CM90 C90 CT200 S90 Benly Benley C92 CB92 Elsinore CR250M Hellcat ATC90 CR93 ATC70 ATC110 ATC125 ATC200 NR500 NSR500 CR250R MT250 MT125 XL70 XL100 XL125 XL175 XL250 XL Hawk CA77 SL350 Electra Snow Terrier Cub snowmobile Carburettor Wheeler Thruxton Tina Speed Camper cadet ram Adventurer 745cc Mercury P11A N15 6T 441 3TA 5TA TR25W T100C TR6C TR7V DBD Ramp outboard ariens Avenger Centurion G4TR G4 Boss KV100 Green Streak F3 Bushwhacker A10 F4 Sidewinder Dyson F5 Bighorn boat F6 125cc F7 CR750 175cc F8 Bison Drone F9 ZXR ZX-7 1000R Ninja ZZR-1000 GPZ900R KH125 KH250 1015cc Sei sidecar Z750 KZ400 RS750 Z400 KZ440 Z440 KZ350 Z650 ST (Six cylinder) J1TR 85cc CL CX CB650 CB250 CB125 CB175 CL100 8002209683 CL305 CL360 CL450 450cc Z50A Monkey Z50M Z50R Z50J QA50 C71 C72 C76 C77 A4 A5 A6 A7 GS Air Head Heads R12 R17 R32 R35 R39 R68 R-series M85 M80 C100 CA100 C50 C110 GS1000 GS750 GS850 C115 MR50 CT50 CT-series CT90 90 Copyright © 2013-2022 by www.wantedoldmotorcycles.com. All rights reserved.  1900 1901 1902 1903 1904  1905 1906 1907 1908 1909  1910 1911 1912 1913 1914  1915 1916 1917 1918 1919 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39  40 41 42 43 44 45 46 47 48 49  18002209683 1920s: 1920 1921 1922 1923 1924 1925 1926 1927 1928 1929 1930s: 1930 1931 1932 1933 1934 1935 1936 1937 1938 1939 1940s: 1940 1941 1942 1943 1944 1945 1946 1947 1948 1949  Websites app accessed by Android Devices (Samsung Galaxy s20, s21, s10, s9, s8, Note) or Apple device: iMac, iPod 8 9 10 11 12 13, MacBook pro, Microsoft google Chromebook laptop / tablet / desktop computer.  www.wantedoldmotorcycles.com   ***If you have most symptoms of Corona Virus Covid-19, Wear a surgical mask (N95 respirator masks) disposable latex rubber nitrile gloves. Stay safe, remember if you feel a little unwell, wait.***  *** FINDERS FEE if leads materialize. Help a neighbor, relative, friend or others ***  Copyright © 2013-2022 by www.wantedoldmotorcycles.com. All rights reserved.",,,,,,,,,,,,,,,
214,30.0,dothan,https://panamacity.craigslist.org/bop/d/panama-city-beach-serfas-gel-bike-seat/7466012680.html,2022-04-17 09:10,Serfas gel bike seat,4,"SERFAS Automatic pressure release dual density gel bike seat.  Fits all bikes.  Like new.  $30.  Call, text or email me.  Panama City Beach.",,,,, like new,,,,,,,,,,
215,3000.0,dothan,https://tallahassee.craigslist.org/mcy/d/havana-honda-dirt-bikes/7460161684.html,2022-03-19 07:53,2 1978 honda dirt bikes 250/185,0,,,,,,,,,,,,,,,,
