,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,frame size,make / manufacturer,wheel size,num image,text,condition,model name / number,brake type,electric assist,handlebar type,suspension,serial number,size / dimensions
4322,1.0,sandiego,https://sandiego.craigslist.org/csd/mcy/d/san-diego-buy-bikes/7470505739.html,2022-04-12 14:33,I buy bikes!,,,,,,2,"I buy all kinds of bikes, any condition and running or not. Lost title ok Expired registration ok Damaged ok Please call or text at 619-339-5985 thanks.   Cbr 600rr 1000rr 250r 300 500 Rc51 ninja zx10r zx6r 650r 250 r1 r6 r3 gsxr 600 750 aprilia 1000 Ducati Harley custom enduro dual sport",,,,,,,,
4323,6695.0,sandiego,https://sandiego.craigslist.org/nsd/bik/d/carlsbad-2019-santa-cruz-blur-cc-large/7458158138.html,2022-04-12 12:08,2019 Santa Cruz Blur CC (Large), carbon fiber, mountain, Large, Santa Cruz Bikes, 29 in,9,"FAST! FAST! FAST!  Original Owner - find me at the Sea Otter Classic in Monterey this week/weekend (April 6-10) to check it out in person.  Bought this bicycle new after a podium finish at Cactus Cup and absolutely LOVE the carbon weight and speed of it. I'll have to weigh it again, but I think it sinks the scale to a whopping 23 lbs... WITH PEDALS!  Shifter Lock Out Reserve Wheels (lifetime warranty) SRAM XO1 Eagle drivetrain  Strava says I've put 1,041.5 miles on the Blur. Aside from riding around to lube the grupo, cruising campsites, and just rolling with no strain, it should be pretty accurate. That's roughly 30 miles/month... next to nothing.  I added the Reserve Wheels and just bought new brake pads, new Ground Control Grid 2Bliss tires (lubed with Orange sealant), new silicone grips, and a new XO1 chain (all December 2021)... My mouth is watering just typing this stuff.  I'm not going to be racing much anymore, so I'm looking to move toward an all-mountain platform to ride with the girlfriend and buddies of my older generation. Not throwing in the towel yet, but I'm in my fifties now and have found reasons to pull back the speed a bit.  Thanks for checking out the bike. Please ask questions and I'll tell you all that I can.  The bike retailed at $9,400 new when I bought it. Current retail for the 2022 Blur CC X01 with Reserve wheels from Santa Cruz runs approximately $10,000.  Call/text Chad 858.9hundred.59hundred", good, Blur, disc (hydraulic), none, flat, frame and fork (full suspension),,
4324,65.0,sandiego,https://sandiego.craigslist.org/csd/bik/d/san-diego-beach-cruiser-bikes/7470424279.html,2022-04-12 11:54,Beach cruiser bikes, other/unknown, cruiser, 18 in,, 26 in,7,"Two 18in beach cruiser bikes for sale with baskets included  Hoping to sell semi-quickly so shoot me an offer. Will consider a bundle deal if taking both.  Asking $100 for the (light blue) Huntington. Originally $200. Decent condition, normal wear and a few rust spots, none of which affects performance.  Asking $65 for the (dark blue) Thrasher. It was originally the better bike but has a punctured tube in back and the handlebars are sticky, so I'm selling for cheap because I don't have time to fix myself. Will be a good bike after a little work.",,,,,,,,
4325,100.0,sandiego,https://sandiego.craigslist.org/csd/bop/d/san-diego-industrial-park-it-powder/7470361391.html,2022-04-12 10:03,Industrial Park-It Powder Coated Steel Bike Rack Lock (5 Bikes),,,,,,3,"Never installed, just some scuffs from storage. This is very sturdy.", excellent,,,,,,,
4326,175.0,sandiego,https://sandiego.craigslist.org/ssd/bop/d/chula-vista-yakima-car-roof-rack-for/7469961447.html,2022-04-11 11:38,Yakima Car Roof Rack for Bikes,,,, Yakima,,2,"This rack will carry two or three bikes on top of your car and it includes: -Two roof rails (48"" wide). -Three Yakima Viper bike rails with locks and matching keys. These rails fit 29"" mountain bikes as well as road bikes. And of course, 26"" mountain bikes. -TwoYakima windscreen (38"" or 44"" wide). -Two sets of Yakima mounting towers. The first is Yakima Low Rider roof towers (typically for SUV's) and the second is  Yakima Q-Tower roof towers (typically for sedans such as Camry or Corolla) with matching locks and keys.  -Installation instructions.  The bike rails and the towers come with matching locks and two keys. This rack cost more than $500 new. First $50 takes it.  Go to this link to determine which roof towers will work for your car: https://fitlookup.yakima.com/?_ga=2.43852195.728930814.1649698535-198521088.1647902792   Local only and cash only, please.", excellent, Viper/Q-Towers/Low Riders,,,,,,
4327,100.0,sandiego,https://sandiego.craigslist.org/ssd/bop/d/bonita-bike-car-rack/7463833117.html,2022-04-10 16:46,Bike car rack,,,,,,0,"Swagman 2 bike hitch rack. Fits 1 1/4” or 2” receiver. Set on style for ease in loading and safely transporting bikes. Has a 35lb rating per bike, not for heavy ebikes. I carried my 42lb bike with no problems.", good,,,,,,,
4328,80.0,sandiego,https://sandiego.craigslist.org/esd/bik/d/spring-valley-kids-bikes/7462548282.html,2022-04-10 16:15,2 kids bikes, steel, kids, n/a,, 20 in,4,$75 each.  SE racing Bronco mini 20” .   Schwinn Pixie 16”., fair,,,,,,,
4329,525.0,sandiego,https://sandiego.craigslist.org/nsd/bop/d/del-mar-saris-bicycle-rack-bikes/7469603584.html,2022-04-10 14:30,Saris Bicycle Rack (2 Bikes),,,, Saris,,3,Saris SuperClamp EX - 2 Bike Rack - Like new. Fits 2” hitch., like new, SuperClamp EX,,,,,,
4330,50.0,sandiego,https://sandiego.craigslist.org/nsd/bop/d/poway-hollywood-bike-rack-tow-hitch/7469323295.html,2022-04-09 19:33,"Hollywood Bike Rack - Tow Hitch, 5 bikes",,,,,,7,Hollywood bike rack.  Very sturdy!,,,,,,,,
4331,15.0,sandiego,https://sandiego.craigslist.org/nsd/for/d/vista-bike-tow-hitch-for-bikes/7469307075.html,2022-04-09 18:18,bike tow hitch for 2 bikes,,,,,,3,Bike tow hitch available to help you carry 2 bikes..  Free up back of cargo area for other fun items.  Call or text 61 9807 zero two 3 5.  $15.,,,,,,,,
4332,150.0,sandiego,https://sandiego.craigslist.org/nsd/bik/d/san-diego-road-bike-used-rarely/7469162794.html,2022-04-09 12:04,road bike used rarely,,,,,,0,,,,,,,,,
4333,1.0,sandiego,https://sandiego.craigslist.org/csd/mcd/d/lemon-grove-we-pay-cash-for-bikes-get/7469143523.html,2022-04-09 11:24,"⚡️⚡️We pay cash for bikes, get paid today!⚡",,,,,,24,"Looking for a stress free way to sell your motorcycle?Onyx Moto is your solution for converting your bike to Cash! We Offer:- Competitive upfront pricing- Same day cash for your bike- Loan payoff available for financed bikes- Free pickup service!Ride in today for a free no-obligation appraisal of your motorcycle, or give us a call/text with all your questions.  www.OnyxMoto.com7696 Broadway Lemon Grove, CA San Diego, CA 91945 Tuesday - SaturdayOpen 10am to 6pm📱(619) 777-6725 📱  Honda enduro Yamaha 01 02 owner 03 1200r s2r 1299 electric 1299s 1299r 899 899r 899s  bmw can-am canam indian Harley Harley-davidson Davidson hd vespa triumph victory ktm gas Benelli bennche big cbr-600rr cbr1000 cbr1000rr 1000rr fireblade fire blade r6 r6s r1 ZX14 ZX14R ZX-14 ZX-14R busa hayabusa 2016 2017 2018 2019 2010 title loan lien salvage zx1300r 1300r Suzuki Kawasaki black pearl green silver white gold yellow repsol ducati strada monster 821 1200  r1s r1m r1-m r1-s r1r r6r gsxr600 gsxr gsx-r600 dog choppers bombardier brammo buell cfmoto 2002 2003 2004 2005 derbi ebr genuine husaberg Husqvarna Hyosung kymco lance lifan moto guzzi mv agusta mv-agusta Polaris carbon fiber royal enfield slingshot ssr sym swift motors ural zero aprillia lease loan finance Aprilia Cbr 250 r cbr250 cbr300 zx9r zx-9r 848 corse evo se street beginner first bike figher streetfighter superbike dark panigale 1198 1198r 1198sp 1098 onyx 1098r 1098s 999 999s 999r 748 748r 748s supersport cb650f cbr650f interceptor cb1000r grom z125 cb300f cb300 white silver  z650 h2 600rr fxdbp fxdf club xl883n xl883l xl1200 fdl flstf flstfb fxdc fxdl xl1200x h2r cbr300r 300r ex250 ex250r cbr600rr 600rr cbr600r xl1200v 2000 2001 2006 2007 2008 2009 clean title 2010 2011 2012 2013 2014 2015 r600 15 16 17 gsxr-600 gsxr750 gsxr-750 04 05 06 07 gsx-r750 r750 08 09 ninja250 zx6r zx-6r zx-6 zx6-r zx cb ZX10R ZX-10R ZX10 10 750 gsxr1000 796 795  659 796 1100 800 959  ninet f800 f800r hp4 rsv4 rsv-4 rs-v4 rsv4rr multistrada multi diavel 11 12 13 14 project restore vintage hypermotard pink grey blue hyper motard 1199 rent helmet trade 1199s 1199r exhaust toce superlegerra tricolore cbr500r 500r cbr-500r moto  tuono shiver spyder blue red orange purple  dragster 800 gsxr-1000 gsx-r1000 r1000 supersport sport gixxer liter leader 250r 300r 300 300r 650 650r ninja ZX10-R 10R 1200s zx13 zx9 abs krt winter test 400 pro z900 versys klr klx kx akrapovic two bros fz09 fz-09 fz 09 fz07 fz-07 09 r1s fz6 fz6r fz-6r fz10 mt10 fz-10 mt-10 bolt vstar v-star gsxr250 gsx-s1000 gsx-r1000 bouelvard sv650 sv650r gsx-s100 dr650 drz400 dr-400r super moto supermoto s1000rr 1000rr 18 19 20 s1000r yzf yzf-r6 yzf-r1 yzfr1 yzfr6 636 gs Vulcan dirt scooter triple brp 675 675r street bob streetbob glide sportster dyna softail v-rod vrod touring cvo trike iron 883 forty-eight 48 forty eight superlow super low custom seventy-two low rider fat bob fatbob wide softtail boy lo deluxe heritage slim breakout night rod muscle road king electra fxdb",,,,,,,,
4334,400.0,sandiego,https://sandiego.craigslist.org/ssd/bik/d/chula-vista-gt-avalanche-mountain-bikes/7469080329.html,2022-04-09 09:34,GT Avalanche Mountain Bikes, alloy, mountain, 16, GT, 24 in,0,Pair of GT Avalanche Mountain Bikes.  Great condition..... asking $400 Firm, good, Avalanche, disc (hydraulic),, other/unknown, other/unknown,,
4335,329.0,sandiego,https://sandiego.craigslist.org/nsd/for/d/escondido-wacky-trike-bikes-for-sale/7456185142.html,2022-04-08 17:03,Wacky Trike bikes for sale,,,,,,3,"Selling 4 Wacky Trike Tricycles. Brand new. All put together and work great.  Large Tricycles can be used for party rentals, or for personal fun. $329 each.  We have 4 available (2 pairs). We live in Escondido off Bear Valley Parkway    Bicycle for sale, Party Rentals, Jumper Rentals, Toys for sale, bike for sale,",,,,,,,,
4336,100.0,sandiego,https://sandiego.craigslist.org/csd/bik/d/spring-valley-schwinn-pixie-bikes/7465746827.html,2022-04-08 14:18,Schwinn pixie bikes,,,,,,0,,,,,,,,,
4337,295.0,sandiego,https://sandiego.craigslist.org/nsd/bpo/d/carlsbad-dahon-marine-folding-bikes/7468488423.html,2022-04-08 01:54,DAHON marine folding bikes,,,, Dahon,,0,2 Dahon marine folding bikes gently used in carry bags. $295 each, like new, Marine,,,,,,
4338,250.0,sandiego,https://sandiego.craigslist.org/csd/bik/d/la-mesa-bikes/7468441879.html,2022-04-07 19:19,Bikes, steel, road, Small,, 26 in,0,"Several bikes and bikes trailer- all need repair- Schwinn Meridian blue adult trike, needs cleaning up new tires. $300.00 Colorado made bike trailer will fit dogs and up to 400 lbs. very well made and stable, needs cleaning up and new fabric. Cost $600 new. Asking $250. Trek small frame road bike, ice blue color, needs upgrading. $200. Trek Antelope small frame mtn.  bike, needs upgrades, and cleaning up$150. Fold-up heavy duty electric bike, an oldie but goodie, needs new battery, tires, etc.  A great project for these expensive gas times. $250. All bikes need new seats and some TLC but to the right fix up person a bargain Please call and leave msg to see.", fair,,, pedal assist,,,,
4339,1.0,sandiego,https://sandiego.craigslist.org/csd/mcd/d/corona-we-buy-bikes-get-paid-today/7468212235.html,2022-04-07 10:10,"💸💸 We Buy Bikes, Get Paid Today!💸💸",,,,,,0,"Need to sell your bike?  Selling your bike can be a stressful and time consuming process. Having to deal with scammers, lowballs, window shoppers, and meet ups which might not always lead to sale.  Maali Motorsports takes away all the stress and turns your bike into cash!  We Offer: - Competitive pricing over other dealerships - Same day cash for your bike - Pickup service available if you're unable to bring it in - Loan payoff available for financed bikes - Transfer ownership of your bike with the DMV  Where can I go to get started?  Submit our form down below and our team will reach out. https://www.maalimotorsports.com/--sell-your-bike  Or give us a call with any questions at 951-339-9990  Maali Motorsports 1540 Commerce St STE B, Corona CA 92880     Honda enduro Yamaha 01 02 owner 03 1200r s2r 1299 electric 1299s 1299r 899 899r 899s bmw can-am canam indian Harley Harley-davidson Davidson hd vespa triumph victory ktm gas Benelli bennche big cbr-600rr cbr1000 cbr1000rr 1000rr fireblade fire blade r6 r6s r1 ZX14 ZX14R ZX-14 ZX-14R busa hayabusa 2016 2017 2018 2019 2010 zx1300r 1300r Suzuki Kawasaki black pearl green silver white gold yellow repsol ducati strada monster 821 1200 r1s r1m r1-m r1-s r1r r6r gsxr600 gsxr gsx- bombardier brammo buell cfmoto 2002 2003 2004 2005 genuine Hyosung kymco lance lifan moto mv agusta mv-agusta Polaris carbon fiber slingshot ssr sym swift motors zero aprillia lease loan finance onix Aprilia Cbr 250 r cbr250 cbr300 zx9r zx-9r 848 corse evo se street beginner first bike figher streetfighter superbike dark panigale 1198 1198r 1198sp 1098 onyx 1098r 1098s 999 999s 999r 748 748r 748s supersport cb650f cbr650f interceptor cb1000r grom z125 cb300f cb300 white silver z650 h2 600rr fxdbp fxdf club xl883n xl883l xl1200 xl1200x h2r cbr300r 300r ex250 ex250r cbr600rr 600rr cbr600r xl1200v 2000 2001 2006 2007 2008 2009 clean title 2010 2011 2012 2013 2014 2015 r600 15 16 17 gsxr-600 gsxr750 gsxr-750 04 05 06 07 gsx-r750 r750 08 09 ninja250 zx6r zx-6r zx-6 zx6-r zx cb ZX10R ZX-10R ZX10 10 750 gsxr1000 796 795 659 796 1100 800 959 ninet hp4 rsv4 rsv-4 rs-v4 rsv4rr multi diavel 11 12 13 14 project pink grey blue 1199 rent helmet trade 1199s 1199r exhaust toce superlegerra tricolore cbr500r 500r cbr-500r moto tuono shiver spyder blue red orange purple dragster 800 gsxr-1000 gsx-r1000 r1000 supersport sport gixxer liter leader 250r 300r 300 300r 650 650r ninja ZX10-R 10R 1200s zx13 zx9 abs krt winter test 400 pro z900 versys akrapovic two bros fz09 fz-09 fz 09 fz07 fz-07 09 r1s fz6 fz6r fz-6r fz10 mt10 fz-10 mt-10 bolt vstar v-star gsxr250 gsx-s1000 gsx-r1000 bouelvard sv650 sv650r gsx-s100 drz400 dr-400r super moto supermoto s1000rr 1000rr 18 19 20 s1000r yzf yzf-r6 yzf-r1 yzfr1 yzfr6 636 gs dirt scooter triple brp 675 675r street bob streetbob glide sportster dyna softail v-rod vrod touring cvo trike iron 883 forty-eight 48 forty eight superlow super low custom seventy-two low rider fat bob fatbob wide softtail boy lo deluxe heritage slim breakout night rod muscle road king electra fxdb",,,,,,,,
4340,2295.0,sandiego,https://sandiego.craigslist.org/csd/sgd/d/electric-the-mid-drive-ebike-that/7468184560.html,2022-04-07 09:23,ELECTRIC! The Mid-drive eBike that Shreds! CyberBike eMountain Bikes!,,,, Cyberbike,,15,"Introducing the New 2022 Cyberbike Electric Mountain Bikes   Riders agree: Nothing comes close to Cyberbike's combination of performance, value, style, and quality.  See the Cyberbike Mullet Pro in action HERE! (and here, by popular demand, is last year's intro featuring Division 1 Collegiate Mountain Racer Corey Jackson on the first edition Cyberbike) Order online for fast delivery at www.Cyberbike.com All 2022 Cyberbikes are in stock and ready to shred, Order yours before they're sold out!  More mid-drive power than ever Awesome new color graphic display Easier to ride, lower standover frame, the lowest of any mid-drive eMTB New, structurally superior, mountain ready rear suspension linkage The best brakes in the business, even Quad-piston brakes on some models! Massive brake rotors up to 220mm 34mm gold tube forks on some models up to 140mm travel Wider range of models  A proper e-Mountain bike needs to be mid-drive and have full suspension, it's as simple as that. Until now, if you wanted an electric mountain bike to tackle rugged trails, your choices have been heavy, low-quality, fat tire, hub-motor beach bikes, or legacy brands charging $4000 or more for low-power eBikes without full suspension.   Whether your knees are tired or you just want to shred, there is simply no better choice for performance and value than Cyberbike. An American company with great customer support: Cyberbike, USA. The mountains are calling. Will you answer?  Cyberbike eBikes come all with the quietest and most powerful motor in its class, with a long range (65 miles and more) battery, and powerful e-spec hydraulic disk brakes that will be there when you need them. A lightweight package with 500 watts of power, top-of-the-line battery range, and quality components, all for the price of an inexpensive yet stellar bike! You'll get so much more than other eBikes with the CyberBike, it's the real e-MTB experience for the adventurous rider. Performance, specs, and quality components throughout, and the best warranty in the industry, from an American company with experienced American mechanics on call for all your tech support needs.  54 volt/500 watt climbing power with 13Amp hour Li-Ion battery and only 52 lbs means you'll get power and tons of battery range. Now with available throttle! Now from only $2495 Note: Owning and riding comes with risks. Wear proper protection, properly maintain and check your bike, and ride within your limits. By purchasing our products you agree to take full responsibility for the ownership of your bike, including the above and all other reasonable precautions for yourself or anyone you allow to ride your bike.", new,,,,,,,
4341,120.0,sandiego,https://sandiego.craigslist.org/nsd/spo/d/escondido-saris-bones-universal-fit/7456662177.html,2022-04-07 08:49,"Saris bones 3, universal fit light weight bike rack, 3 bikes.",,,, Saris,,7,"Post will be delete immediately after sold, so still available.    Great condition bike rack, really light weight and fits in almos all the cars, sedans, trucks or SUVs, comes exactly as the photos shows, all straps in perfect condition and minimal signals of use, I bought a Kuat rack that fits 4 bikes.", excellent, Bones 3,,,,,,
4342,40.0,sandiego,https://sandiego.craigslist.org/nsd/bik/d/del-mar-bike-carrier-holds-bikes-by/7467822222.html,2022-04-06 11:43,"Bike carrier, holds 2 bikes, by Bell, bought it new, used once only", other/unknown, other,,,,9,Quick Mount bike carrier. No assembly required. Bought it new at store. Used once: from store to house. Has been stored in garage.,,,,,,,,
4343,300.0,sandiego,https://sandiego.craigslist.org/csd/spo/d/san-diego-cartop-bike-rack-for-up-to/7467795917.html,2022-04-06 10:56,Cartop BIKE  RACK for up to 5 bikes easy use,,,, Altra,,12,"Original owner.  Easy use light weight durable cartop bike rack with 5 trays.  Carries 1 to 5 bikes.  No need to remove wheels.  Strap tray onto bike (see photos of tray on floor) -  tray has 2 large rubber covered hooks which fit around handlebars and screw down tightly; black strap wraps around tray and top bar of bike; large padded bar fits over top of seat; then slide tray into cartop bike rack.  Photo shows tray on mixte bike with no top bar and not attached to bar, but strap can still be attached to bar.  RACK has both front and back bars with grooves for sliding trays into for attaching bike securely.  Has 8 large suction cups and nylon tie down straps with hooks.  Excellent condition.  Has adjustable features for most vehicles. Use with or without car roof rack.  Comes with 5 trays for 5 bikes and instructions.  $300.00.  Please email phone number if you wish to see it.", excellent,,,,,,,
4344,45.0,sandiego,https://sandiego.craigslist.org/esd/bik/d/el-cajon-bikes/7467768843.html,2022-04-06 10:08,3 bikes, other/unknown, other, 24, several, 24 in,2,3 for the price of one.  $45 takes all or none., fair, several, caliper, none, other/unknown, none (rigid), many,
4345,999.0,sandiego,https://sandiego.craigslist.org/csd/spo/d/san-diego-electric-bike/7461184355.html,2022-04-06 07:30,Electric Bike,,,, E bikes,,0,New Santa Monica E bike for $999.99.   We have a variety of paddleboards and kayaks for sale in Mesa AZ and San Diego CA. Financing available at Redlinesocal.com.   Redline Rentals and Sales  show contact info  Redlinesocal.com, new, Kayak,,,,,, Paddle Board
4346,225.0,sandiego,https://sandiego.craigslist.org/csd/spo/d/chula-vista-comfygo-electric-5000-bikes/7455431776.html,2022-04-06 06:00,Comfygo electric 5000 e bikes NEW IN BOX,,,,,,5,"Brand new in box So much fun to ride Kids to adults  Red, white or black  Specs are pictured in posting ..I'm located in san diego  Comes with lights, horn, Walmart  Sold out at $500 listed elsewhere for $899.", new,,,,,,,
4347,25.0,sandiego,https://sandiego.craigslist.org/esd/bik/d/el-cajon-bikes/7467530659.html,2022-04-05 17:22,2 bikes, steel, other, unknown, unknown, 24 in,0,"As is, two ladies bikes, see picture", fair, unknown, caliper, none, other/unknown, none (rigid), unknown,
4348,40.0,sandiego,https://sandiego.craigslist.org/ssd/bik/d/chula-vista-bike-rack-for-car-trunk/7467521384.html,2022-04-05 16:56,Bike Rack for Car Trunk (carry 3 bikes), steel, other, Medium,, other/unknown,2,Bike Rack for Car Trunk carry 3 bikes easy to set up on the car trunk Like new (only used few times)  Pikc up/cash/serious person only,,,,,,,,
4349,360.0,sandiego,https://sandiego.craigslist.org/csd/bik/d/chula-vista-mountain-bikes-and-car-rack/7467515163.html,2022-04-05 16:38,3 Mountain Bikes and Car Rack, alloy, mountain, Medium,, 26 in,5,"Selling 3 bikes and 1 car rack for 3 bikes All of them $360  1. RST Sport Specialized Hardlord 24 speed shift Mountain Bike 26"" 2. Huffy Silver 18 speed shift Mountain Bike 26"" 3. Magna Red 16 speed shift mountain bike 24"" 4. Yakima Car Bike Rack (on Trunk) (like new/ only few times used)  All of them are great condition Cash/Pick up/ Serious person only",,,,,,,,
4350,140.0,sandiego,https://sandiego.craigslist.org/csd/bik/d/la-mesa-bikes/7457424235.html,2022-04-05 13:04,Bikes, other/unknown, mountain, Don’t know,, other/unknown,0,Schwinn ranger mountain bike for kids.  Men’s beach cruiser.  Men’s mountain bike cycle pro “vintage”  All or none.,,,,,,,,
4351,60.0,sandiego,https://sandiego.craigslist.org/nsd/bop/d/encinitas-radrunner-center-console/7467145902.html,2022-04-04 21:05,RadRunner Center Console (Brand new),,,,,,0,,,,,,,,,
4352,40.0,sandiego,https://sandiego.craigslist.org/nsd/bab/d/san-marcos-kids-bikes-car-seat/7455157154.html,2022-04-04 07:56,**2 KIDS BIKES & CAR SEAT,,,,,,7,1 Kid Bike BLUE $35 1 Kid Bike Green $35  1 Car Seat $35  All in GOOD condition CASH only please  Please look at Amazon/Walmart ad for more info on products,,,,,,,,
4353,60.0,sandiego,https://sandiego.craigslist.org/nsd/bop/d/san-diego-swagman-bike-carrier-around/7466638453.html,2022-04-03 16:52,"Swagman Bike Carrier - ""Around-the-Spare"" for 2 bikes",,,, Swagman,,5,"Priced to sell! Swagman ""Around-the-Spare"" Deluxe 2-Bike Carrier. Used on one trip, then we sold the trailer that it fit on.  Worked perfectly. See Swagman website for full details.  Also see details on carton in photos. https://www.swagman.net/products/around-the-spare Swagman SKU: 80501.  Sells for $169 on Swagman site.", like new,,,,,,," 31"" x 19"" x 13"""
4354,275.0,sandiego,https://sandiego.craigslist.org/csd/spo/d/chula-vista-comfygo-electric-5000-bikes/7455432531.html,2022-04-03 07:08,Comfygo electric 5000 e bikes NEW IN BOX,,,,,,5,"Brand new in box So much fun to ride Kids to adults  Red, white or black  Specs are pictured in posting ..I'm located in san diego  Comes with lights, horn, Walmart  Sold out at $500 listed elsewhere for $899.", new,,,,,,,
4355,50.0,sandiego,https://sandiego.craigslist.org/csd/bop/d/san-diego-bikes-x3/7466278046.html,2022-04-02 17:00,Bikes x3,,,,,,4,Bikes three  trek shwinn and beach cruiser all need work,,,,,,,,
4356,400.0,sandiego,https://sandiego.craigslist.org/nsd/bik/d/carlsbad-cleary-owl-20-kids-bikes/7457602951.html,2022-04-02 16:56,Cleary Owl 20” Kids Bikes - Excellent condition, aluminum, kids, 20”, Cleary, 20 in,8,"I have two of them, green and orange, both in near perfect condition… $400 obo/PER BIKE. Cleary is a premium kids bike brand, details below:   https://www.clearybikes.com/products/owl-20-1-speed/",, Owl,,,,,,
4357,75.0,sandiego,https://sandiego.craigslist.org/nsd/bik/d/carlsbad-kids-beach-cruiser-style-bikes/7466189199.html,2022-04-02 13:10,kids beach cruiser style bikes., steel, kids, small, giant  and electra, 10 in,0,Great beach cruisers for kids. Perfect post training wheel starter bikes.  Asking 75 dollars each.  Blue is made by Giant.  Black is made by Electra.   Seat height about 25 inches. (Adjustable),,,,,,,,
4358,275.0,sandiego,https://sandiego.craigslist.org/csd/bik/d/san-diego-ecocross-hybrid-bamboo-bike/7454242850.html,2022-04-01 14:57,EcoCross Hybrid Bamboo Bike Frameset, composite, hybrid/comfort,,,,11,"I have one in each size, 16"", 18"", and 20"". This is a brand new bike frameset (frame + fork) still in the manufacturer's original, unopened box. Fork is included!  The Greenstar Bikes EcoCross Hybrid Bamboo Frame is a multi-purpose frame that can be used for any number of bike builds: mountain bike, hybrid bike, comfort bike, even a road bike. Perfect for streets, trails and off-roading. The bamboo and recycled 6061 aluminum lugged frame delivers an ultra smooth ride by absorbing micro vibrations. This frame weighs only about 5 pounds. Stunningly available in black. See more details and specs at GreenstarBikes.com", new,,,,,,,
4359,900.0,sandiego,https://sandiego.craigslist.org/esd/bik/d/spring-valley-green-world-bikes-trolley/7454490350.html,2022-04-01 13:35,Green World Bikes e-Trolley Pro Electric Bike, steel, folding, 14 inches, Green World, 16 in,11,"Green World Bikes e-Trolley Pro Electric Bike  A compact folding electric bike for increased power and range, and easier folding. This bike can be ridden fully powered, power-assist (pedal and motor together) or fully manual pedaling. Bike folds up quickly without tools and can be placed in trunk or backseat. Battery has been newly rebuilt to provide more power and longer riding time. 16 Inch Wheels. Removable, lockable battery (key included). Charger included. Comfortable ride thanks to 2.125"" diameter tires, padded comfort saddle, padded grips and a suspension seat post. Great accessories including a derailleur bash guard, chain guide, front and rear fenders, integrated LED lights and an awesome kickstand that works even when folded. List price was $1,299 plus tax, and that was with a lower capacity battery. Rebuilding the battery normally costs $500, so the value of this bike is worth more than $1,500. Bike was seldom used due to location.  SPECS Introduction Make: Green World Bike Model: E-Trolley List Price: $1,299 Body Position: Upright Suggested Use: Commuting, Urban, Travel Electric Bike Class: Throttle on Demand (Class 2) Model Year: 2015 Electronic Details Motor Type: Rear-Mounted Geared Hub  Motor Nominal Output: 250 watts Battery Voltage: 36 volts Battery Amp Hours: 10 ah Battery Watt Hours: 360 wh Battery Brand: LG MH-1 Battery Capacity: 3200mAH Battery Chemistry: Lithium-ion Charge Time: 4 hours Estimated Min Range: 15 miles (24 km) Estimated Max Range: 25 miles (40 km) Display Type: Fixed Backlit Grayscale LCD Readouts: Battery Level (6 Bars), Speed, Assist Level (1-5), Odometer, Trip Distance Drive Mode: Cadence Sensing Pedal Assist, Trigger Throttle (5 Magnet Pedelec Disc) Top Speed: 17 mph (27 kph) Bicycle Details Total Weight: 50 lbs (22.67 kg) Battery Weight: 4.5 lbs (2.04 kg) Frame Types: Step-Thru Frame Sizes: 14 in (35.56 cm) Frame Material: Steel Frame Color: Silver Geometry Measurements: Seat Tube Length: 14"", Reach: 19"", Stem Height: 16"", Standover Height: 18"" Frame Fork Details: Rigid Steel Gearing Details: 6 Speed 1x6 Shimano Tourney Shifter Details: Shimano SIS Index Pedals: Folding Aluminum Alloy Platform Headset: Folding Stem: Zoom Adjustable Handlebar: Zoom Folding Aluminum Alloy Brake Details: Tektro Mechanical Disc with 160 mm Rotors, Tektro Levers with Motor Inhibitor Grips: Padded, Stitched Saddle: Velo Comfort Seat Post: EXA Form 525 Suspension Tire Brand: Kenda, 16"" x 2.125"" Wheel Sizes: 16 in (40.64 cm) Tube Details: Schrader Valve Accessories: Plastic Fenders, Integrated LED Lights, Integrated Bell, Derailleur Guard, Plastic Chain Guide", excellent, e-Trolley Pro, disc (mechanical), pedal assist,, frame and fork (full suspension),,
4360,65.0,sandiego,https://sandiego.craigslist.org/nsd/bik/d/carlsbad-youth-mountain-bikes-and-razors/7465737556.html,2022-04-01 12:03,youth mountain bikes and Razors,,,,,,0,,,,,,,,,
