,Price,Location,URL,Date,Title,num image,text,condition,make / manufacturer,part type,bicycle frame material,bicycle type,frame size,wheel size,model name / number,size / dimensions,brake type,electric assist,handlebar type,suspension,serial number
42666,550.0,seattle,https://seattle.craigslist.org/see/bik/d/marysville-bob-yak-28-plus-trailer-for/7472784765.html,2022-04-18 10:21,BoB Yak 28 Plus  Trailer for Trikes or 29er Mountain bikes,6,"Please note all response to the CL ads are being put into my spam folder and the body of your message then scrambled into other emails, which I have to sort through, BUT I cannot respond to you because authors email address in which I find your inquiry gets listed when I try to respond.   Might help if you include a valid email address so I can respond to you.  Thanks.     I originally bought this for cross country touring.  Since I started using recumbent trikes, I cannot use this single wheel type of trailer for my ICE recumbent trike.    This is a brand new in the box, never opened, BOB Yak 28 Plus, which includes the Dry Sak.   ***This will include a brand new Schwalbe Marathon 16x1.75 tire and two AV3 tubes for pretty much flat-less traveling, which is in addition to the tire  included with the BOB trailers.   Plus I will include a bag of axle pins and lanyards as well as a kickstand for the trailer.   Cash only.  Some pictures are stock photos from BOB.    If the ad is still up, the trailer is still available.   This trailer IS NOT equipped with a motor or e-assist system.   BOB Yak Plus 28  The Yak Plus 28 trailer comes with a longer fork and is designed for 29er mountain bikes and 700c road bikes with full wrap fenders. ""Plus"" indicates the BOB Dry Sak is included.  BOB Yak extends the range of bicycle use for both transportation, recreation, and training. In fact, this is the official cargo beast for ProLithic Sports used to picked up supplies around town! After work we use it for shopping (the BOB Yak can carry five bags of groceries!).  BOB Yak Features & Specifications  Attaches quickly and easily to a bike's rear wheel using the BOB patented QR attachment system  Low center of gravity for stability.   Keeps the weight off your bicycle for improved handling and performance  Constructed of 4130 chromoly steel tubing to ensure strength, stability, durability and light weight (13.5 lbs./6.1 kgs)  Trailer tracks rear wheel of bicycle - ideal for commuting, narrow roads and single track  70 lbs. carrying capacity  Offered as the Yak 28 for 29er mountain bikes and 700c road bikes with full wrap fenders.  ****NOTE:  If your bike has a thru axle, you will need to buy Robert Axle Project BOB Trailer 12mm Thru Axle Length 159 165mm Thread 1.5mmor  off Ebay.    FRAME	4130 Chromoly HUB	Aluminum, cartridge bearings, Quick Release RIM	Aluminum, 28 hole SPOKES	Stainless Steel TIRE	16 x 1.75"" CARGO AREA	Roughly 25"" x 16"" x 18"" (64cm x 41cm x 46cm) WEIGHT	6.1 kgs, 13.5 lbs CAPACITY	32 kgs, 70 lbs  Dropout Spacing Compatibility: 126.5 - 140mm; Not compatible with rear 12mm through-axles For 28"" wheels, 29er mountain bikes and 700c road bikes with full wrap fenders Fork Clearance: 420mm  INCLUDES	Quick Release Attachment System, spare attach pin, Spider bungee, 2 piece safety flag, fender, reflectors, detailed owner's manual NOTE: DRY SAK comes standard with the ""YAK PLUS""  KEY FEATURES	Patented BOB Quick Release Attachment System, light weight single wheeled performance, open frame design adapts to a many types of cargo  Stock photos provided.  Trailer can be used with / for / or by:"" Bicycles, touring, recumbents, Trek, Surly, Tour Easy, Gold Rush, RANS, Bacchetta, Schwin, MTB, cross country, e-bike, e-trike, bike packing,", new, BOB,, steel, other, NA, 16 in, Yak 28 Plus,,,,,,
42667,75.0,seattle,https://seattle.craigslist.org/sno/for/d/marysville-saris-trunk-mount-bicycle/7471109212.html,2022-04-18 07:53,Saris Trunk Mount Bicycle Rack Bones Holds 3-Bikes,3,"Saris Trunk Mount Bicycle Rack Bones Holds 3-Bikes Bicycles Arc-based design fits over most spoilers and separates bikes on different levels. Injection-molded arms and legs are the strongest on the market. Rubberized feet protect vehicle and coated straps protect bikes Please call Gracie at  show contact info  (No Text) or reply by email.   Thanks~  NOTE: If you have an adult  step thru bike - I have a Saris Bike Beam Top Tube Bar Adjustable Crossbar posted for $20. DOES NOT FIT if it’s a kids bike that is smaller than 20” wheels OR if the distance from your seat post to handlebar post is shorter than 22""", good, Saris Bike Bicycle Rack,,,,,, Trunk Mount, Holds 3 bikes,,,,,
42668,75.0,seattle,https://seattle.craigslist.org/est/bop/d/kirkland-saris-bikes-carrier/7472568587.html,2022-04-17 18:25,Saris 2 bikes carrier,2,"Like new condition super sturdy and fold to very compact two bicycles carrier.  Adjustable to fit most cars, vans and SUV.",,,,,,,,,,,,,,
42669,1200.0,seattle,https://seattle.craigslist.org/tac/bik/d/bonney-lake-se-money-lynch-beastmode/7466907071.html,2022-04-17 17:42,SE Money Lynch Beastmode,2,$1200 firm. Bike is perfect. Maybe 10 rides on it total.,, SE Bikes,, aluminum, bmx, 27.5, 27.5 in, Money Lynch,,,,,,
42670,650.0,seattle,https://seattle.craigslist.org/tac/bik/d/bonney-lake-se-so-cal-flyer-24/7466922729.html,2022-04-17 17:42,"SE So Cal Flyer-24""",2,Brand New $650.00,, SE Bikes,, aluminum, bmx, 24, 24 in,,,,,,,
42671,2400.0,seattle,https://seattle.craigslist.org/skc/bik/d/federal-way-juiced-bikes-hyperscrambler/7472558027.html,2022-04-17 17:40,Juiced Bikes Hyperscrambler 2 (with TONS of add ons!),8,"1800 watt motor, dual 52v 19.2ah battery packs, great condition. hub motor was recently sent to manufacturer for maintenance and new grease.  Add ons include their rack with adapter plate, a cubie 32L truck with backrest, inflatable seat cushion for added comfort, wind/rain guard, bottle holders for drinks or speakers, 203mm magura ebike grade disc rotors front and back, tannus armor tube protectors, fender kit and pop out foot rests for a 2nd passenger.  This is shy of 2k miles, battery packs have been well cared for, only charged at 2 amps stopping at 85%, includes replacement brake pads and stock chargers.  Due to the value of this, not accepting cash or check. payments only through Venmo or PayPal.  I will only meet at a populated area such as a coffee shop or at a police station, no malls.", good, Juiced Bikes,, aluminum, other, Large, 20 in, Hyperscrambler 2,, disc (hydraulic), other, other/unknown, frame and fork (full suspension),
42672,89.0,seattle,https://seattle.craigslist.org/see/spo/d/anacortes-yakima-trunk-mount-bike-rack/7470980632.html,2022-04-17 17:16,"Yakima Trunk-mount Bike Rack, the HangOut-2 model; Carries 2 Bikes",24,"(Note: Please don't use a Y.ahoo Email to reply to craigslist ads. Y.ahoo Email has a known bug which causes it to lose craigslist emails, or to hide it in the Spam folder. Instead, please call or text us at 425-51six-4249 or use a non-Y.ahoo email account to correspond on craigslist. Thanks!)  Hitch Mount Bike Rack. Securely holds up to 2 Bikes. Plugs into the square hitch receptacle in the rear of your vehicle. Fits both 1-inch and 2-inch hitch receptacles. Hauls your bikes behind the car easily and securely.  Yakima Trunk-mount Bike Rack, the HangOut-2 model. Mounts effortlessly onto your rear hatch or trunk.  The Yakima HangOut 2 Bike Trunk Rack securely carries up to two bikes, and includes padded feet to ensure your vehicle remains scratch-free.   - Smart and simple: A grab-and-go rack that is easy to use, easy to store and made for bike carrying convenience on almost any vehicle - Secure up to 2 bikes: Integrated StableCradles secure your bikes for a confident carry and make loading and unloading a piece of cake. - Kind to your car: Padded feet and coated metal buckles protect your vehicle - Easy storage: When you aren’t off adventuring, the HangOut folds flat for compact storage so takes up zero space in storage during the off-season. No tools needed.  We paid $179+tax for the Yakima Hangout-2 Trunk Mount Bike Rack; Selling for $89 .  We also have some other top of the line rack accessories available. All accessories fit both Yakima and Thule bars: * Hitch-mount Bike Rack. Plugs into your vehicle's rear tow hitch. Mounts up to 2 bikes. 129 * Yakima Viper forkmount Bike Rack that fits both thule and Yakima bars, for $69.95 ea. Two available. * Thule Bigmouth Bike Rack. Mount the whole bike on the roof. 99.95 ea. Two available. * Yakima Roof Rack for cars with Bare Roofs, in Excellent Condition. Fits most cars with bare roofs. 249 * Yakima Roof Rack for cars with Roof Rails, in Excellent condition (we used it on a Subaru Outback and our SUV, but it universally fits ALL cars with roof rails). We paid $569+tax; selling for $249 . * Yakima Wind Fairing, 89.95. Reduces wind noise and increases gas mileage. And it looks COOL ! * Yakima Large Rooftop Cargo Box, the Rocketbox XL model, 18cuft . Fits ALL bar types. The absolute best way to hold skis, snowboards, dufflebags, backpacks, suitcases, etc. 595 firm. * Yakima Cargo Basket. Allows you to carry multiple items on your roof, such as dufflebags, spare tire, gas cans, car jack, shovels and other long tools, and lots of other gear. Fits any bar style. 195 * Yakima Buttondown-6 Ski / Snowboard Rack. Fits 6pr skis or 2 snowboards+2pr skis. 99 * Yakima Buttondown-4 Ski / Snowboard Rack. Fits 4pr skis or 2 snowboards. 79 * Yakima Kayak/ Canoe Saddles 79.95/pair; 4 pair available. (2pr needed to mount a kayak). * Yakima HullyRollers, 99.95/pair; 2 pair available. Very handy for rolling your boat onto the car from behind. A real back-saver !  Excellent for bikes, bicycles, bicycle, cycling, cycles, cycle, surly, Novara, cannondale, diamondback, maron, Schwinn, Raleigh, electra, roadmaster, kent, hyper, thule and other pedal gear by either Thule or Yakima.  We believe Thule and Yakima equipment to be top-of-the-line gear. This high quality Bike Rack would go well with other outdoor equipment like camp camping tents picnic stove msr rei cabela marmot outdoor research primus big agnes wenzel Sierra Designs kelty western mountaineering eureka mountain hardware sherpa hennessy hammock hammocks eno north face and northface. Or with ski skiing skis snow snowboard board snowshoe shoe nemo eastern outdoor research backpack hike hiking backpack backpacking trail trails map maps bivy sack sacks shelter tarp sleeping pad noah noahs coleman coghlans coghlan's pack packs day sleeping bag bags seat seats chair chairs table tables stove stoves flashlight flashlights headlamps headlights headlamp headlight water hydration. Mount a gps binoculars thermaRest monocular compass freeze dried freeze-dried food pole poles trekking trek bear dog ski skiing snowshoe snowshoeing stuff gear guide book or guides for mountain bike bikes and biking. Use accessories like platypus nalgene swiss army knife pocket rocket canister gas cartridge bottle or other outdoor equipment.", excellent, Yakima Rack Co.,,,,,, Trunk-Mount Bike Rack, Carries 2 Bikes,,,,,
42673,1799.0,seattle,https://seattle.craigslist.org/see/bik/d/albany-super-fun-powerful-electric/7468813999.html,2022-04-17 17:02,"super fun, powerful electric bikes! hunting or street!",22,"Thank you for choosing Northwest Electric Bikes! At NWEB, We offer unmatched performance at a price that is thousands below other comparable bikes. Our time tested Samson 1000 watt hub drive line of fat tire bikes starts at $1799 going to $1899. The best selling SAMSON HD and SAMSON 2.0 Fat Tire bikes come with the powerful and durable BAFANG 1000 that peaks at 1600 watts. Our Samson MID DRIVES start at $2449 and range up to $2649 based on frame and battery choice. The ORION is a purpose built hunting bike that will literally climb a mountain to get that illusive elk. The long list of upgrades includes full suspension, hydraulic brakes, 1650 watts of power, and a 52 volt, 20 AH battery...The list goes on, and on. These are very well suited for off road riders, hunters, beach riders, or anyone who loves a ton of power. The Samson Mid Drives are not your everyday Ebike. Unlike the usual ""Amazon bike"" or some local flavor, These are built to put out a lot of power. They are designed to climb hills, travel fast for commuting, or excel at beach riding. We use a 48 or 52 volt 20 AH battery for outstanding range. Many SAMSON HD riders say they are getting in excess of 50 miles with normal, everyday riding. Most bikes can come with fenders, racks, lights, and many other accessories. We also offer some bikes that are more suited for street use such as ""RADIUS,"" our street bike or ""Northwest Fox,"" our recumbent electric bike. Both come with the powerful BAFANG 750 mid drive. We also offer trikes, both standard and fat tire. Delivery is free within 100 miles of Albany, OR! I will deliver to Seattle for a modest fee. It is also same or next day on most bikes. Please call show 541-905-seven486. Have a great day!", new,,, aluminum, mountain,,,,, disc (hydraulic),,,,
42674,250.0,seattle,https://seattle.craigslist.org/tac/bop/d/tacoma-yakima-bike-rack-for-bikes/7471183776.html,2022-04-17 12:49,Yakima Bike Rack for 2 bikes,2,Yakima Bike Rack car holds 2 bikes in good condition,,,,,,,,,,,,,,
42675,250.0,seattle,https://seattle.craigslist.org/tac/bop/d/tacoma-yakima-bike-rack-for-two-bikes/7471184634.html,2022-04-17 12:49,Yakima Bike Rack for two bikes,2,Yakima Bike Rack for two bikes in good shape.,,,,,,,,,,,,,,
42676,100.0,seattle,https://seattle.craigslist.org/sno/bik/d/bothell-bikes-mongoose-and-spalding/7472435723.html,2022-04-17 10:59,2 Bikes - Mongoose and Spalding with Helmets,13,"2 Bikes that have been sitting in the garage for too long that need new homes. The bikes are in good shape and have plenty of miles left. Also have 3 helmets, 2 adult and 1 youth.  1 Mongoose, has all the accessories, including back rack, water bottle holder, padded seat cover, kick stand etc.  1 Spalding Blade - Bike is in great shape.  Looking to clear them out soon - $100 Obo. for everything!!  Thanks - Jason -  show contact info",,,, alloy, cruiser, ???, other/unknown,,,,,,,
42677,150.0,seattle,https://seattle.craigslist.org/tac/bik/d/old-classic-schwinn-rollfast-and-huffy/7472380936.html,2022-04-17 08:24,*** Old Classic Schwinn Rollfast and Huffy Bikes ***,14,"I have some very cool classic bike available, all will need some work to get road worthy, but not too much, they will all need new tubes, wheel and head bearings all feel good. $150 each, Call or txt 206 three eight seven 6671",,,, other/unknown, cruiser, Large, 26 in,,,,,,,
42678,2350.0,seattle,https://seattle.craigslist.org/kit/bik/d/bainbridge-island-radrunner-plus-ebike/7472371129.html,2022-04-17 07:54,RadRunner Plus ebike for sale,5,"Purchased online from Rad Power Bikes in March 2022…has 60 miles Price includes Rad brand small and large basket, small bag, mirror, two extra tires, extra inner tube and two sets of extra brake pads, along with a mounted lock Tried it, didn’t like riding style and outside return policy of 14 days and 10 miles…upgraded to Specialized Vado Great bike and a lot of fun, just not the right fit for me!", like new, Rad Power Bikes,, aluminum, cargo/pedicab, 18 (46cm), 20 in, RadRunner Plus,, disc (mechanical), throttle, cruiser, suspension fork (hardtail),
42679,45.0,seattle,https://seattle.craigslist.org/sno/bop/d/everett-thule-bike-rack-for-bikes-trunk/7472282921.html,2022-04-16 19:46,"Thule Bike Rack For 2 Bikes Trunk Mount --$45
",0,,,,,,,,,,,,,,,
42680,129.0,seattle,https://seattle.craigslist.org/see/spo/d/anacortes-hitch-mount-bike-rack/7460683023.html,2022-04-16 17:05,Hitch Mount Bike Rack; Securely Holds up to 2 Bikes,24,"(Note: Please don't use a Y.ahoo Email to reply to craigslist ads. Y.ahoo Email has a known bug which causes it to lose craigslist emails, or to hide it in the Spam folder. Instead, please call or text us at 425-51six-4249 or use a non-Y.ahoo email account to correspond on craigslist. Thanks!)  Hitch Mount Bike Rack. Securely holds up to 2 Bikes. Plugs into the square hitch receptacle in the rear of your vehicle. Fits both 1-inch and 2-inch hitch receptacles. Hauls your bikes behind the car easily and securely.  Folds flat with the touch of a button, for easy storage. And easily disassembles into three compact pieces, so takes up zero space in storage during the off-season. No tools needed.  We paid $249+tax for the Hitch Mount Bike Rack; Selling for $129 .   We also have some other top of the line rack accessories available. All accessories fit both Yakima and Thule bars: * We have a Yakima Viper forkmount Bike Rack that fits both thule and Yakima bars, for $79.95 ea. Two available. * Thule Bigmouth Bike Rack. Mount the whole bike on the roof. 99.95 ea. Two available. * Yakima Rooftop Front-Wheel Holder. Used to hold the front wheel while using Forkmount bike racks. 19.95 . Two available. * Yakima Roof Rack for cars with Bare Roofs, in Excellent Condition. Fits most cars with bare roofs. 249 * We have a Yakima Roof Rack for cars with Roof Rails, in Excellent condition (we used it on a Subaru Outback and our SUV, but it universally fits ALL cars with roof rails). We paid $569+tax; selling for $249 . * Yakima Wind Fairing, 89.95. Reduces wind noise and increases gas mileage. And it looks COOL ! * Yakima Large Rooftop Cargo Box, the Rocketbox XL model, 18cuft . Fits ALL bar types. The absolute best way to hold skis, snowboards, dufflebags, backpacks, suitcases, etc. 595 firm. * Yakima Cargo Basket. Allows you to carry multiple items on your roof, such as dufflebags, spare tire, gas cans, car jack, shovels and other long tools, and lots of other gear. Fits any bar style. 195 * Yakima Buttondown-6 Ski / Snowboard Rack. Fits 6pr skis or 2 snowboards+2pr skis. 129 * Yakima Buttondown-4 Ski / Snowboard Rack. Fits 4pr skis or 2 snowboards. 79 * We have a Yakima Viper forkmount Bike Rack that fits both thule and Yakima bars, for $79.95 ea. Two available. * Thule Bigmouth Bike Rack. Mount the whole bike on the roof. 99.95 ea. Two available. * Yakima Kayak/ Canoe Saddles 79.95/pair; 4 pair available. (2pr needed to mount a kayak). * Yakima HullyRollers, 99.95/pair; 2 pair available. Very handy for rolling your boat onto the car from behind. A real back-saver !  Excellent for bikes, bicycles, bicycle, cycling, cycles, cycle, surly, Novara, cannondale, diamondback, maron, Schwinn, Raleigh, electra, roadmaster, kent, hyper, thule and other pedal gear by either Thule or Yakima.  We believe Thule and Yakima equipment to be top-of-the-line gear. This high quality Bike Rack would go well with other outdoor equipment like camp camping tents picnic stove msr rei cabela marmot outdoor research primus big agnes wenzel Sierra Designs kelty western mountaineering eureka mountain hardware sherpa hennessy hammock hammocks eno north face and northface. Or with ski skiing skis snow snowboard board snowshoe shoe nemo eastern outdoor research backpack hike hiking backpack backpacking trail trails map maps bivy sack sacks shelter tarp sleeping pad noah noahs coleman coghlans coghlan's pack packs day sleeping bag bags seat seats chair chairs table tables stove stoves flashlight flashlights headlamps headlights headlamp headlight water hydration. Mount a gps binoculars thermaRest monocular compass freeze dried freeze-dried food pole poles trekking trek bear dog ski skiing snowshoe snowshoeing stuff gear guide book or guides for mountain bike bikes and biking. Use accessories like platypus nalgene swiss army knife pocket rocket canister gas cartridge bottle or other outdoor equipment.", excellent, Hitch Mount Bike Rack,,,,,, Fits both 1in and 2in hitches, Securely Holds Up to 2 Bikes,,,,,
42681,100.0,seattle,https://seattle.craigslist.org/see/pts/d/seattle-bike-rack-for-bikes-for-jeep/7472234631.html,2022-04-16 16:25,bike rack for 2 bikes for Jeep and others with spare tire (brand new in box),2,Hollywood Racks Spare tire bike rack  For two bikes Bolts onto your spare tire Adjusts to fit most tire sizes Includes lock  Excellent quality. Brand new in box. Only opened the box once. Never used or installed., new, hollywood racks,,,,,,,,,,,,
42682,100.0,seattle,https://seattle.craigslist.org/see/bop/d/seattle-brand-new-in-box-bike-rack/7472234021.html,2022-04-16 16:23,brand new in box - bike rack 2 bikes for Jeeps or car with spare tire,2,Hollywood Racks Spare tire bike rack  For two bikes Bolts onto your spare tire Adjusts to fit most tire sizes Includes lock  Excellent quality. Brand new in box. Only opened the box once. Never used or installed., new, hollywood racks, other,,,,,,,,,,,
42683,2000.0,seattle,https://seattle.craigslist.org/est/bik/d/bellevue-juiced-bikes/7464582490.html,2022-04-16 16:04,Juiced E-Bikes,10,Juiced E-Bikes  RipCurrent S  https://www.juicedbikes.com/products/ripcurrent-s?variant=3914701668375  Like new Only 50 miles,,,, aluminum, road, Large, 26 in,,,,,,,
42684,100.0,seattle,https://seattle.craigslist.org/est/bik/d/sammamish-fuji-absolute/7472198423.html,2022-04-16 14:39,fuji absolute 2.3 15” S,0,,,,,,,,,,,,,,,
42685,30.0,seattle,https://seattle.craigslist.org/oly/for/d/olympia-transportation-bike-cover-xl/7472162803.html,2022-04-16 13:15,Transportation Bike Cover XL Fitted for 2 Bikes,0,,,,,,,,,,,,,,,
42686,350.0,seattle,https://seattle.craigslist.org/see/bik/d/seattle-detroit-bikes-type/7469259524.html,2022-04-16 12:03,Detroit Bikes Type A,9,"Detroit Bikes Type A.  Hand made in Detroit, purchased new locally in 2014, original owner.  Cool, low-key 3 speed cruiser, Nexus internal hub.  Front caliper brake, rear drum/coaster.  In overall good condition.  The matte black finish has taken on a cool patina over the years.  Upgraded to Schwalbe Marathon tires.  Thank you!  Read more about this bike: https://www.bicycling.com/bikes-gear/a20009179/home-grown/", good,,, steel, cruiser,,,,,,,,,
42687,80.0,seattle,https://seattle.craigslist.org/see/bik/d/renton-two-vintage-fiore-12-speed-road/7470717516.html,2022-04-16 11:30,Two vintage Fiore 12 speed road bikes,8,"Two vintage 70s Niitaka Fiore 12 speed roadbikes for sale.  The bikes belonged to a late family member. All original parts and bikes were well-maintained. I don't know much about bikes but test rode both and they rode just fine but I don't have a bike pump and they need some air.  Asking price: $80 for gray $105 for red ($20 off if you take both)  Gray bike: roughly 19"" - 20"" frame (estimated rider height is  5'1""+) Red bike: roughly 21"" - 22"" frame (estimated rider height is  5'2""+)    Shoot me a message if you're interested and would like to make an offer/arrangements to see them.", good, Fiore,, other/unknown, road," 19"" - 21""", other/unknown,,,,, drop,,
42688,250.0,seattle,https://seattle.craigslist.org/tac/bop/d/tacoma-thule-hitch-bike-rack-for-bikes/7462399202.html,2022-04-16 07:19,Thule Hitch Bike Rack for 2 bikes,2,Thule Bike Rack Hitch for 2 bikes,,,,,,,,,,,,,,
42689,50.0,seattle,https://seattle.craigslist.org/see/bik/d/seattle-two-bikes/7471890458.html,2022-04-15 19:41,Two bikes,5,Schwinn Crisscross hybrid bike - $50 or best offer. 29” from ground to top of seat tube. Great little commuter bike.   Marin Pine Mountain mountain bike - $150 or best offer. 28” from ground to top of seat tube. Nice very lightweight mountain bike.   Take one or both!,,,, other/unknown, other, 29, 29 in,,,,,,,
42690,150.0,seattle,https://seattle.craigslist.org/oly/bik/d/aberdeen-bikes/7471819067.html,2022-04-15 15:41,2 Bikes,14,"2 bicycles,  1 step thru,  1 step over,  Northrock.  LH2 Aluminum .   21 speed,  with gearshift max.  Shimano Altus Shifter. little rust shows on a cable or two.. They look very good almost new looking.   $150.00 ,extra bike racks added,  fenders on step thru added.   Tektro  brakes,     show contact info .           Email or call ,no texting won't work.     Thanks. Rick",,,, aluminum, road, 44.45 cm 17.5 in?, 26 in, North rock,,,,,,
42691,120.0,seattle,https://seattle.craigslist.org/sno/bik/d/bothell-bikes-13-all-must-go/7471816980.html,2022-04-15 15:35,Bikes 13 all must go,4,13 bikes that need TLC.  Vintage Bikes.  One price takes all. Not going to separate.   No text. Calls only and cash only.  Thanks., fair, Schwann,, aluminum, road, 24, 26.5 in,,,,,,,
42692,120.0,seattle,https://seattle.craigslist.org/see/bop/d/seattle-yakima-hitch-mounted-bike-rack/7471773768.html,2022-04-15 13:54,"yakima hitch mounted bike rack, holds 2 bikes locking",0,,,,,,,,,,,,,,,
42693,110.0,seattle,https://seattle.craigslist.org/see/bop/d/seattle-yakima-hitch-mounted-bike-rack/7471757733.html,2022-04-15 13:19,"yakima hitch mounted bike rack, holds 4 bikes",0,,,,,,,,,,,,,,,
42694,75.0,seattle,https://seattle.craigslist.org/sno/bop/d/marysville-hitch-mounted-bike-rack-for/7462608086.html,2022-04-15 13:05,"2"" Hitch mounted Bike rack for 2 bikes",8,"Bike rack for 2"" receiver. Holds 2 bikes with lock.  Please feel free to ask questions. Please send phone number if interested.", good, Slider Corp,,,,,, The Bike Slider,,,,,,
