,Price,Location,URL,Date,Title,num image
24667,495.0,lasvegas,https://lasvegas.craigslist.org/spo/d/sloan-lifecycle-exercise-bike/7469355469.html,2022-04-16 15:31,LifeCycle Exercise Bike Commercial Grade 9500 RHR Recumbent,0
24668,79.0,lasvegas,https://lasvegas.craigslist.org/fod/d/las-vegas-sun-joe-shredder-joe-12-in-13/7472167336.html,2022-04-16 13:20,♥◘♥ Sun Joe Shredder Joe 12 in. 13 Amp 16:1 Reduction Ratio Electric L,0
24669,70.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-indoor-bike-trainer-portable/7461345555.html,2022-04-16 10:15,Indoor Bike Trainer Portable Exercise Bicycle Magnetic Stand,0
24670,32.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-bike-fitting-kit/7469245404.html,2022-04-16 09:27,Bike fitting kit,0
24671,15999.0,lasvegas,https://lasvegas.craigslist.org/trb/d/las-vegas-enclosed-vnose-trailers-20ft/7471877317.html,2022-04-15 18:39,ENCLOSED VNOSE TRAILERS 20FT 24FT 28FT 32FT FINANCING IS AVAILABLE,0
24672,50.0,lasvegas,https://lasvegas.craigslist.org/spo/d/pahrump-exerpeutic-folding-exercise-bike/7460721993.html,2022-04-15 16:17,Exerpeutic Folding Exercise Bike,0
24673,10.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-bicycles-all-for-10/7471784984.html,2022-04-15 14:18,BICYCLES (3)  ALL FOR $10,0
24674,3000.0,lasvegas,https://lasvegas.craigslist.org/mpo/d/las-vegas-yz250-stroke-factory-race-bike/7464585711.html,2022-04-15 14:06,YZ250  2-stroke factory race bike,0
24675,999.0,lasvegas,https://lasvegas.craigslist.org/fod/d/las-vegas-new-summer-waves-22ft-52in/7471704951.html,2022-04-15 11:28,"♥◘♥  NEW Summer Waves 22ft x 52in Above Ground Swimming Pool W/ Pump,",0
24676,28000.0,lasvegas,https://lasvegas.craigslist.org/cto/d/las-vegas-1964-chevy-panel-hotrod/7471590498.html,2022-04-15 07:57,1964 Chevy Panel / Hotrod /Classic car,0
24677,200.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-want-spin-bicycle-training/7469848519.html,2022-04-15 07:16,"U want spin? Bicycle Training Kreitler dyno-lyte alloy rollers 3""",0
24678,150.0,lasvegas,https://lasvegas.craigslist.org/tls/d/henderson-pipe-bender/7471407399.html,2022-04-14 16:17,pipe bender,0
24679,100.0,lasvegas,https://lasvegas.craigslist.org/hsh/d/henderson-bathroom-vanity-48/7471404832.html,2022-04-14 16:10,"Bathroom vanity 48""",0
24680,1000.0,lasvegas,https://lasvegas.craigslist.org/cto/d/henderson-el-camino/7471396226.html,2022-04-14 15:42,el camino,0
24681,1999.0,lasvegas,https://lasvegas.craigslist.org/mcd/d/las-vegas-scooterscooter-mc-super-sport/7471364527.html,2022-04-14 14:22,scooter_scooter MC-174-150 Super Sport 150cc Blackjack Mopeds,0
24682,89.0,lasvegas,https://lasvegas.craigslist.org/bad/d/las-vegas-marvel-spider-man-piece-room/7471273800.html,2022-04-14 11:14,♥◘♥ Marvel Spider-Man 4-Piece Room-in-a-Box Bedroom Set,0
24683,125.0,lasvegas,https://lasvegas.craigslist.org/for/d/las-vegas-property-for-sale-hours-from/7462433695.html,2022-04-14 08:53,PROPERTY FOR SALE 6 HOURS FROM VEGAS,0
24684,17399.0,lasvegas,https://lasvegas.craigslist.org/snd/d/las-vegas-2016-polaris-rzr-xp-turbo-eps/7471132248.html,2022-04-14 06:42,2016 Polaris® RZR XP® Turbo EPS Graphite Crystal,0
24685,24999.0,lasvegas,https://lasvegas.craigslist.org/snd/d/las-vegas-2021-polaris-rzr-xp-turbo/7471132244.html,2022-04-14 06:42,2021 Polaris® RZR XP 4 Turbo,0
