,Price,Location,URL,Date,Title,num image,bicycle frame material,bicycle type,frame size,make / manufacturer,model name / number,wheel size,text,brake type,condition,suspension,part type,electric assist,handlebar type,size / dimensions,serial number
2210,1700.0,fayar,https://fayar.craigslist.org/bik/d/cave-springs-2021-peloton-exercise-bike/7472944951.html,2022-04-18 17:35,2021 Peloton Exercise Bike,0, other/unknown, other, Universal,,, other/unknown,"2021 Peloton Exercise Bike, excellent condition.  Comes with computer screen cover and womens size 8.5 cycling shoes.  $1300 OBO",,,,,,,,
2211,750.0,fayar,https://fayar.craigslist.org/spo/d/bella-vista-livestrong-series-indoor/7472941002.html,2022-04-18 17:25,Livestrong S-series indoor cycling/exercise bike,10,,,, Livestrong, S-series,,Very hard to find Livestrong S-series indoor cycling/exercise bike. Everything works as new. In great condition and this model also came with lots of carbon fiber trim. The last on that was on EBay sold for over $1100. Asking $750. Only deal local and in person.,, excellent,,,,,,
2212,1399.0,fayar,https://fayar.craigslist.org/wtd/d/la-puente-20x9-20x105-deep-concave-huge/7472925841.html,2022-04-18 16:46,"⭕ 20x9 /20x10.5 Deep Concave, Huge Lip AC Wheels Special ",20,,,,,,,"⭕ 20x9 /20x10.5 Deep Concave, Huge Lip AC Wheels Special   Black,Red,Green, Blue--No Credit check Needed  You can see more products by visiting our website. https://audiocityusa.com/shop/AC-Wheels/  audiocityusa.com  -  since 1989  888-814-1158   (Open - 7am to 5.30pm -Mon to Sat,  10am to 5pm-Sun  PST)  Extreme Deep Concave  w/Super 7” Lip Wheels  Biggest Selection &lowest price guarantee !!!!!!!!  EZ Financing( No Credit Needed) Instant Approval Apply Now at audiocityusa.com and get approved instantly If you have a checking account and job, you are already pre-qualified https://audiocityusa.com/shop/No-Credit-Needed-wheel-Financing.html   Available Tire Size and Brand–According to Vehicle (Additional) Brand -Lexani/ Lionhart/ Delinte and more..  Wheels /Tires PKG (Free Lock and Lugs, Free Mount and Balance) 225-35-20/245-30-20/245-35-20/255-30-20/255-35-20/275-30-20/285-30-25/295-25-20  Available Bolt Pattern  5.114/ 5.115/ 5.120/ 5.112/ 5.100/ 5.108/ 5.105/5.110 /5.127 (According to Vehicle)   +++Fits on +++ Fits on  ACURA CL ILX Integra Legend MDX NSX RDX RL RLX RSX TL TLX TSX ZDX  AUDI A3 A4 A5 A6 A7 A8 A8L S3 S4 S5 S6 S7 S8 RS3 RS4 RS5 RS6 RS7 Q3 Q5 Q7 Q3 RS SQ5 R8 TT TTS TTRS  BENTLEY ARNAGE AZURE CONTINENTAL GT GTC FLYING SPUR MULSANNE  BMW 1 2 3 4 5 6 7 8 Series xDrive  i3 i8 1M M2 M3 M4 M5 M6 X3 X5 X6 X3 M X5 M X6 M X6 Z3 Z4 Z4 M Z8 320 328d 328i 335i 318 528 535 550 640 650 730 740 750 Buick Century Enclave Grand National LaCrosseLeSabre Lucerne Park Ave Rainier Reatta Regal Rendezvous Riviera  TerrazaVerano  Cadillac ATS ATS-V CT6 CTS CTS-V Deville DTS Eldorado Seville SRX STS STS-V XLR XT5 XTS   Chevrolet  Chevy  CamaroCamaro SS Camaro 2SS LTZ1Colorado ColoradovXtreme  Corvette C5C6 Z06 Stingray   El Camino Equinox HHR Impala Impala SS Malibu Monte Carlo Monte Carlo GM GMC  Chrysler 200 300C 300C AWD SRT 300M Aspen Concorde Crossfire Pacifica PT Cruiser Sebring Town and Country  Dodge Avenger Caliber SE  SXT Caravan Challenger SRT8 Charger Charger AWD Grand Caravan Magnum Neon 4-lugs Neon 5-lugs Nitro   Ford Bronco Contour Crown Victoria Edge Focus Fusion Mustang V6 GTGT 5 GT 5.0Shelby  Cobra Ranger Taurus / SHO Thunderbird  Honda Accord Civic Cross Tour CR-V Element Odyssey Passport Pilot Prelude Ridgeline S2000  Hyundai Accent AzeraElantraEquus Genesis Genesis Coupe Santa Fe Sonata Tiburon Tucson Veloster  Infiniti FX35 / 45 /50 G35 G37 M35 / 45 M37  Jaguar F-Pace F-Type S-Type X-Type XE XF XJ XK  Jeep Cherokee Compass Grand Cherokee Grand Cherokee SRT8 Liberty   KIAAmanti Cadenza Forte Optima Sedona Sorento Soul Sportage Chevrolet  Chevy  CamaroCamaro SS Camaro 2SS LTZ1Colorado ColoradovXtreme  Corvette C5C6 Z06 Stingray  El Camino Equinox HHR Impala Impala SS Malibu Monte Carlo Monte Carlo  (if you don’t see your vehicle, give us call at 888-814-1158) audiocityusa.com  -  since 1989  888-814-1158   (Open - 7am to 5.30 pm -Mon to Sat,  10am to 5pm-Sun  PST) Local pick up welcome/ Same day shipping Check out our extensive selection of wheels on cars @ AudioCityUSA.com  Why should I buy AudioCityUSA? 1) Lowest prices guaranteed 2) Guaranteed Fitment 3) Fast Shipping  4) Easy Financing (Easy to Apply, Instant Decisions)  Customer Satisfaction is our #1 priority  We also carry below brand 4Play AC Forged Ace Alloy American Off-Road  American Racing American Truxx Asanti Avant Garde Avenue Azad Beyern Black Rhino Black Rhino Off-Road Blaque Diamond Borghini Cali Off-Road Capri Luxury Concept One Cray Curva Dcenti Diablo Dirty Life Off-Road DUB Element ESR Factory Flow Form Factory Reproductions Ferrada Fuel Off-Road  Full Throttle G-Line Gianelle Gianna Gima Giovanna Hardrock Havok Off-Road Heavy Hitters HELO HELO Off-Road Hostile  Ion IROC K2 Off-Road KMC Koko Kuture Kronik  Lexani Forged Lexani Mandrus Marquee Mayhem Mazzi Method Race Off-Road Milanni MKW MKW Off-Road Morder Motegi Racing Moto Metal MRR Niche  Noir Elite NS OEM Replica Off-Road Monster Pinnacle Pure Grit Off-Road RBP  Red Dirt Road Off-Road Rennen Ridler Road Force Rohana Rosso  Rotiform RSR Ruff  Savini Forged Savini  Scorpion Sevizia Shift  Sporza Stance  Status Alloy  STR Strada TIS Off-Road TIS  Touren TOXIC Off-Road  TSW  Tuff  U2 Variant Varro VCT Velgen Velocity Verde Versante Vertini  Victor Equipment Vision Off-Road  Vision  Vorsteiner Vossen White Diamond Wire Wheels Xcess XD  XIX  XO Zenetti and more  ACURA CL ILX Integra Legend MDX NSX RDX RL RLX RSX TL TLX TSX ZDX AUDI A3 A4 A5 A6 A7 A8 A8L S3 S4 S5 S6 S7 S8 RS3 RS4 RS5 RS6 RS7 Q3 Q5 Q7 Q3 RS SQ5 R8 TT TTS TTRS BENTLEY ARNAGE AZURE CONTINENTAL GT GTC FLYING SPUR MULSANNE BMW 1 2 3 4 5 6 7 8 Series xDrive  i3 i8 1M M2 M3 M4 M5 M6 X3 X5 X6 X3 M X5 M X6 M X6 Z3 Z4 Z4 M Z8 320 328d 328i 335i 318 528 535 550 640 650 730 740 750 Buick Century Enclave Grand National LaCrosseLeSabre Lucerne Park Ave Rainier Reatta Regal Rendezvous Riviera  TerrazaVerano Cadillac ATS ATS-V CT6 CTS CTS-V Deville DTS Eldorado Seville SRX STS STS-V XLR XT5 XTS  Chevrolet  Chevy  CamaroCamaro SS Camaro 2SS LTZ1Colorado ColoradovXtreme  Corvette C5C6 Z06 Stingray  El Camino Equinox HHR Impala Impala SS Malibu Monte Carlo Monte Carlo Chrysler 200 300C 300C AWD SRT 300M Aspen Concorde Crossfire Pacifica PT Cruiser Sebring Town and Country Dodge Avenger Caliber SE  SXT Caravan Challenger SRT8 Charger Charger AWD Grand Caravan Magnum Neon 4-lugs Neon 5-lugs Nitro  Ford Bronco Contour Crown Victoria Edge Focus Fusion Mustang V6 GTGT 5 GT 5.0Shelby  Cobra Ranger Taurus / SHO Thunderbird Honda Accord Civic Cross Tour CR-V Element Odyssey Passport Pilot Prelude Ridgeline S2000 Hyundai Accent AzeraElantraEquus Genesis Genesis Coupe Santa Fe Sonata Tiburon Tucson Veloster Infiniti FX35 / 45 /50 G35 G37 M35 / 45 M37 Jaguar F-Pace F-Type S-Type X-Type XE XF XJ XK Jeep Cherokee Compass Grand Cherokee Grand Cherokee SRT8 Liberty  Slingshot,  Polaris,  Exotic Bike  KIAAmanti Cadenza Forte Optima Sedona Sorento Soul Sportage LexusES300 ES330 ES350 GS300 GS350 GS400 GS430 GS450 IS250 IS300 IS350 LS400 LS430 LS460 LS460h LS600h LX450 LX470 LX570 RX300 RX330 RX350 RX400h SC300 SC400 SC430 GS-F IS-F LS460-F RC-F Lincoln LS Mark LT Mark VII MKT MKX MKZ  Mazda CX-5 CX-7 CX-9 Mazda 3 Mazda 5 Mazda 6 MX-5 Miata Protégé RX-7 RX-8 Maserati Ghibli, S, Q4, Gran Turismo GranTurismo Convertible Levante Quattroporte GTS Mercedes Benz MBZ C-Class C55 AMG C63 AMG GLS CLA-Class CLA45 AMG CL CL CL65 CLK CLK55 AMG CLS CLS5 CLS63 AMG E E500 E550 E55 AMG E63 G55G63 G65  GLA 45 GLEGLE63  /   GLKGLSGLS63  MLML430 ML500 ML55 ML63  R R350 R500 R63 S400 S550 S550 Coupe S600 S55 S63 S65  SL-Class SL550 SL600 SL55 SL63 SL6SLK-SLK55  Mercury Grand Marquis Moutaineer Sable Mitsubishi 3000GT GTO Diamante Eclipse Galant Lancer Lancer Evolution Mirage Montero Montero Sport Outlander Maserati Ghibli, Grancabrio, Granturismo, Quattroporte Nissan 350Z 350ZBrembo 370Z 370ZBrembo Altima GT-R Juke Maxima Murano Pathfinder Quest Rogue Sentra Titan Xterra Oldsmobile88 Alero Aurora Cutlass Intrigue PontiacBonneville Firebird Grand Am Grand Prix G6 G8 GTO Montana Trans Sport Vibe Porsche911 Boxter Cayman Carrera GT Cayenne MacanPanamera S P S4 Turbo Saturn Aura Ion Outlook Scion Subaru BRZ Forester Impreza Legacy Outback Tribeca WRX WRX STI TeslaModel S Model X Roadster Avalon Camry Celica Corolla Echo FJ Cruiser Highlander Land Cruiser Matrix MR2 Prius RAV4 Sequoia Sienna Solara Tacoma Tercel Venza Yaris VolkswagenBeetle CC GTIGolf Jetta Passat Phaeton R32 Tiguan Touareg Slingshot,  Polaris,  Exotic Bike  1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018  2019 2020 2021 2022 2023 2024 Bolt -5Lug  5Lugs 5.114  5.112 5.100 5.110 5.130 5.108  5.120 and more.. wheel wheels rim rims  tire tires EZ finance financing available",,,,,,,,
2213,450.0,fayar,https://fayar.craigslist.org/bik/d/fayetteville-2020-trek-marlin/7472747563.html,2022-04-18 11:16,2020 Trek Marlin 5,0,,,,,,,,,,,,,,,
2214,75.0,fayar,https://fayar.craigslist.org/bik/d/van-buren-schwinn-bloom-kids-bike-16/7472740447.html,2022-04-18 11:05,"Schwinn Bloom kids bike, 16-inch wheel, training wheels, girls bike",5, steel, kids, 16in, Schwinn, Bloom, 16 in,"Hardly used by my spoiled little girl. Garage kept and in excellent condition besides the basket looks like it could use some TLC.  Schwinn Bloom kids bike, 16-inch wheel, training wheels, girls, banana seat, METAL FENDERS AND CHAIN GUARD.  For sale at $50  NO TRADES, CASH ONLY  (479) 806-nine 566", coaster, like new, none (rigid),, none, riser,,
2215,65.0,fayar,https://fayar.craigslist.org/bik/d/van-buren-20-inch-bca-speed-bmx/7472731150.html,2022-04-18 10:50,20 inch BCA 5-Speed BMX / Mountain Bike in great shape,4, steel, mountain, 20in, BCA,, 20 in,"I have this bike up for sale. My kids are growing up too fast. In really great shape, and everything works like new. Used very little and garage kept.  Priced to sell quick... $50  NO TRADES, CASH ONLY  (479) 806-nine 566", cantilever, excellent, suspension fork (hardtail),, none, bmx,,
2216,650.0,fayar,https://fayar.craigslist.org/bik/d/fayetteville-trek-marlin-bike-and-bike/7472715465.html,2022-04-18 10:24,Trek Marlin 5 Bike and bike Rack,11, aluminum, other, medium, trek, marlin 5, other/unknown,Selling my Trek Marlin 5 Bike size medium!! Super cool commuter bike that can also be used as a beginner MTB. Sells brand new for $719.99 but selling it for $550.   Bike rack is a Saris bike rack for cars without a trailer hitch. works perfect on my Rav 4. Sells brand new for $200 but selling it for $150.   Will sell both bike and bike rack for $650.,, like new, other/unknown,,,,,
2217,190.0,fayar,https://fayar.craigslist.org/hab/d/gentry-velocity-exercise-motion-series/7466383018.html,2022-04-18 08:02,velocity exercise motion series bike,3,,,,,,,no text please calls only and no late calls after 9 pm thank you.  velocity exercise motion series bike the seat is adjustable the screen operates on batteries it sells new for $349.00 we are asking $190.00 cash only no checks of any kind thank you.,, good,,,,,,
2218,15.0,fayar,https://fayar.craigslist.org/bop/d/rogers-cars-bike-helmet/7472580184.html,2022-04-17 21:19,CARS BIKE HELMET,0,,,, Bell Disney, Cars,,"Bell Disney Cars Lightning McQueen Bike Helmet, Red Toddler 3+ (48-52cm) Brand New Sells for $20 and up in the stores Make a great gift-make an offer",, new,,,,,,
2219,4000.0,fayar,https://fayar.craigslist.org/mcy/d/fayetteville-2001-honda-vt-1100-shadow/7472573551.html,2022-04-17 20:44,2001 Honda VT 1100 Shadow,3,,,,,,,"2001 Honda VT 1100 Shadow   Runs good, 5100 miles on it. New bags, new grips, new mirrors. Good tires, LEDs under the bike.  Call or text with questions.",,,,,,,,
2220,4100.0,fayar,https://fayar.craigslist.org/bik/d/springdale-santa-cruz-hightower-xl/7472540688.html,2022-04-17 18:30,Santa Cruz Hightower XL R/Carbon C/ 29,0, carbon fiber, mountain, XL, Santa Cruz, Hightower, 29 in,"￼￼Our greatest hits compiled into one bike—just hit play. If ever a bike resembled your most cherished mix tape compilation, the Hightower is it.  Featuring our lower-link mounted shock design, updated, adjustable geometry, this “Engineering Best Of...” assembles some of our biggest design pleasers into one belter of a road-trip companion.  The Hightower has been a does-it-all-well trail bike since its inception. More maneuverable than its longer-travel sibling, the Megatower, and more at home in the steep-and-chunky than its snappy cousin Tallboy, Hightower excels when the route covers ‘all points in between,’ and descents come courtesy of some big-ass climbs. The VPP suspension’s lower-link-mounted shock creates a nearly linear leverage curve, meaning it mops up bumps of all sizes and maintains the kind of progressivity normally reserved for our V10 DH bike!    145mm of rear travel complemented by a 150mm front end gives Hightower just a bit more front and rear travel over the first generation model. Combined with a slacker 65-degree head tube angle, the Hightower still sits squarely in the Goldilocks zone, but with a touch more “Oh sh*t get me out of here” capability when the porridge gets too hot!  Balancing stiffness and weight savings in all the right places is a hallmark of all Santa Cruz carbon frames and the Hightower flies the flag yet higher. The advanced composite chassis tracks well across all trail surfaces, holds a line, and is reactive to rider directions while isolating pedal-influenced inputs.  The Hightower also has a bonus disc to heighten the experience—the flip chip. In the High setting, the BB height is a little higher for those tricky tech trails and/or when Plus sized tires are required. In the Low position the shock rate is more progressive, to provide additional bottom-out resistance. Whatever mood you’re in, the tone of the Hightower can be adapted to meet your individual taste.",, new, frame and fork (full suspension),, none,,,
2221,300.0,fayar,https://fayar.craigslist.org/mpo/d/everton-antique-motorcycle-rear-fender/7464618325.html,2022-04-17 18:03,Antique motorcycle rear fender and rack,13,,,,,,,1933-38 Victoria KR 20 rear fender and rack. Could use on others. Neat piece. $300 obo two eight one six three six one one eight two thanks for looking!   Antique motorcycle. Vintage motorcycle fender.  Vintage motorcycle rack. Antique motorcycle rack. Rat bike. Survivor motorcycle. Barn fresh motorcycle parts.,,,,,,,,
2222,250.0,fayar,https://fayar.craigslist.org/bik/d/centerton-specialized-riprock-20/7467232566.html,2022-04-17 17:52,Specialized RipRock 20,3, alloy, mountain, 20 inches, Specialized, Riprock, 20 in,"3yr old Specialized RipRock 20inch bike with front suspension and 2.8"" fat tires. Bike was recently tuned at High Roller and is in great shape, child simply outgrew the bike.   Great bike for 5-8 year olds.",,,,,,,,
2223,8.0,fayar,https://fayar.craigslist.org/spo/d/gravette-vintage-leather-boxing-fitness/7471710485.html,2022-04-17 15:02,Vintage Leather Boxing Fitness Jump Rope With Wood Handles,5,,,,,,,This is in great condition.  This is the era when fitness equipment was built to last unlike today's products.  SERIOUS INQUIRES ONLY!!!  I will ONLY communicate through the Craigslist email link!!!     cross fit weights gym bench plates dumbbell barbell rack cage fitness running jogging squat treadmill elliptical bike cycle machine,, excellent,,,,,,
2224,4600.0,fayar,https://fayar.craigslist.org/wan/d/bella-vista-2019-kawasaki-klx/7472454197.html,2022-04-17 13:51,2019 Kawasaki KLX,7,,,,,,,according to the previous owner. bike comes with approximately $800 of upgrades. Brake and clutch levers aftermarket riser handlebars brush guards.. handgrips and Aftermarket muffler. I purchased this bike secondhand back in November 2021 for my wife. She has dropped it a couple times basically at a standstill but other than that no major damage has ever been done to the bike. You can see the scratch marks on the aftermarket brush guards And  minor scratches on the front fender . As seen in the pictures other than that the bike looks practically new.. I have only put roughly 200 miles on it since we’ve owned it just putting around town. Never any major off-road other than gravel roads.,, excellent,,,,, ?,
2225,10.0,fayar,https://fayar.craigslist.org/bop/d/beebe-vintage-bull-horns/7467241407.html,2022-04-17 11:54,Vintage Bull Horns,0,,,,,,,Vintage Mtn Bike Bull Horns. $10.00 & shipping. I take Paypal.,,,,,,,,
2226,2200.0,fayar,https://fayar.craigslist.org/bik/d/fayetteville-ibis-mojo-hdr-size-medium/7472408556.html,2022-04-17 11:42,Ibis Mojo HDR size medium,0, carbon fiber, mountain, Medium, Ibis, Mojo HDR, 27.5 in,"Ibis Mojo HDR, size medium.  SRAM XO/XX drivetrain. Shimano XTR brakes RocShox Pike Enve carbon bars.Thomson stem. I 9 hubs on Stan's NoTubes rims. Vittoria Agarro tires (new) Lev dropper MRP chain guard Chris's King headset Chris King ceramic bottom bracket  Top of the line parts. Both shocks serviced with only three easy rides on them. To much going on to ride this bike.", disc (hydraulic), good, frame and fork (full suspension),,,,,
2227,28999.0,fayar,https://fayar.craigslist.org/snd/d/rogers-2021-honda-pioneer-1000-limited/7463334701.html,2022-03-26 15:35,2021 Honda Pioneer 1000 Limited Edition 999 cc,0,,,,,,,,,,,,,,,
2228,5.0,fayar,https://fayar.craigslist.org/bik/d/fayetteville-schwinn-bike-mirror/7466734108.html,2022-04-17 09:59,Schwinn Bike Mirror,0, other/unknown, other, Medium, Schwinn,, other/unknown,"Schwinn Signature Grip Mount Bike Mirror - Universal Fit ! Take a look behind you with this Schwinn bike handlebar mirror. For safety and convenience, this mirror is a bike enthusiast essential. A hook-and-loop strap makes it a universal fit for all handlebars, while the adjustable stem allows you to get a custom viewing angle.",, like new,,,,,,
2229,112.0,fayar,https://fayar.craigslist.org/sgd/d/full-garage-gym-squat-rack-dumbbells/7463278614.html,2022-03-26 13:40,"Full Garage Gym-Squat Rack, Dumbbells- Financing Available",4,,,, BodyKore, G703,,"Full Garage Gym Setup- Squat Rack, Adjustable Bench, Dumbbells, Bumper Plates, Rower & More  _____________________________________________________________________________ Offered By: BodyKore Fitness Equipment- 949-503-9266- Text or call for more info _____________________________________________________________________________ We have a huge inventory of Commercial Fitness Equipment. Most of our equipment have lifetime warranties and are built for health clubs and commercial gyms. The same equipment you will use at 24 Hour Fitness, LA Fitness, Anytime Fitness, Chuze Fitness, Planet Fitness, Gold's Gym and more! Our state of the art equipment is offered at low low prices and we even offer Easy Financing! Garage Gym Equipment Package  Commercial Squat Cage and Adjustable Bench 5-50lb Rubber Dumbbell Set w/ Rack 300lb Rubber Olympic Grip Plate Set w/ Bar Choice of Rowing Machine or Air Bike  *Low Price of $4000! Or as low as $140/month  IN STOCK READY TO SHIP! This package doesn't work for you? No problem, Equipment packages are fully customizable. We have plenty of stock! .  ____________________________________________________________________________ Commercial Fitness Equipment: Smith Machines, Leg Press, Hack Squat, Squat Racks, Olympic Benches, Military Benches, Utility Benches, Flat Benches, Lat Machines, Seated Calf Raise, Back Hyperextension, Roman Chairs, Power Towers, Chin/Dip Tower, Vertical Knee Raises (VKR), Dual Adjustable Pulley Systems (DAPS), Plate Loaded Machines, Selectorized Strength Machines, Hip Abductor, Leg Extension, Cable Cross, Chest Press Functional Training Equipment: Group Training Rack Systems, Storage Racks, Crossfit Rigs, Olympic Lifting Platforms, Bumper Plates, Kettlebells, Wall Balls, Slam Balls, TRX, Suspension Trainers, Resistance Bands, Yoga Bands, Yoga Mats, Power Bags, Maces, Clubbells, Battle Ropes, Plyoboxes Cardio Equipment: Treadmills, Ellipticals, Steppers, Stepmills, Air runners, Manual Treadmills, Crosstrainers, Airbikes, Spin Bikes, Recumbant Bikes, Upright Bikes, Climbers, Rowers  _____________________________________________________________________ Financing available. 12 Months NO INTEREST on a 48 month term (on approved credit). Payments as low as $99 per month! FOR MORE PICTURES AND INFORMATION VISIT OUR WEBSITE www.bodykore.com PLEASE CONTACT US AT (949) 325-3088  Precor, Technogym, Rogue, Titan, lifefitness, woodway, star trac, nautilus, Deadlift, bumperplate, olympic bar, crossfit, cross fit, weightlifting, smith machine, squatrack, benchpress, gym equipment, treadmill, airdyne, assault, maces, clubbell, dumb bell, Concept 2, marpo BodyKore Fitness Equipment - QUALITY EQUIPMENT, BEST PRICES, EZ FINANCING! 💥💥💥 12 MONTH ZERO INTEREST WITH NO PRE-PAYMENT PENALTY We have a huge inventory of Commercial Fitness Equipment. Most of our equipment have lifetime warranties and are built for health clubs and commercial gyms. The same equipment you will use at 24 Hour Fitness, LA Fitness, Anytime Fitness, Chuze Fitness, Planet Fitness, Gold's Gym and more! Our state of the art equipment is offered at low low prices and we even offer Easy Financing! apply online : http://www.bodykore.com/finance BodyKore Fitness Equipment Phone: (949) 325-3088 Website: www.bodykore.com 📲 ☎️ Call or text 949-503-9266 for quick answers to your questions about this GARAGE GYM EQUIPMENT PACKAGE Check out some of our other equipment for your home gym:      Your message will always be answered by a real human — never an automated system. Kettlebell, Kettlebells, Olympic, Weights, Bench, Press, Squat, Resistance, Bands, Spin, Bike, Bikes, Spinning, Karate, Kung-Fu, Jiu Jitsu, Judo, Kickboxing, BJJ, JiuJitsu, MMA, Muay Thai, Muaythai, Kickboxing, Boxing, Gloves, Flat, Incline, Decline, Cable Machine, Cardio, Treadmill, Elliptical, Oliptical, Pull-Ups, Chin-Ups, Push-Ups, Chest, Arm, Legs, Bicep, Tricep, Shoulder, Gym Bells, Yoga Mats, Aerobics, Quadriceps, Hamstrings, Glutes, Abs, Stomach, Waist, Fat, Muscle, Body, Calves, Gravity Boots, Extension, Lats, Pulldown, Training, Intense, Extreme, Strength, Endurance, Bumper Plates, Olympic Rings, Appearance, Physical, Sports, Baseball, Basketball, Football, Martial Arts, Soccer, Track & Field, Power, Bodybuilding, Nutrition, Heavy, Bars, Tension, Gympak, Bodykore, Kore, Core, Yoga, Foam, Roller, Brake Pads, Pedal, Exercise, Startrac, Star Trac, Precor, Life Fitness, Lifefitness, Lifestride, Soloflex, Jump Rope, Forarm, Power, Blaster, Aerobics, Swimming, Cross Fit, Cross Kick, Apollo, Bodymasters, Steppers, Climbers, Strength Circuit Machines, Cable Station System, Rubber Flooring, Rubber Floor Mats, Smith Machine, Treadmill Belts, Replacement Parts, Medicine Balls, Punching Bags, Barbells, Racks, Rope, Attachments, Dip Belt, Workout Belt, Ab Straps, Thai Pads, Banana Bag, Kick Pad, Headgear, Power Systems, BOSU, tapout,forearm, bicep, arms, soloflex, body by jake, boflex, ab slider, lower back extension, lat pull down, Olympic rings, squat stands, squat racks, training ropes, climbing ropes, Power Racks, Bumper Plates, Rubber Flooring, Rubber Dumbbells, Cushbell and more!!! Ab / Back Equipment Flat and Olympic Benches Hyperextension Bench & Roman Chair Abdominal Equipment Back Equipment Inversion Tables Fitness Accessories Gym Flooring / Equipment Mats Jump Ropes Weight Training Accessories Door Gym Pull Up Bar Hand Strength & Forearm Cable Attachments Collars & Adapters Heart Rate Monitors Wrist, Ankle and Body Weights Scales & Body Fat Testers Squat Bar Pads Foam Product and Rollers Parts Fitness Exercise Gym Equipment Pull Up Bar, Chin Up Bar, Push up Bar and Dip Bars Reading Racks & Water Bottle Holders Exercise Mats Bosu® Ball Exercise Balls and Accessories Exercise Balls Bars & Collars Resistance Training Weight Pins & Leashes As Seen On TV Back Equipment Inversion Tables Door Gym Pull Up Bar Foam Equipment Packages Olympic Bumper Plates Bars GHDs Kettlebells Free Weight Equipment Medicine Balls Concept 2 Rowers Gymnastics Equipment Dumbbells Sandbags Pull-up Bars Training Accessories Plyometric Boxes D-Balls Mats Jump Ropes Climbing Ropes Flooring Bar Holders Gift Certificates Weight Storage home commercial treadmill treadmills elliptical ellipticals exercise bike bikes stepper steppers abcoaster gym equipment new used refurbished free weight dumbbells circuit strength selectorized Orange Co. Riverside Co. Newport Beach Life Fitness parabody tuff stuff repair service Product and Rollers Benches Flat and Olympic Benches Hyperextension Bench & Roman Chair Abdominal Equipment Back Equipment Boxing / Martial Arts Balazs Boxing Chin and Pull Up Bars TKO Fitness Accessories TKO Medicine and Stability Balls TKO Skip Jump Ropes TKO Vest and Ankle Weights TKO Weightlifting Belts and Straps Pull Up Bar, Chin Up Bar, Push up Bar and Dip Bars treadmill Commercial Fitness Equipment Commercial Ellipticals Cross Trainers Commercial Steppers Commercial Exercise Bikes Commercial Treadmills Commercial Rowing Machines Dumbbell Dumbbells / Weights Used Fitness Equipment Physical Therapy, Medical & Rehabilitation Equipment Aquatics Cardio Equipment Indoor Cycling Bikes and Spin Bikes Dumbbells / Weights Plates Dumbbells Barbell Sets Weight Trees Weight Training Accessories Wrist, Ankle and Body Weights Bars & Collars Hand Strength & Forearm Elliptical Trainers / Cross Trainers",, new,,,,,,
2230,4699.0,fayar,https://fayar.craigslist.org/mcd/d/rogers-2021-honda-rebel-300-single/7463275582.html,2022-03-26 13:34,2021 Honda Rebel 300 Single-Cylinder 286 cc,0,,,,,,,,,,,,,,,
2231,30.0,fayar,https://fayar.craigslist.org/bab/d/fayetteville-girls-bike-training-wheels/7470657280.html,2022-04-17 06:08,Girls Bike w/ Training Wheels,6,,,,,,,Girls 16 in bike with training wheels and rear rack. Very good shape!,, good,,,,,,
2232,1600.0,fayar,https://fayar.craigslist.org/bik/d/fayetteville-2021-polygon-29-full/7472303431.html,2022-04-17 00:21,"2021 Polygon 29"" Full Suspension Mountain Trail Bike",14, aluminum, mountain, Large, Polygon, Siskiu D6, 29 in,"Cash only. Price firm. No Trades.  Original Owner.   Tuned at Phat Tire Fayetteville Location. Ridden on paved trails only and stored inside when not in use. Less than a year old in like new condition.  Upgrades and Add-ons: Spank Spoon 800 (Black, 800mm), Rise 75mm handlebar Ergon - GE1 Evo Ergonomic silicone-based rubber handgrips Vittoria Tubeless TNT 29"" x 2.25"" XCO tires with graphene enhanced 4C compound Muc Off Ultimate Tubeless Tire Setup (Rim Tape, Seal Patches, Tubeless Valves and Tyre Sealant) Shock pump for front and rear suspension adjustments Torque wrench for proper hex/allen adjustments  Specs ALX XC Trail 6061 Aluminum Frame, Internal Cables, Tapered Headtube, Boost Thru-Axles SR Suntour XCR 32 Front Shock X-Fusion O2 Pro RL Rear Shock TranzX Dropper Post with Remote Shimano Deore FC-MT5100, 32T, 10-Speed, Hollowtech II, Boost Shimano BSA Threaded 73mm Bottom Bracket Shimano CS-M4100, 10-46T, 10-Speed Cassette Shimano Deore RD-M5120, 10-Speed, Direct Mount Rear Derailleur Shimano SL-M4100 1x10-Speed Trigger Shifting Lever Shimano BR-M201 Hydraulic Brakes Shimano SM-RT10 Centerlock Brake Rotors, F: 180mm / R: 160mm Shimano HB-MT400, Thru Axle 15x100mm, 32H Center-Lock Front Hub Shimano FH-MT400, Thru Axle 12x148mm, 32H Center-Lock Rear Hub  Size: Large recommended for riders 5'9"" to 6'1"" (or 29"" inseam)", disc (hydraulic), like new, frame and fork (full suspension),, none, riser,, AITPZ29SD6L1G1
