,Price,Location,URL,Date,Title,num image,text,condition,make / manufacturer,model name / number,bicycle frame material,bicycle type,brake type,electric assist,frame size,handlebar type,suspension,wheel size,size / dimensions,serial number,part type
10,100.0,auburn,https://atlanta.craigslist.org/nat/bik/d/suwanee-two-bikes/7460978540.html,2022-04-18 08:41,Two bikes,12,"I have a 26 inches man mountain bike and a 26 Inch fitness lady bike for sale. They are both in excellent condition. See attached pictures for details. Asking $100 for the man bike and $70 for the lady bike . comes with everything you see in the pictures. local pickup only. Cash only. All sale are final .  If ad is posted, it is available. Do not ask! text  show contact info  for pick up location.",,,, alloy, mountain,,, 26 inch,,, 26 in,,,
11,50.0,auburn,https://atlanta.craigslist.org/nat/bik/d/atlanta-new-transit-soft-bike-case/7465619410.html,2022-04-18 03:23,"New TRANSIT Soft Bike Case 48""x34""x7"" fits most bikes",2,"600 Denier bag has a durable internal PVC coating for increased weather and abrasion resistance Store your bike at home or on the go with plenty of pockets for pedals, skewers, tools and other small items Large inner wheel dividers to isolate wheels from frame Carry it through the hotel lobby with heavy-duty grab handles or the removable padded shoulder strap  show contact info",,,, other/unknown, other,,, Fits most bikes!,,, other/unknown,,,
12,65.0,auburn,https://atlanta.craigslist.org/nat/bab/d/suwanee-minnie-mouse-bikes-for-toddlers/7463253957.html,2022-04-17 22:56,Minnie Mouse Bikes for Toddlers,5,Disney 12” Minnie Mouse bikes. Brand new in boxes. Asking $70 OBO. Perfect Easter gift! Two available. Cross posted. Pickup or delivery in Suwanee. 😊,,,,,,,,,,,,,,
13,65.0,auburn,https://atlanta.craigslist.org/nat/bik/d/suwanee-brand-new-minnie-mouse-12/7463258161.html,2022-04-17 22:56,Brand New Minnie Mouse 12” Toddler Bikes,5,Disney 12” Minnie Mouse bikes. Brand new in boxes. Asking $70 OBO. Perfect Easter gift! Age 2-4. Two available. Cross posted. Pickup or delivery in Suwanee. 😊  Jackie  show contact info, new, Huffy,, aluminum, kids,,, 12” wheels,,, 12 in,,,
14,20.0,auburn,https://atlanta.craigslist.org/eat/for/d/grayson-ea-priced-kids-desk-easel/7467781596.html,2022-04-17 20:33,"EA Priced: Kids Desk, Easel, Chairs, Rocker, Bikes & Wagon",14,"* ""Todays Kids"" Desk is 21"" tall with seat thats 10"" from floor, Desk Top opens for Storage and can be detatched to carry with you. $20 * ""Crayola Kids"" Tall Easel, Dual Sides for Dry Erase or Chalkboard, Pd 69 asking $30 * 3 Small Blue School Chairs, Sturdy, Seats are 13.5"" from floor, All 3 for $20 & 1 Blue Stool 18"" tall, Very Sturdy $10 * Cute Pink Vanity Stool, Vintage, Metal, 16"" Seat Height, $15 * Small White Rocker with 9.5"" seat, $10 * Blue Wagon by ""Step 2"" with 2 Seats, a little rustic from use but very durable and rolls very well, $20 * Red Boys Bike: ""Rhino Trouble Maker"" 20"" Needs air in tires, $20 * Pink/Aqua Girls Bike: ""Dynacraft Charmer"" 20"" May need air in tires, $20 All at our office in Loganville where they can be sold during the day with help loading.",,,,,,,,,,,,,,
15,30.0,auburn,https://atlanta.craigslist.org/nat/bop/d/cumming-bycyle-carrier-for-an-auto/7468402740.html,2022-04-17 19:26,bycyle  carrier for an auto which will carry 2 bikes,0,no pictures it is still in the box  its new,,,,,,,,,,,,,,
16,150.0,auburn,https://atlanta.craigslist.org/nat/bik/d/roswell-special-his-hers-huffy-luna/7468956997.html,2022-04-17 18:25,special!! 2 His / hers Huffy luna Bikes!!,11,7 speed Front/ seat suspension Shifting beautifully Excellent puncture tek tires Rear kickstand Twist shift Comfort tek Hybrid Gravel/ road/ trails Gold color Great for couple looking to exercise together affordably!!!  ** dropping price today only!!! No brainer deal, excellent, Huffy, Comfort tek, other/unknown, hybrid/comfort, cantilever, none, 18, flat, suspension fork (hardtail), 26 in,,,
17,125.0,auburn,https://atlanta.craigslist.org/atl/bik/d/snellville-diamondback-wildwood-casual/7472516647.html,2022-04-17 18:04,Diamondback Wildwood Casual Bikes,2,"Have 2 Diamondback Wildwood Aluminum frame bikes suitable for casual riding Shimano Tourney and RevoShift components 18"" Medium frames 26 x 2.1"" tires on alloy rims with QD hubs  In the garage for awhile, but actually very little use. $149 each", good, Diamondback,, aluminum, cruiser,,, Medium,,, 26 in,,,
18,30.0,auburn,https://atlanta.craigslist.org/nat/bik/d/buford-kids-12-balance-bikes/7467896294.html,2022-04-17 17:54,"Kids 12"" Balance Bikes",6,"Red joystar 12"" ready to tide $30 , Red radio flyer ready to ride $30 text is the best way to reach me",, joystar,, steel, kids,,, 0,,, 12 in,,,
19,30.0,auburn,https://atlanta.craigslist.org/nat/bik/d/buford-girls-12-balance-bikes/7461182358.html,2022-04-17 14:54,"Girls 12"" Balance Bikes",3,"Pink and white critical cub 12"" ready to tide $30  text is the best way to reach me",, critical, cub, steel, kids,,, 0,,, 12 in,,,
20,30.0,auburn,https://atlanta.craigslist.org/nat/bik/d/buford-girls-12-bikes/7469629033.html,2022-04-17 14:54,"Girls 12"" Bikes",4,"Green dora the explorer with training wheels ready to ride $30 , Pink hello kitty with training wheels ready to ride $30 text is the best way to reach me",, huffy,, steel, kids,,," 8""",,, 12 in,,,
21,525.0,auburn,https://atlanta.craigslist.org/atl/bik/d/atlanta-2017-se-bikes-so-cal-flyer/7472440178.html,2022-04-17 14:12,2017 SE Bikes So Cal Flyer,6,"2017 SE Bikes So Cal Flyer  24” wheels, 3pc cranks, wider aftermarket bars (original bars included as well).  Some normal wear and tear from being ridden. A small tear on the seat, back tire has some wear as well, but both front and back hold air well and function fine. Overall the bike is in great functional shape and rides well.  Cash, PayPal, or Venmo accepted.", excellent, SE Bikes, So Cal Flyer, aluminum, bmx, cantilever,, 24”, bmx,, 24 in,,,
22,99.0,auburn,https://atlanta.craigslist.org/atl/bop/d/grayson-saris-grand-slam-bicycle-car/7472368985.html,2022-04-17 10:48,Saris Grand Slam Bicycle Car Carrier 4 Bikes 1 1/4” Hitch,5,Saris Grand Slam 4 Bike Carrier for 1 1/4” hitch.  This carrier is in good used condition. It shows a little wear and tear.   An Adapter can be purchased separately so that this carrier can fit a 2 inch hitch.  CASH ONLY  LOCAL PICK UP ONLY  No Returns  No Warranty, good, Saris, Grand Slam/4,,,,,,,,, 1 1/4” hitch,,
23,1299.0,auburn,https://atlanta.craigslist.org/nat/snd/d/lebanon-ace-hardware-in-woodstock-kids/7472166983.html,2022-04-16 16:19,"Ace Hardware in Woodstock Kids Dirt Bikes , Go karts",24,"We are your 1 Stop shop for Kids Atvs, Dirt Bikes, Go Karts, Scooters, UTVS, Parts, Service, Financing, 115 Colony Center Dr. Woodstock, GA 30188   Come on down and view our showroom! what better way to experience   With Over 20 Years in the industry we decided to bring in our own line of Dirt Bikes and Parts.  Coolster , Brands Do Not Compare to our Dirt Bikes. Come See for yourself.  Brand New 110cc   Kids Dirt Bikes .  Affordable FUN XTR 110 MINI PIT BIKE is an awesome, fully automatic dirt bike perfect for kids and youth! With no clutch to wrestle, little ones can start building riding skills without having to shift! This Mini Pit Bike is powered by a low-maintenance, 4-stroke 110cc engine that produces over 8 horsepower and is capable of moving loads of over 132 pounds.  A smaller frame and low 25 inch seat height keep this motorcycle small enough for kids to maneuver easily while the off-road knobby tires and full suspension mean it can easily handle rugged terrain on the trails. Front and rear disc brakes provide supreme control and excellent stopping power. Electric start. Choice of several colors   XTR-110CC MINI PIT	 CONFIGURE	 Colors available	BLUE, RED, GREEN Decals(Y/N)	YES Assembly required	FRONT WHEEL,HANDLEBAR,REAR SHOCK ENGINE INFO	 Engine Type	110CC, Single-cylinder, 4 stroke Automatic, air-cooled Engine brand	Zongshen 152FMH Horizontal Displacement	107 ml Cooling	AIR COOLED Max Power	6.7 HP @ 8000 RPM Max torque	4.94 ft-lb @ 5500 RPM Compression	9.1:1 Max speed	41 mph (with adjustable speed limiter) Ignition	CDI Starting system	KICK AND ELECTRIC START (12v battery) Battery	12V4ah MAINTENANCE FREE LEAD ACID Carburetor brand	PZ22 Jingke Engine oil	10W40 synthetic JASO MA/MA2 (motorcycle wet clutch) Spark Plug	A7TC CHASSIS ETC.	 Clutch	MANUAL  Transmission	Automatic  Single Gear (N-D) Driveline	#428 Chain (14T, 41T Sprockets) Brakes,front/rear	FRONT/REAR DISC Brake operation	FRONT HAND REAR FOOT Tires,front/rear	F:3.00-12 | R:2.50-10 off-road knobby tires Rims	F:1.85x12, R:1.4x10 Cast Front Fork	Non-Adjustable Inverted 550mm, Travel 100mm, Tube 27mm Rear Shock	Coil Spring 270mm, Travel 43mm Swing Arm	320mm Steel Fuel capacity/type	0.92 gal / Premium gasoline octane level 91 or greater Box Weight G.W.	126 lbs Dirt Bike Dry Weight	108 lbs Max load	140 lbs DIMENSIONS	 Wheelbase	39.57 inches Dirt Bike Dimensions	L57 x W24 x H33 inches Height to seat	24 inches 90 day warranty. 770-924-5091  CALL ACE  WE OFFER FIANCING 90 DAYS SAME AS CASH , NO CREDIT CHECK.  WE OFFER 3-5 YEARS ON OUR UTVS, BUGGIES, STRET BIKES, ATVS,  SEE YOU SOON.     Affordable FUN the full-size XTR 250 Dirt Bike comes with all the same great features found on more expensive Japanese bikes at less than half the price! Comparable to the Suzuki DR-Z, Kawasaki KLX, Yamaha XT or TT-R, and Honda CRF motorcycles, the XTR 250 comes standard with electric and kick start, front and rear disc brakes, and enhanced suspension. Built over a heavy-duty steel twin-spar frame, boasts big 54mm inverted forks up front and an adjustable mono shock in the rear along with a full-size 21 inch front wheel that provides excellent ground clearance and makes navigating obstacles and off-road trails a breeze. Make no mistake, with a 36.6 inch tall seat, this is a serious dirt bike! And it's got a serious 250cc 4-stroke engine and manual 5-speed tranny for a power combination best suited to experienced riders. Just feather the clutch, twist the throttle and put the power on the ground! Heavy-duty spoke rims wrapped in aggressive knobby tires are perfect for climbing over rocks and downed trees, clawing through muddy terrain and scrambling up hills. You won't find a more capable motorcycle for exciting off-road trail riding action for the price! CARB Approved. Comes in NEW colors: blue, green, red, blue and classic black.    Financing OAC programs 90 days same as cash. only $40.00 Down .  turbopowersports.com Dirt bikes and ATVs for all ages, Dirt Bikes, colors and type of dirt bikes and ATVS . Affordable Fun Need gifts for your kids? we have the 49cc 70cc 110cc  Vespa, Moped, Motorcycle, Motor Scooter, Scooter, Scooters Motorized Bicycle, Pre-Owned Scooters, Piaggio Scooters, Genuine Scooters, Vespa Scooters, moped, vespa scooter, piaggio scooter, aprilia scooter, motoguzzi, bsa, Norton, royal enfield, triumph Bonneville, triumph thruxton, genuine buddy scooter, genuine stella scooter, genuine blur scooter, kymco like scooter, kymco super 8 scooter, kymco agility scooter, kymco people scooter, sym wolf 150, sym hd 200 hd200, sym fiddle scooter lance cali classic scooter, lance Havana scooter, lance pch scooter, lance cabo scooter, Honda ruckus scooter, Honda elite scooter, Honda grom scooter, Yamaha zuma scooter, Yamaha riva scooter, Yamaha vino scooter, café racer, royal enfield, Suzuki gsxr gsx r , Honda cbr, ysr, Honda rebel 250, 50cc scooter moped, 125cc scooter moped, 250cc scooter moped, tao tao scooter, tank scooter, bms scooter, flyscooter flyscooters, znen scooter, ssr motorsports, ssr scooter, Italian scooter, electric scooter, electric moped, trike, three wheel scooter, sprint scooter, vespa p200, stella scooter, mini bike, pit bike, dirt bike, endure bike, zero motorcycle, scooter Genuine Buddy, Stella, Vespa, Honda, Yamaha, Piagio, Vino, Ruckus 50 125 SYM, Vespa, Buddy, Scooter, Scooter repair, Classic, 250, 150,Genuine Scooter service LX PX Rally, Lambretta, Motorcycle, Scooter, Training, Lessons, Classes, Course, Instruction, School, Los Angeles, M1, DMV, Honda, Rebel, Nighthawk, CB, 250, CB250, 300, CB300, 350, CB350, Suzuki, GS, GN, 125, GS250, GN125, GN250, Kawasaki, Ninja, Eliminator, Vulcan, 500, EN500, Yamaha, Star, Sym, Vespa, Piaggio, Kymco, Aprilia, Buddy, PCX, Metropolitan, Benelli, Peugeot, Hyosung, Zuma, Majesty, Ducati Honda Harley Davidson Zuma Metropolitan Scooter Vespa Kawasaki Suzuki Ruckus Panigale Yamaha YCFR1 CBR GXR 49CC 50CC 125CC 149CC 150CC ATV PIT BIKE GO KART GROM pocketbike pocketbikes pocket bike pocket bikes Super Bike Dirt Bike dirtbike superbike xr xr50 50cc 70cc 90cc 100cc 110cc 125cc 150cc Pit Bike pitbikes Honda Yamaha Go Cart GoCart GOPED ,DIRT BIKE,DIRT, MINI BIKE, POCKET BIKE, YSR, GOKART, 50, STUNT BIKE, STUNT, SICK BIKE, SDG,BBR ATV crf50 crf Chopper Min    Are you looking for a discounted Scooter in *San Diego* *Redlands* *El Cajon* *Riverside* *San Bernardino* *Moreno Valley* *Corona* *Chino* Ontario* *Rancho* *Cucamongo* *Rialto* *Fontana* *Hemet* *Palm Springs* *Morongo Valley* *Yucca Valley* *Palm Desert* *Desert Hot Springs* *Apple Valley* *Coasta Mesa* *Pomona* *Anaheim* *Irvine* *Long Beach* *Torrance* *Los Angeles* *Santa Monica* *Pasadena* *Chula Vista* *Carlsbad* *Chula Vista* *Coronado* *Del Mar* *El Cajon* *Encinitas* *Escondido* *Imperial Beach* *La Mesa* *Lemon Grove* *National City* *Oceanside* *Poway* *San Diego* *San Marcos* *Santee* *Solana Beach* *Vista* Escondido* Carlsbad* our special deals on our scooters will save you from having to drive as far to get a great deal. Susanville, Sacramento, clovis, grass valley,Stockton, Plattsburg, Pittsburgh, Overton Nevada,  SCOOTERS, DIRT BIKES, GO KARTS, STREET BIKES, BUGGIES, BMS KANDI COOLSTER  APOLLO, TGB, CFMOTO, HISUN, ODES, UTVS, ATVS, KIDS ATVS, SERVICE, PARTS, Brighton Michigan, Livingston County, Michigan, Ellen wood GA 30294 ZIP CODE 54904 Little Rock AR 72201 Stockton 95202 Fort Collins 80524 Spring field MO 65721 Order Online at turbopowersports  it's ok to contact this poster with services or other commercial interests Sedalia 65301, 65340, Marshall 30188 https://www.google.com/search?gs_ssp=eJzj4tTP1TcwKiowTVZgNGB0YPDiSUxOVchILEopTyxKBQBvIAg6&q=ace+hardware&rlz=1C1CHBF_enUS943US944&oq=ace+har&aqs=chrome.1.69i59j46i199i291i433i512j0i433i457i512j69i57j0i402j69i60l3.4167j0j7&sourceid=chrome&ie=UTF-8  https://www.acehardwarestorewoodstockga.com/",,,,,,,,,,,,,,
24,1750.0,auburn,https://montgomery.craigslist.org/bik/d/booth-radrunner/7472040375.html,2022-04-16 11:09,Radrunner 2,0,,,,,,,,,,,,,,,
25,35.0,auburn,https://atlanta.craigslist.org/eat/bik/d/lithonia-top-tube-adapter-for-womens/7470460024.html,2022-04-16 09:08,Top Tube Adapter for Women's Bikes and Full Suspension Bikes,6,"Saris - $35 each - I have only 1 of these left Yakima - $40 each - I have only 1 of these left Thule - no longer available  These allow step-thru ladies bike frames, or any bike with a low top tube, like a full suspension bike, or kids bike, to be mounted on a bike rack. The adapter gives the bike a horizontal top tube so that the bike hangs on the rack properly. Non-standard frames are a real pain to strap onto a rack, often ending up hanging crooked and not too secure.  These are very secure. Easy to get on and off. One end of it clips on the handlebar stem under the bars and the other end clips under the seat.  The adapter telescopes longer or shorter to fit the bike.  The adapter becomes the bike's top tube that gets strapped into the rack.  I don't believe bike shops have these currently because of the shortages.   Can meet in a public place. Firm price.    dog",,,, aluminum, road,,, All,,, other/unknown,,,
26,150.0,auburn,https://atlanta.craigslist.org/atl/bik/d/peachtree-corners-bikes-his-hers/7468568792.html,2022-04-16 08:46,2 Bikes His & Hers,9,"1- Vintage Girl's Huffy 314 bike. 24"" wheel in like new condition.  2- Royce Union, 700 Series, 21 speed all Shimano, 26"" wheel, size  medium.  Bikes have been kept inside and are in excellent condition.  They can be purchased seperatly.", excellent," Royce Union, Huffy", See description, aluminum, hybrid/comfort, caliper,," 26"" and 24""",, none (rigid), 26 in,,,
27,500.0,auburn,https://atlanta.craigslist.org/nat/mpo/d/gainesville-wanted-non-running-dirt/7464711696.html,2022-04-16 07:01,Wanted non-running dirt bikes and street bikes,0,Looking for bikes that do not run. Dirt or Street. I don't buy anything from China. Text me with pictures and prices.  show contact info,,,,,,,,,,,,,,
28,4800.0,auburn,https://atlanta.craigslist.org/sat/mcy/d/lagrange-kawasaki-bikes/7471848041.html,2022-04-15 19:58,2009/2014 Kawasaki Bikes,12,Blue-2009. Asking 3800.00 Damage on light. No other issues. Believe 248cc. Clear title. Ready to ride.    White 2014 Asking 4800.00. No damages. Excellent condition. Beleive 299cc. Clear title. Ready to ride.   No trades so don’t ask.   Can text 706.616.8645.,,,,,,,,,,,,,,
29,50.0,auburn,https://atlanta.craigslist.org/nat/bik/d/acworth-pair-of-bikes-good-shape-50-each/7471746691.html,2022-04-15 15:56,"Pair of bikes, good shape, $50 each",4,"Asking $50 for one or $100 for both. Both in pretty good shape. They should both ride beautifully once they're tuned up at a bike shop.  Red is 24"", blue is 26""  Must pick up in Acworth.",,,, other/unknown, mountain,,, medium,,, 26 in,,,
30,50.0,auburn,https://atlanta.craigslist.org/nat/bik/d/cumming-kids-bikes-20-boys-girls-bmx/7464725140.html,2022-04-14 15:35,"2 Kids Bikes 20""; Boys, Girls; BMX, Mountain, Bicycle, Kent",10,"1. 20"" Kent 2 Cool BMX Girls Bike (Compare to $98 at Walmart); Used less than an hour like new condition: $40  Any girl would love riding this 2 Cool Bike out with her friends because it's an awesome mix of style and fun. This girls' bike features a durable steel frame with a drop bar to make mounting and dismounting the bike a breeze. It has both a rear foot brake plus dual hand brakes to give the rider improved control over her bike. This 20-inch girls' bike includes single-speed gearing and plastic pedals that will provide her with plenty of power to ride on flat surfaces and small hills. Steel BMX handlebars provide exceptional steering capability. This fun girl's bike comes with a colorful padded seat that will provide a comfortable place to sit while she rides.  Kent 20 In. 2 Cool BMX Girl's Bike, Satin Purple:  Durable steel frame with a drop bar Single speed bike Rear foot brake plus dual hand brakes Wheels/tires: 20"" wheels and tires Steel BMX handlebars Colorful padded seat Kent BMX bike includes a kickstand Dimensions: 55""L x 26""W x 36""H Recommended Age: 8 to 12 Years  2. 20"" Hyper Bike Boys Shocker Mountain Bike (Compare to $138 to Walmart) good condition; $40  Ride off the pavement in the Hyper Bicycles 20"" Boys Shocker Mountain Bike in Black. This kids mountain bike features a lightweight aluminum frame that lets users ride harder for longer. The Shocker includes both rear suspension for a smooth ride on any surface and alloy rims with front and rear linear pull breaks for the ability to stop and go as you please. It features 7 speeds, ensuring versatility in the ride. The bike has comfortable twist shifters with a rear derailleur, allowing riders to change the gears quickly and smoothly. Designed with your comfort in mind, it features a deluxe padded seat, gripped handlebars, and resin platform pedals. This mountain bike has a sleek, black design with blue accents that provides a modern look. The bike can be ridden on a variety of surfaces, allowing for flexibility in where you go with it. Perfect for your off road adventure or weekend leisurely rides, the Hyper Shocker Mountain Bike will help make your rides more enjoyable.  Hyper Bicycles 20"" Boys Shocker Mountain Bike, Kids, Black  Frame: Steel full-suspension with front suspension forks Speed: 7 speed bike has consistent twist shifters with rear derailleur Brakes: Front and rear linear pull brakes Wheels: 20"" spoked Rider Height: 4'2"" - 5'0"" Max Rider Weight: 135 lbs", excellent, Kent,, other/unknown, bmx,,, Medium,,, 20 in,,,
31,115.0,auburn,https://atlanta.craigslist.org/nat/bik/d/cleveland-autobike-bicycle-automatic/7460217963.html,2022-04-14 09:43,Autobike Bicycle Automatic Shifting bike bikes rare,0,"I have an original AUTOBIKE AUTOMATIC Shift SHIFTING BIKE,$115. It is in Great shape.  Were in CLEVELAND NEXT TO HELEN GA.",,,, steel, cruiser,,, 19.5,,, 26 in,,,
32,1234.0,auburn,https://atlanta.craigslist.org/atl/bik/d/fayetteville-buy-sell-trade-80s-90s-bmx/7460807316.html,2022-04-14 07:53,Buy/Sell/Trade 80s/90s BMX/freestyle Bikes,0,,,,,,,,,,,,,,,
33,1799.0,auburn,https://atlanta.craigslist.org/nat/snd/d/lebanon-ace-hardware-in-woodstock-kids/7470917649.html,2022-04-13 16:41,"Ace Hardware in Woodstock Kids Dirt Bikes , Go karts",24,"We are your 1 Stop shop for Kids Atvs, Dirt Bikes, Go Karts, Scooters, UTVS, Parts, Service, Financing, 115 Colony Center Dr. Woodstock, GA 30188   Come on down and view our showroom! what better way to experience   Brand New 200cc  Kids Go Karts.   Affordable FUN The new 200 Wolf kid's go-kart with a 196cc powerplant. The 200 Wolf comes standard with an automatic CVT tranny with reverse so it's easy to maneuver in tight spots. The Wolf go kart sits on an independent front suspension with a a swing-arm rear setup and big 16 inch all-terrain tires with hydraulic rear disc brakes for excellent handling on rough, rugged trails. This mini sized go-kart is specifically designed for kids and features high-back seats, over-the-shoulder safety harnesses, a padded brush guard cage and fully enclosed floor pan to keep little ones safe and secure while riding. The driver's seat is adjustable to ensure a proper fit for kids of all sizes. Plus, a keyed ignition and built-in speed governor make it easy for parents to control when the kids ride and how fast they go! And finally, high-mounted overhead front facing lights help maximize visibility for optimum safety.    SPECIFICATIONS Model: WOLF 200 Engine: Four-stroke, Single-cylinder, Forced Air-cooled OHV Displacement: 196cc Compression Ratio 8.5:1 Power: 4.0kw Bore/ Stroke φ68*54mm Start Type: Keyed Electric Start Ignition: CDI Transmission: Automatic w/ Reverse Final Drive: Chain Battery: 12V 4Ah Fuel Capacity: 0.48 gal. Max Speed: 35 MPH Brakes (front/rear): Hydraulic Disc / Hydraulic Disc Tires (front/rear): 145/70-6 /16 x 8-7 Wheels: Steel Suspension (front/rear): Independent with coil-over shocks / Swing arm with dual coil-over shocks Dry Weight: 287 lbs. Gross Weight: 360 lbs. Max Loading: 330 lbs. Distance to Pedals: 31.5 - 34 inches (seat adjustable) Height to Seat: 9 inches Ground Clearance: 6.3 inches Wheelbase: 49 inches Dimensions (LxWxH): 67x44x47 inches Shipping Carton Dimensions (LxWxH): 69x45x25 inches EPA Certified - NOT CARB LEGAL Features: Engine Kill Switch, Headlights, Tool Kit, Dual safety harnesses, Integrated side rails and padded top brush guard cage, Enclosed floorpan, Emergency Brake and Canopy. Configurations And Specifications Subject To Change Without Notice. 90 day warranty. 770-924-5091  CALL ACE  WE OFFER FIANCING 90 DAYS SAME AS CASH , NO CREDIT CHECK.  WE OFFER 3-5 YEARS ON OUR UTVS, BUGGIES, STRET BIKES, ATVS,  SEE YOU SOON.     Affordable FUN the full-size XTR 250 Dirt Bike comes with all the same great features found on more expensive Japanese bikes at less than half the price! Comparable to the Suzuki DR-Z, Kawasaki KLX, Yamaha XT or TT-R, and Honda CRF motorcycles, the XTR 250 comes standard with electric and kick start, front and rear disc brakes, and enhanced suspension. Built over a heavy-duty steel twin-spar frame, boasts big 54mm inverted forks up front and an adjustable mono shock in the rear along with a full-size 21 inch front wheel that provides excellent ground clearance and makes navigating obstacles and off-road trails a breeze. Make no mistake, with a 36.6 inch tall seat, this is a serious dirt bike! And it's got a serious 250cc 4-stroke engine and manual 5-speed tranny for a power combination best suited to experienced riders. Just feather the clutch, twist the throttle and put the power on the ground! Heavy-duty spoke rims wrapped in aggressive knobby tires are perfect for climbing over rocks and downed trees, clawing through muddy terrain and scrambling up hills. You won't find a more capable motorcycle for exciting off-road trail riding action for the price! CARB Approved. Comes in NEW colors: blue, green, red, blue and classic black.    Financing OAC programs 90 days same as cash. only $40.00 Down .  turbopowersports.com Dirt bikes and ATVs for all ages, Dirt Bikes, colors and type of dirt bikes and ATVS . Affordable Fun Need gifts for your kids? we have the 49cc 70cc 110cc  Vespa, Moped, Motorcycle, Motor Scooter, Scooter, Scooters Motorized Bicycle, Pre-Owned Scooters, Piaggio Scooters, Genuine Scooters, Vespa Scooters, moped, vespa scooter, piaggio scooter, aprilia scooter, motoguzzi, bsa, Norton, royal enfield, triumph Bonneville, triumph thruxton, genuine buddy scooter, genuine stella scooter, genuine blur scooter, kymco like scooter, kymco super 8 scooter, kymco agility scooter, kymco people scooter, sym wolf 150, sym hd 200 hd200, sym fiddle scooter lance cali classic scooter, lance Havana scooter, lance pch scooter, lance cabo scooter, Honda ruckus scooter, Honda elite scooter, Honda grom scooter, Yamaha zuma scooter, Yamaha riva scooter, Yamaha vino scooter, café racer, royal enfield, Suzuki gsxr gsx r , Honda cbr, ysr, Honda rebel 250, 50cc scooter moped, 125cc scooter moped, 250cc scooter moped, tao tao scooter, tank scooter, bms scooter, flyscooter flyscooters, znen scooter, ssr motorsports, ssr scooter, Italian scooter, electric scooter, electric moped, trike, three wheel scooter, sprint scooter, vespa p200, stella scooter, mini bike, pit bike, dirt bike, endure bike, zero motorcycle, scooter Genuine Buddy, Stella, Vespa, Honda, Yamaha, Piagio, Vino, Ruckus 50 125 SYM, Vespa, Buddy, Scooter, Scooter repair, Classic, 250, 150,Genuine Scooter service LX PX Rally, Lambretta, Motorcycle, Scooter, Training, Lessons, Classes, Course, Instruction, School, Los Angeles, M1, DMV, Honda, Rebel, Nighthawk, CB, 250, CB250, 300, CB300, 350, CB350, Suzuki, GS, GN, 125, GS250, GN125, GN250, Kawasaki, Ninja, Eliminator, Vulcan, 500, EN500, Yamaha, Star, Sym, Vespa, Piaggio, Kymco, Aprilia, Buddy, PCX, Metropolitan, Benelli, Peugeot, Hyosung, Zuma, Majesty, Ducati Honda Harley Davidson Zuma Metropolitan Scooter Vespa Kawasaki Suzuki Ruckus Panigale Yamaha YCFR1 CBR GXR 49CC 50CC 125CC 149CC 150CC ATV PIT BIKE GO KART GROM pocketbike pocketbikes pocket bike pocket bikes Super Bike Dirt Bike dirtbike superbike xr xr50 50cc 70cc 90cc 100cc 110cc 125cc 150cc Pit Bike pitbikes Honda Yamaha Go Cart GoCart GOPED ,DIRT BIKE,DIRT, MINI BIKE, POCKET BIKE, YSR, GOKART, 50, STUNT BIKE, STUNT, SICK BIKE, SDG,BBR ATV crf50 crf Chopper Min    Are you looking for a discounted Scooter in *San Diego* *Redlands* *El Cajon* *Riverside* *San Bernardino* *Moreno Valley* *Corona* *Chino* Ontario* *Rancho* *Cucamongo* *Rialto* *Fontana* *Hemet* *Palm Springs* *Morongo Valley* *Yucca Valley* *Palm Desert* *Desert Hot Springs* *Apple Valley* *Coasta Mesa* *Pomona* *Anaheim* *Irvine* *Long Beach* *Torrance* *Los Angeles* *Santa Monica* *Pasadena* *Chula Vista* *Carlsbad* *Chula Vista* *Coronado* *Del Mar* *El Cajon* *Encinitas* *Escondido* *Imperial Beach* *La Mesa* *Lemon Grove* *National City* *Oceanside* *Poway* *San Diego* *San Marcos* *Santee* *Solana Beach* *Vista* Escondido* Carlsbad* our special deals on our scooters will save you from having to drive as far to get a great deal. Susanville, Sacramento, clovis, grass valley,Stockton, Plattsburg, Pittsburgh, Overton Nevada,  SCOOTERS, DIRT BIKES, GO KARTS, STREET BIKES, BUGGIES, BMS KANDI COOLSTER  APOLLO, TGB, CFMOTO, HISUN, ODES, UTVS, ATVS, KIDS ATVS, SERVICE, PARTS, Brighton Michigan, Livingston County, Michigan, Ellen wood GA 30294 ZIP CODE 54904 Little Rock AR 72201 Stockton 95202 Fort Collins 80524 Spring field MO 65721 Order Online at turbopowersports  it's ok to contact this poster with services or other commercial interests Sedalia 65301, 65340, Marshall 30188 https://www.google.com/search?gs_ssp=eJzj4tTP1TcwKiowTVZgNGB0YPDiSUxOVchILEopTyxKBQBvIAg6&q=ace+hardware&rlz=1C1CHBF_enUS943US944&oq=ace+har&aqs=chrome.1.69i59j46i199i291i433i512j0i433i457i512j69i57j0i402j69i60l3.4167j0j7&sourceid=chrome&ie=UTF-8  https://www.acehardwarestorewoodstockga.com/",,,,,,,,,,,,,,
