,Price,Location,URL,Date,Title,num image,text,bicycle frame material,bicycle type,brake type,condition,electric assist,frame size,handlebar type,make / manufacturer,model name / number,suspension,wheel size,serial number,part type,year manufactured,paint color
4583,280.0,santabarbara,https://santabarbara.craigslist.org/bik/d/santa-barbara-folding-bike-mini-cooper/7468117505.html,2022-04-16 13:29,Folding Bike MINI Cooper (BMW),2,"Folding Bike MINI Cooper (BMW) brand for sale. Asking for $260.  Specifications: Color: Matte Black Weight: 24 pounds Speeds: 8 Frame: Aluminum Fork: Dahon Slipstream, Aluminum Stem: Aluminum, Height Adjustable, 2x Quick Release Handlebar: Kintetix Shift System: NEOS.2 for 8-speed Brakes: Kinetix V-brakes, front & rear Brake Lever: Avid FR5 Aluminum Wheels: 20 Inch – Tires Schwalbe KOJAK 35-406 Dahon special edition Inner Tubes: Schwalbe Unitube 20” AV6 (with car valve) Chain: Taya Chain OCTO, Teflon-Coated Pedals: Folding, Aluminum Body, Non-Slip Saddle: Selle Royal Gel Saddle Clamp: Dahon “Turtleneck” with quick release  - Some signs of usage. - Excellent condition and recently tuned up. - Ready to go!  I Googled the prices of the same bikes and I see prices vary between $ 400 and $560.", aluminum, folding,,,, 20,,,,, 20 in,,,,
4584,120.0,santabarbara,https://santabarbara.craigslist.org/wan/d/santa-barbara-thule-raceway-bike-rack/7469719186.html,2022-04-16 13:18,Thule Raceway Bike Rack (3 Bike),0,Thule Raceway bike rack for hatch or trunk mount. Holds up to 3 bikes.,,,, good,,,,,,,,,,,
4585,299.0,santabarbara,https://santabarbara.craigslist.org/bik/d/carpinteria-cannondale-full-suspension/7466538069.html,2022-04-16 12:22,Cannondale Full Suspension - REDUCED PRICE,3,"Cannondale SuperV900 full suspension bike in candy apple red. The frame is aluminum and the bike has Shimano Deore XT components, new tires, and a medium frame. Cannondale makes great bikes here in America and has for many years. It's hard to go wrong with this manufacturer. With full suspension this bike is great for around town comfort or hit the trails with confidence with this iconic Cannondale design. This item is for local pick up and cash. Please respond to this post via Craigslist or text me at the phone number below. Thanks for your attention.", aluminum, mountain, v-brakes, excellent,, Medium,, Cannondale, Super V 900, frame and fork (full suspension), 26 in,,,,
4586,999.0,santabarbara,https://santabarbara.craigslist.org/spo/d/ventura-nordictrack-studio-exercise/7472066789.html,2022-04-16 10:00,NordicTrack Studio/Exercise Bike s15i $999 OBO,2,"Barely used NordicTrack studio bike with premium seat. The TV has been programmed to access Netflix. (The TV is wrapped and ready to go for easy and safe moving, but is super simple to connect). YOU MUST MOVE AND PICK-UP.   Find out more here: https://www.nordictrack.com/exercise-bikes/s15i-studio-bike",,,, like new,,,, NordicTrack, s15i,,,,,,
4587,950.0,santabarbara,https://santabarbara.craigslist.org/spo/d/santa-barbara-radrover-fat-tire-ebike/7470558915.html,2022-04-16 08:41,RadRover Fat tire eBike,0,,,,,,,,,,,,,,,,
4588,350.0,santabarbara,https://santabarbara.craigslist.org/bik/d/santa-barbara-marin-fairfax-sc1/7471780711.html,2022-04-15 14:09,Marin Fairfax SC1,5,Great hybrid bike - bought new in 2018 and have lightly used since.   Some minor scratching on the frame (see last two photos) otherwise in great condition.   Go to the Marin bikes website and search 'Fairfax SC1 - 2018' for all specs and details.   Frame is size Large unisex (5'8 - 6'1), aluminum, hybrid/comfort,, good,, Large,, Marin, Fairfax,, 700C,,,,
4589,167.0,santabarbara,https://santabarbara.craigslist.org/sgd/d/home-gym-setup-squat-rackfunctional/7471779280.html,2022-04-15 14:02,"Home Gym Setup-Squat Rack,Functional Trainer,Bench, Dumbbells, Weights",7,"Home Gym Setup- Squat Rack,Functional Trainer, Adjustable Bench, Olympic Weight Set, Dumbbell Set- Financing Available  _____________________________________________________________________________ Offered By: BodyKore Fitness Equipment- 949-503-9266- Text or call for more info _____________________________________________________________________________ Home Gym Equipment Package  Commercial Squat Cage Commercial Adjustable Bench Commercial Dual Adjustable Pulley System 300lb Rubber Olympic Grip Plate Set w/ Bar 5-50lb Rubber Hex Dumbbell Set w/ Rack  *Low Price of $6000! Or as low as $209/month *Monthly payment subject to approval through Bread Financing.  Term options include 12 month & 18 month no interest or up to 36 months interest variable.  Other financing options may be available if credit does not qualify.  IN STOCK READY TO SHIP! Check out the full package here: https://bodykore.com/product/garage-gym-package/ This package doesn't work for you? No problem, Equipment packages are fully customizable. We have plenty of stock! . Check out some of our other equipment for your home gym:       ____________________________________________________________________________ We have a huge inventory of Commercial Fitness Equipment. Most of our equipment have lifetime warranties and are built for health clubs and commercial gyms. The same equipment you will use at 24 Hour Fitness, LA Fitness, Anytime Fitness, Chuze Fitness, Planet Fitness, Gold's Gym and more! Our state of the art equipment is offered at low low prices and we even offer Easy Financing! Commercial Fitness Equipment: Smith Machines, Leg Press, Hack Squat, Squat Racks, Olympic Benches, Military Benches, Utility Benches, Flat Benches, Lat Machines, Seated Calf Raise, Back Hyperextension, Roman Chairs, Power Towers, Chin/Dip Tower, Vertical Knee Raises (VKR), Dual Adjustable Pulley Systems (DAPS), Plate Loaded Machines, Selectorized Strength Machines, Hip Abductor, Leg Extension, Cable Cross, Chest Press Functional Training Equipment: Group Training Rack Systems, Storage Racks, Crossfit Rigs, Olympic Lifting Platforms, Bumper Plates, Kettlebells, Wall Balls, Slam Balls, TRX, Suspension Trainers, Resistance Bands, Yoga Bands, Yoga Mats, Power Bags, Maces, Clubbells, Battle Ropes, Plyoboxes Cardio Equipment: Treadmills, Ellipticals, Steppers, Stepmills, Air runners, Manual Treadmills, Crosstrainers, Airbikes, Spin Bikes, Recumbant Bikes, Upright Bikes, Climbers, Rowers  _____________________________________________________________________ Financing available. 12 Months NO INTEREST on a 48 month term (on approved credit). Payments as low as $99 per month! FOR MORE PICTURES AND INFORMATION VISIT OUR WEBSITE www.bodykore.com PLEASE CONTACT US AT (949) 325-3088  Precor, Technogym, Rogue, Titan, lifefitness, woodway, star trac, nautilus, Deadlift, bumperplate, olympic bar, crossfit, cross fit, weightlifting, smith machine, squatrack, benchpress, gym equipment, treadmill, airdyne, assault, maces, clubbell, dumb bell, Concept 2, marpo BodyKore Fitness Equipment - QUALITY EQUIPMENT, BEST PRICES, EZ FINANCING! 💥💥💥 12 MONTH ZERO INTEREST WITH NO PRE-PAYMENT PENALTY apply online : https://bodykore.com/finance-application/ BodyKore Fitness Equipment Phone: (949) 325-3088 Website: www.bodykore.com 📲 ☎️ Call or text (949) 503-9266 for quick answers to your questions about this GARAGE GYM EQUIPMENT PACKAGE Check out some of our other equipment for your home gym:      Your message will always be answered by a real human — never an automated system. We have a huge inventory of Commercial Fitness Equipment. Most of our equipment have lifetime warranties and are built for health clubs and commercial gyms. The same equipment you will use at 24 Hour Fitness, LA Fitness, Anytime Fitness, Chuze Fitness, Planet Fitness, Gold's Gym and more! Our state of the art equipment is offered at low low prices and we even offer Easy Financing! Kettlebell, Kettlebells, Olympic, Weights, Bench, Press, Squat, Resistance, Bands, Spin, Bike, Bikes, Spinning, Karate, Kung-Fu, Jiu Jitsu, Judo, Kickboxing, BJJ, JiuJitsu, MMA, Muay Thai, Muaythai, Kickboxing, Boxing, Gloves, Flat, Incline, Decline, Cable Machine, Cardio, Treadmill, Elliptical, Oliptical, Pull-Ups, Chin-Ups, Push-Ups, Chest, Arm, Legs, Bicep, Tricep, Shoulder, Gym Bells, Yoga Mats, Aerobics, Quadriceps, Hamstrings, Glutes, Abs, Stomach, Waist, Fat, Muscle, Body, Calves, Gravity Boots, Extension, Lats, Pulldown, Training, Intense, Extreme, Strength, Endurance, Bumper Plates, Olympic Rings, Appearance, Physical, Sports, Baseball, Basketball, Football, Martial Arts, Soccer, Track & Field, Power, Bodybuilding, Nutrition, Heavy, Bars, Tension, Gympak, Bodykore, Kore, Core, Yoga, Foam, Roller, Brake Pads, Pedal, Exercise, Startrac, Star Trac, Precor, Life Fitness, Lifefitness, Lifestride, Soloflex, Jump Rope, Forarm, Power, Blaster, Aerobics, Swimming, Cross Fit, Cross Kick, Apollo, Bodymasters, Steppers, Climbers, Strength Circuit Machines, Cable Station System, Rubber Flooring, Rubber Floor Mats, Smith Machine, Treadmill Belts, Replacement Parts, Medicine Balls, Punching Bags, Barbells, Racks, Rope, Attachments, Dip Belt, Workout Belt, Ab Straps, Thai Pads, Banana Bag, Kick Pad, Headgear, Power Systems, BOSU, tapout,forearm, bicep, arms, soloflex, body by jake, boflex, ab slider, lower back extension, lat pull down, Olympic rings, squat stands, squat racks, training ropes, climbing ropes, Power Racks, Bumper Plates, Rubber Flooring, Rubber Dumbbells, Cushbell and more!!! Ab / Back Equipment Flat and Olympic Benches Hyperextension Bench & Roman Chair Abdominal Equipment Back Equipment Inversion Tables Fitness Accessories Gym Flooring / Equipment Mats Jump Ropes Weight Training Accessories Door Gym Pull Up Bar Hand Strength & Forearm Cable Attachments Collars & Adapters Heart Rate Monitors Wrist, Ankle and Body Weights Scales & Body Fat Testers Squat Bar Pads Foam Product and Rollers Parts Fitness Exercise Gym Equipment Pull Up Bar, Chin Up Bar, Push up Bar and Dip Bars Reading Racks & Water Bottle Holders Exercise Mats Bosu® Ball Exercise Balls and Accessories Exercise Balls Bars & Collars Resistance Training Weight Pins & Leashes As Seen On TV Back Equipment Inversion Tables Door Gym Pull Up Bar Foam Equipment Packages Olympic Bumper Plates Bars GHDs Kettlebells Free Weight Equipment Medicine Balls Concept 2 Rowers Gymnastics Equipment Dumbbells Sandbags Pull-up Bars Training Accessories Plyometric Boxes D-Balls Mats Jump Ropes Climbing Ropes Flooring Bar Holders Gift Certificates Weight Storage home commercial treadmill treadmills elliptical ellipticals exercise bike bikes stepper steppers abcoaster gym equipment new used refurbished free weight dumbbells circuit strength selectorized Orange Co. Riverside Co. Newport Beach Life Fitness parabody tuff stuff repair service Product and Rollers Benches Flat and Olympic Benches Hyperextension Bench & Roman Chair Abdominal Equipment Back Equipment Boxing / Martial Arts Balazs Boxing Chin and Pull Up Bars TKO Fitness Accessories TKO Medicine and Stability Balls TKO Skip Jump Ropes TKO Vest and Ankle Weights TKO Weightlifting Belts and Straps Pull Up Bar, Chin Up Bar, Push up Bar and Dip Bars treadmill Commercial Fitness Equipment Commercial Ellipticals Cross Trainers Commercial Steppers Commercial Exercise Bikes Commercial Treadmills Commercial Rowing Machines Dumbbell Dumbbells / Weights Used Fitness Equipment Physical Therapy, Medical & Rehabilitation Equipment Aquatics Cardio Equipment Indoor Cycling Bikes and Spin Bikes Dumbbells / Weights Plates Dumbbells Barbell Sets Weight Trees Weight Training Accessories Wrist, Ankle and Body Weights Bars & Collars Hand Strength & Forearm Elliptical Trainers / Cross Trainers",,,, new,,,, BodyKore,,,,,,,
4590,300.0,santabarbara,https://santabarbara.craigslist.org/bik/d/carpinteria-giant-revive-semi-recumbent/7468022407.html,2022-04-15 12:56,Giant Revive semi recumbent,13,"I have 2 Giant Revive semi recumbent bikes for sale.   The Red one is mine. 7 speed With twist shift.  brake type: caliper  Giant semi recumbent, ideal for riders with back/lumbar issues or if you have had knee replacement surgery like me and riders who want a relaxed riding position. This bike has many points of adjustment and can fit almost any size rider in comfort. It has a 7 speed hand operated shifter as well as a large rear shock absorber and large comfy saddle with back support for a lux ride. I have added a mirror ,front and rear lights for safety. The seat on this red bike does have 2 pieces of tape covering damage from previous owner.   **********      THE GREY BIKE IS     SOLD !    **********(  The Gray one is my wife’s  it is an 8 speed. It is a DX model. It also has a twist shift. The Gray one has the same features as the Red one just a little different style.  Also added mirror, front and rear lights for safety. This has the computer on the handlebars that has not worked since I got the bike.   These are great bikes. They are semi recumbent and that is a big difference from a full recumbent bike. These are a lot easier to ride than a recumbent bike. You can sit on the seat and put both feet on the ground. Easy to start the ride and stop.  This was great for me as I had both knees replaced I couldn’t ride a regular bike and a full recumbent was way to hard to ride.   Red bike $300. Gray bike  SOLD     DO NOT EMAIL ME   TEXT OR CALL ONLY ! Call or text Frank @ 80five - 2five2-773two  If this ad is up I still have them !", aluminum, recumbent/trike,, excellent,, ?,, Giant, Revive,, 20 in,,,,
4591,1450.0,santabarbara,https://santabarbara.craigslist.org/bik/d/santa-barbara-19-large-ellsworth-joker/7464262477.html,2022-04-14 18:28,"19"" Large Ellsworth Joker 6” travel",24,"Parts: Frame: Original owner 19” 2002 Ellsworth Joker 6” travel Black annodized frame. Has holes to be converted to a 4” travel frame, but why would you? Shock: fox float rp23 high air volume Fork: 2004 Marzocchi Bomber Z1 SL (air spring) 120/130 mm travel w/ lock-down (locks rebound so the fork locks out in the down position for better climbing geo.) Wheels: Brand new handbuilt tubeless Mavic D3.1 rims one Novatec 812SB and 811 SB sealed cartridge bearing freeride hubs. I have the receipt from the build 6-months ago, nearly $400 just for the build. Headset: FSA PIG DH Shifters: Sram X-9 9 spd R-Derailleur:X-9 F-derailleur:  Shimano LX (used as a chain guide, no shifting as set-up) Stem: Brand new Answer  ATAC 50mm  Handlebar: Brand new Answer  31.8 pro-taper DH Seatpost: Thompson 400mm 27.3 zero offset Brakes: MAgura MArta hydraulic Rotors: 6” new avid wavy Cranks: New RaceFace X-type through-axle BB and Evolve DH w/ brand new 30 tooth ring. Saddle: SDG ti w/ some rips Tires: New Conti De Kaiser 2.4 (biggest that will fit) tubeless Pedals: not included  Extras:  Romic T2 Shock Used) Chromag bacshgaurd (new) 36 tooth chainring (used) Original Receipt RockShock 50 hour service kit Used Magura Hugi  Overview: Perfect bike for getting into some all mountain or free-riding. Older frame, but super durable single pivot design with little pedal bob, good climbing, great weight and upgraded with great modern parts. I am 6'-4"" and fits me fine, but a bit on the small size, my brother is 5'-10"" and used it several times on trails with me no problem.   Background: I bought this as an employee purchase in 2002 after riding some freeride in Souther california on an old GT DHS, which I cracked. The Ellsworth was the best modern free-ride bike at the time, taking basic design from the mountain cycle san andreas, but with a lighter more sturdy frame. This was and is a much more durable frame than all of the other competitors. The anodized finish actually hardens the first few layers of the aluminum making it hard to scratch. The oversized single pivot with sealed cartridge bearings makes it super durable. I set this up with 7” duel crown fork for a year, had a Marzocchi Z1 spring fork and ended up with this one as the best balance of weight, travel, and feel. It still works great with no scratches to the stanchions. I rode it mostly XC, taking some decent jumps and did do some limited freeride in BC, colorado, montana, N. Dakota, Oregon, California, New York, Virginia, and Connecticut. I got a new do-it-all bike, and wife is making we get rid of some of my old bikes. This one I just put over $900 into it to make it trail ready, then I found a new Ibis Ripmo to replace it, so now I have to sell this. It is a great bike park bike, or all mountain bike.    This bike came with a Romic twin-tube shock which was awesome, but eventually needed a rebuild or replacement, so I bought a fox float replacement shock. By the time I got around to replacing it last year, the brand new shock needed rebuilding, so I paid another $150 for the rebuild, so it is new and rebuilt shock with three levels of pro-pedal easily adjusted and a lever for full-open or pro-pedal(for climbing) The romic, which I still have and will include w/ 2 springs, 550 and 650, had better big hit feel, but is also about 2 lbs heavier. The fox shock feel really good and I have been on 4 rides with it. The De Kaiser tires are stout and hook-up good in Southern California sand and rock. Can go bigger in the front but not in the back. The only upgrade you may want to do is add a dropper post, which would set you back about $200.  For sale locally and a online, feel free to contact me with questions are to set up a local test ride. Cash or Venmo only", aluminum, mountain, disc (hydraulic), excellent, none," 19"" Large", riser, Ellsworth, Joker, frame and fork (full suspension), 26 in,,,,
4592,1350.0,santabarbara,https://santabarbara.craigslist.org/spo/d/santa-barbara-intense-spider-mountain/7464260175.html,2022-04-14 18:28,Intense Spider mountain bike 21”,24,"2004 Intense Spider sz 21”  For riders 6’-0”-6’-8”. For sale is a previous bike shop mechanic owned 2004 mountain bike with mostly new parts.   Overview: This is a extremely well maintained and built mountain bike 4” travel rear and 3.5” front, very light race worthy, great trail bike, and in excellent condition and very capable by today’s standards.   Background: I recently moved and pulled this from out of my attic where it has been for about 10 years. I used to ride a lot and this was my race bike, I did several collegiate races and some 6 and 8 hour endurance races on the east coast. It does not suit my coherent west coast riding style which needs a bit more travel. This bike is super light, at 27.9 lbs. I purchased it as the second owner in 2007 and is a 100% custom build.  It uses the same Horst link that specialized does, which isolates pedal bob, and is basically a specialized stumpjumper with a more robust welded frame from the same year having basically the same geometry.  This bike is super fast and durable, great for all day XC rides, group rides or racing. I used to race on a Cannondale Scalpel, and this had a bit more suspension travel, but still had tight handling ride. I’ve had many many other mtb bikes over the years and this one was my favorite, hence why I’ve kept it so long, but time to clean out the garage. Everything works in excellent condition, all bearings good, all parts and suspension in perfect condition, with the exception of the ronin rebound and compression knobs are seized, but the fork feels buttery smooth, holds air perfect and had great bump responsiveness and compression, since it siezed in my sweet spot of adjustment. It may be able to by unseized with some anti-seize spray, I haven’t tried. I recently got it all working perfect and took it on two rides to make sure everything work right. It also needs a new set of Magura MArta brake pads, which are $25 online or ordered through any bie shop. I always rode it with one sintered and one metallic pad at each brake, but there isn’t much of a difference. Pads are super easy to replace, can be done at home yourself.   I don’t understand why more bikes nowadays don’t have lockouts. This bike has front & rear lockouts, with the rear being a remote lever on the handlebar which is so nice for extended climbs.  Parts: Frame: 2nd owner 2004 Intense Tracer XC size 21” 4” travel Fork: 2006 Magura Ronin 110 mm travel w/ lock-out Rear shock: brand new RockShok Monarch XX w/ lockout 2.0”x6.5” w/ remote lockout Wheels: Super durable and light tubeless Mavic X819 disc rims, DT swiss double butted 3x spokes and WTB laserDisc hubs, w aluminum freehub body and sealed cartridge bearings (rebranded white industries I believe) Brakes: Magura Marta SL Shifters: Sram XO trigger 9 spd Rear derailleur: Sram Black-Box carbon 9 spd Front derailleur: Sram X7 Bars: FSA K-Force XC Carbon riser Stem: FSA OS 140, 31.8 120 mm, 6 degree rise Headset: Chris King Cranks: Cannondale TeamCODA race w/ XTR BB. Set up as 2x w/ 44 and 30/32 tooth set-up Seatpost: 31.8 Thompson set-back Saddle: Brand New WTB (selle italia TI shown not included) Tires Tioga Red Pheonix 2.0 wide(1 ride old) Pedals: not included  Extras:   RockShock 50 hour service kit    For sale locally and a online, feel free to contact me with questions are to set up a local test ride.",,,, excellent,,,, Intense, Tracer,,,,,,
4593,1300.0,santabarbara,https://santabarbara.craigslist.org/spo/d/santa-barbara-63-cm-2005-cannondale/7464256513.html,2022-04-14 18:28,63 CM 2005 Cannondale  Six13 Lampre/Caffita Team Edition,24,"63 CM 2005 Cannondale Six13 Lampre/Caffita Team Edition.  Size : 63 cm   Year: 2005  Frame: six/13 carbon and Aluminum  Fork: Cannondale Premium+ full carbon  Wheels: Mavic Ksyrium SL w/ Mavic ultra-lite skewers sealed cartridge bearings  Headset: integrated FSA sealed cartridge bearings  Crank: Cannondale BB30 SI aluminum 175 mm 53/39 rings  Shifters: Dura-Ace 9 spd  Cassette: Ultegra or dura-ace 2-25 9 spd (can’t remember which.)  Rear derailleur: 9 sp Dura-Ace  Front Derailleur: Ultergra  Handlebar: FSA K-wing 44 mm wide  Stem: Thompson XXX  Saddle: Team edition Fizik Airione (matching color)  Brakes: Mavic leaf spring w/ Dura-Ace pads  Tires: Used Tubeless Atomic Hutchinson 23 mm (see extras)  Pedals: Not included  Computer: Shimano Flight-deck w/ integrated controls  Seatpost: Cannondale Wind carbon slight offset or New Aluminum Zipp   Cages-2x Tack silver/black  Weight: with no pedals or computer, it is 17 lbs. With thes, it is 17.8 lbs, see photos   Photos: to see all photos, contact me and I can send more photos   Overview: bike shop mechanic owned and cared for great all around bike with top-of the line older parts in excellent condition. Great bike for riders 6’-3” to 6’-9” (I’m 6-4). Great in mountains, rolling hills and flats. Great value for someone who doen’t have $5k to shell out for a new 105 or ultegra bike. This one was roughly $8-9k when it was new with top of the line parts in great condition and still rides great.  Background:  I worked in bike shops from 1999 through 2007 off and on and rode quite a bit until 2013 or so, then have ridden extremely little in the past 9 years or so, 6 years due to children, and the three previous years due to renovating an 100 year old house myself in addition to having a new grown-up job I needed to dedicate a lot of time to.  Without my full History, I had a Cannondale CADD 7 60 cm in about 2001/2 which I rode for 1-2 years and really liked how stiff it was for being a taller rider. I swapped out for a 63 SM Team Edition Cadd-8 a couple years later, and appreciated the stiffer BB30 Bottom bracket and SI crank along with a,little more reach, as I preferred to do longer group rides rather than crits and sprints. In 2009 I had the opportunity to by this bike, a couple years used, which I did from a older gentleman in northern VA, who had bought the bike in Florida and mostly rode it on his trainer in the garage. I swapped over most of my parts, the ones currently on the bike, and sold off the 10 spd ultegra group-set and heavier carbon SI crank he had on it.  I’ve ridden it a few thousand miles, on back country roads around Washington DC and one 150 mile ride in Washington State, but mostly got out of riding.  I recently moved to Santa Barbara CA, and have been riding it more, however realized that, being significantly older, heavier, and having very long steep mountains, I’d better off getting a endurance bike to ride on, so this one gets sold.  Description of bike Parts: Yes, this is the same team edition top-of-the-line frame that was raced in all the major tours in 2005 by team Lampre-Caffita. Why more bike teams aren’t sponsored by coffee companies, I’ll never know.  The BB30 press-fit BB is supper stiff, so a couple years later all other brands started licensing and/or copying this, and now it is on most every decent bike. The SI aluminum crank is super light and super stiff, even by today's standards.  A compact spider can easily be had for $90, and new rings for another $100 if you want to convert to that.  The wheels are again, top of the line, and with a slight variation, are still being sold today for over $1k. The bearings are solid and smooth, the freehub-body recently got re-lubed and service, and the rims have screw-in grommets, which are a pain to build, but make this one of the first tubeless compatible rims. The wheels are light, under 1600 grams, and supper strong with the bladder aluminum spokes, great climbing or flat wheels and are super straight. ONe thing we saw often in our shop was people not cleaning their pads and gauging the sidewalls of the rims, scraping off aluminum and making a concave surface.  I rarely brake hard, and the surface of these are completely flat. There is no signs of wear on them, still in superb condition.  The FSA K-wing bar is so comfortable, this upgrade made the front end significantly better bump absorption and to this day is a great bar. It is strong, stiff and absorptive, with extremely comfortable flat top section and a flattened space right behind the hoods which is really comfortable. The K-wing does have a little top-coat that has come off, but you can barely see it and it is still 100% functionally sound.  I think also that the 9 spd Dura-Ace levers are the most comfortable levers made, except maybe the mid 200’s campy stuff, and is the reason why I never upgraded to 10 or 11 spd shimano, as the hoods grew to be huge and not as comfortable to me, and provided little functional difference. They still  brake and shift perfect, albeit with a few scratches on the levers from leaning the bike against walls over the years.  The Mavic Brakes were only made for a couple years, and are the lightest and strongest ones out there, using Shimano pads.  I am convinced that road bike brakes other than the big 3 never make it because top teams can’t run them without loosing the top-3 sponsorship, thus, even if a bit better, they aren’t used.  Stem is Thompson road, great combination of strong, durable and light, 2-bolt road stem (oversized).   Wear: I will try and explain the wear to the best of my ability, and have included a plethora of picts so you can see for yourself, but everything works perfect unless noted hear. Let me know if you have a question or want a different picture.  First I want to explain what I am sure is most of your concern, the bubbling/corrosion at a couple of the bonded carbon/aluminum areas. This was present when I bought the bike and supposedly came from excessive use in a garage on a trainer without wiping the bike down and sweat causing a galvanic reaction.  I have had three cannondale rep’s look at this, and each said that it shouldn’t be a problem unless a cable stop comes off or it gets really bad. If a cable stop does pop-off, a add-on one with a clamp could be used.  I have cleaned this after most every ride and have seen no change in this bubbling for the 13 years I have owned the bike. That being said, I sell this just as I bought it, with no guarantee about it. Feel free to google six13 galvanic corrosion, and read about this. From what I can tell, this has been mainly a cosmetic problem only. Handlebar tape end tape is coming off and need new electrical tape. I just opened up my tool box and found my old electrical tape trashed from age, so you’ll have to fix this.  The saddle has…age, it is faded somewhat, and has a few scuffs, but no rips. I love the airione, and the color matches this bike perfectly. You can replace with your own saddle if you want, I can remove for a $15 reduction in cost. Tires are fairly new, but have some cuts in them, so they need replacing. I have a extra pair of nice riding Vittoria diamante Pro 23 mm, but they are yellow, and you might not like that, or you may want to put on 25 mm tires. I will include the Vittoria's in case you want to use them. The chain, chainrings and cassette have some wear on them, but are not ready to replace yet. If you do go to compact chain-rings, I’d replace the cassette and chain also, a ultra 12-25 cassette and chain are about $100 online. As previously mentioned, the wheels have been ridden probably 3k, but are in excellent shape and never trashed or crashed.  Ride: The CADD-6,7,8 Cannondale frames are stiff and well, made with all american welds and light oversized tubing. These bikes are especially great for taller riders, where there is a bit more give in the rear chain stays due to the longer length, especially with the CADD-8 which had flattened states to give vertical compliance while maintaining horizontal stiffness. The six/13 is essentially a CADD-8, with carbon inserts for the down, top and seat tubes. This gives more front end and seat compliance, with a little bit of a weight gain.  I believe this to also alleviate stress to the aluminum welds.  Regardless, the ride of this for a 63 cm bike is amazing.  Super lively out of the saddle, responsive light and comfortable.  I left some steer tube, so you can raise the handlebars a bit if you want.  I truly love the way this rides, even today compared to most other road bikes. I would recommend  putting 25 mm tires on it, which should clear fine, not sure about 28’s, but the 25’s would give a bit more comfort.  Extra’s: I will include the following items in addition to what is listed/shown:  2x Vittoria diamante Pro 23 mm Gold color new in box  -1x set op Dura-Ace brake pads. Rear brake pads on bike are near end of life  -1 lightly used dura-ace 9 spd rear derailleur I had laying around.  -Flight Deck owner manual  -I'd be happy to add the ultra pedals for an extra $25  Sale details: For sale locally and a online, feel free to contact me with questions are to set up a local test ride.  If you have any questions, contact seller before bidding. Seller reserves the right to end auction early.",,,, excellent,,,, Cannondale, SIX 13,,,,,,
4594,1990.0,santabarbara,https://santabarbara.craigslist.org/bik/d/santa-barbara-brand-new-linus-electric/7471377374.html,2022-04-14 14:59,"Brand New, Linus Electric Bike",7,Stape Cycles Bike Shop here. We have the new Linus Electric Bikes available. They just reduced the price from $2500 to $1999.  One of the nicest Electric Bikes under $2k.   #1 Medium Cesta 500 in Marine $1999 #2 Medium Cesta 500 in Cream $1999 #3 Medium Ero 5000 in Black $1999  I also have the Shimano mid drive linus bikes. They are $3399. Ember in Cream and Felix in large Midnight Blue   Info:  48V battery with Samsung provides up to 40 miles of range Powerful 500w rear hub motor delivers up to 50nm of torque Gel comfort saddle Genuine brown leather hand-stitched grips Class 2 motor system offering pedal-assist or throttle control up to 20 mph, aluminum, hybrid/comfort,,,, Medium,,,,, 27.5 in,,,,
4595,895.0,santabarbara,https://santabarbara.craigslist.org/spo/d/thousand-oaks-schwinn-carbon-blue-spin/7466654048.html,2022-04-14 13:11,Schwinn CARBON BLUE Spin Bike CARDIO Indoor Cycling EXERCISE BIKE Spin,11,"INDOOR CYCLING EXERCISE BIKE SPIN BIKE SPINNING  EXCELLENT CONDITION - VERY CLEAN! - COMES WITH ECHELON 2 CONSOLE w/ POWER UPGRADE ($600 upgrade)! -  TRIPLE LINK PEDALS (SPD; Look Delta; Toe Cages) ($180 upgrade).  Up to 20 are available!!  If you refer a friend and they take it, I'll deliver to you for FREE!  CASH DEAL / NO TAX! ** Delivery Available!  Without question, unless you absolutely wanted brand new (not that you need to spend that much money -- as these bikes don't break down in homes -- they're top of the line commercial grade. I can say with 99.99% confidence you would NOT make a warranty call within the 2 years of manufacturers warranty. Nonetheless, there is not another bike available out there that is a better deal - as it relates to price vs. quality. My bike is in GREAT CONDITION (FUNCTION AND COSMETIC!)  It's a GREAT BIKE!!  You know this bike, which is why you're looking at this. You know all the specs then, most likely. If you need detail, I'll get it to you.  The ride is as you would expect and just a great bike. So, here's an opportunity to have a Carbon Blue in your home for 1/2 of the price of purchasing a new one.",,,, excellent,,,, Schwinn, AC Performance Carbon Blue,,,,,,
